Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name,__source,year,decimals,precision_tier
30776,Acacia pubescens,2009-09-16T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.901327,150.997818,,,,occurrenceRemarks withheld,2009.0,9.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
7689,Stylidium graminifolium,2021-12-30T15:25:00,iNaturalist research-grade observations,Not in a reserve,-33.97498,151.02919,,flowers,,,2021.0,12.0,30.0,,,,,Bradley W. Jones,2022-06-28T09:23:18Z,,HUMAN_OBSERVATION,,Bradley W. Jones,CB Council,iNaturalist,2021,5,≈1–10 m (5 dp)
23924,Acacia linifolia,2009-11-12T00:00:00,DPIE Default Sightings,Salt Pan Reserve,-33.96298,151.04025,,,,occurrenceRemarks withheld,2009.0,11.0,12.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council,ALA,2009,5,≈1–10 m (5 dp)
33645,Paspalum dilatatum,2016-09-08T00:00:00,Ecoplanning Vegetation Survey,Not in a reserve,-33.887222,151.053333,,,introduced,occurrenceRemarks withheld,2016.0,9.0,8.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Ecoplanning P/L,HUMAN_OBSERVATION,,OPUR16031000,CB Council,ALA,2016,6,<1 m (6+ dp)
10650,Rhaphiolepis indica,2021-03-31T14:14:22,iNaturalist observations,Not in a reserve,-33.923794,151.121611,,,,,2021.0,3.0,31.0,,,,,,,,HUMAN_OBSERVATION,,etet,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
4037,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89215,150.974213,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
29877,Cyclospermum leptophyllum,2011-04-13T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.951399,150.974736,,,introduced,occurrenceRemarks withheld,2011.0,4.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13062400,CB Council,ALA,2011,6,<1 m (6+ dp)
41675,Pittosporum revolutum,2004-05-01T12:00:00,The Crest-Appendix,Bellevue,-33.910871,150.998776,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
29088,Araujia sericifera,2015-11-23T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.947766,150.991852,,,introduced,occurrenceRemarks withheld,2015.0,11.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP09120203,CB Council,ALA,2015,6,<1 m (6+ dp)
22939,Casuarina glauca,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949588,150.97427,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council,ALA,2014,6,<1 m (6+ dp)
22173,Erigeron bonariensis,2000-06-01T00:00:00,DTHOMAS2 Vegetation Survey,Not in a reserve,-33.928986,151.024518,,,introduced,occurrenceRemarks withheld,2000.0,6.0,1.0,,Floristic Data,locality withheld,locationRemarks withheld,,,"David Thomas, 9 Miriam Road, Denistone",HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,2000,6,<1 m (6+ dp)
34977,Lobelia purpurascens,2021-05-27T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.946339,150.979163,,,,occurrenceRemarks withheld,2021.0,5.0,27.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OMFZ23032802,CB Council,ALA,2021,6,<1 m (6+ dp)
19590,Solanum pseudocapsicum,2015-12-10T00:00:00,DPIE Data from Scientific Licences dataset,Miram-Beena,-33.908598,150.974971,,,introduced,occurrenceRemarks withheld,2015.0,12.0,10.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR13102801,CB Council,ALA,2015,6,<1 m (6+ dp)
21887,Eucalyptus longifolia,2008-02-13T00:00:00,METROCMA2 Vegetation Survey,Deepwater,-33.95152,150.980112,,,,occurrenceRemarks withheld,2008.0,2.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,VEG-NICR;OPUR23081001,CB Council,ALA,2008,6,<1 m (6+ dp)
29132,Syagrus romanzoffiana,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.932073,150.977844,,,introduced,occurrenceRemarks withheld,2020.0,3.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council,ALA,2020,6,<1 m (6+ dp)
22857,Ozothamnus diosmifolius,2009-11-18T00:00:00,DPIE Default Sightings,Crest,-33.90947,150.99401,,,,occurrenceRemarks withheld,2009.0,11.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council,ALA,2009,5,≈1–10 m (5 dp)
21165,Leucopogon juniperinus,2024-05-28T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.89015,151.03269,,,,occurrenceRemarks withheld,2024.0,5.0,28.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLHP24010904;OLHP24010909,CB Council,ALA,2024,5,≈1–10 m (5 dp)
6525,Ochna serrulata,2023-11-04T13:27:35,iNaturalist research-grade observations,Not in a reserve,-33.97287,151.037033,,,,,2023.0,11.0,4.0,,,,,Julianne,2023-11-04T03:53:15Z,,HUMAN_OBSERVATION,,robyn_young,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
6788,Aphanopetalum resinosum,2023-07-09T11:46:00,iNaturalist research-grade observations,Not in a reserve,-33.888422,151.022469,,,,,2023.0,7.0,9.0,,,,,Thomas Mesaglio,2023-07-09T03:53:51Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
3432,Leichhardtia viridiflora subsp. viridiflora,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89197,150.974272,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
38894,Foeniculum vulgare,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Salt Pan Reserve,-33.946515,151.039711,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
25302,Digitaria sanguinalis,2018-01-25T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.874778,151.006314,,,introduced,occurrenceRemarks withheld,2018.0,1.0,25.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17101700;OPUR17101701,CB Council,ALA,2018,6,<1 m (6+ dp)
25377,Populus nigra,2023-06-21T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.936373,151.031151,,,introduced,occurrenceRemarks withheld,2023.0,6.0,21.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJAL01071800;OMFZ23040517;ODFK24022801;ODFK24022802,CB Council,ALA,2023,6,<1 m (6+ dp)
34968,Eragrostis curvula,2019-06-18T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.892342,151.032942,,,introduced,occurrenceRemarks withheld,2019.0,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP00113020,CB Council,ALA,2019,6,<1 m (6+ dp)
28554,Lambertia formosa,2010-12-14T00:00:00,NP_GEORGES Vegetation Survey,Not in a reserve,-33.976092,151.007833,,,,occurrenceRemarks withheld,2010.0,12.0,14.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,ODMP99111100;VEG-NICR,CB Council,ALA,2010,6,<1 m (6+ dp)
41741,Plantago lanceolata,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
38761,Eucalyptus tereticornis,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.906477,150.980754,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
6906,Solanum lycopersicum,2023-01-29T15:35:00,iNaturalist research-grade observations,Not in a reserve,-33.88267,151.008974,,,,,2023.0,1.0,29.0,,,,,Thomas Mesaglio,2023-01-29T07:48:26Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
38620,Eucalyptus microcorys,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Boggabilla,-33.893074,150.979543,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
35040,Grevillea juniperina,2015-09-15T00:00:00,DPIE Default Sightings,Not in a reserve,-33.890332,151.055229,,,,occurrenceRemarks withheld,2015.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OIXR15081800,CB Council,ALA,2015,6,<1 m (6+ dp)
39152,Grevillea mucronulata,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Churchill Reserve,-33.969913,151.028269,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
23256,Lobelia purpurascens,2008-03-07T00:00:00,METROCMA2 Vegetation Survey,Crest,-33.911035,150.996728,,,,occurrenceRemarks withheld,2008.0,3.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPJGI0002327;VEG-NICR,CB Council,ALA,2008,6,<1 m (6+ dp)
23748,Clematis glycinoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.94749,150.974969,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council,ALA,2014,6,<1 m (6+ dp)
17662,Strelitzia reginae,2019-02-15T06:03:59,Individual sighting,Not in a reserve,-33.942065,151.014223,1.0,,,"Close crop of the topside of the leaf, image is backlit.",2019.0,2.0,15.0,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council,ALA,2019,6,<1 m (6+ dp)
27831,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Crest,-33.907869,150.995297,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
7951,Ficus macrophylla,2021-08-19T14:03:42,iNaturalist observations,Not in a reserve,-33.929729,151.126943,,,,,2021.0,8.0,19.0,,,,,,,,HUMAN_OBSERVATION,,Gareth,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
36660,Bursaria spinosa,2004-05-01T12:00:00,Birrong Sefton Flora&Fauna Apndx3 POM,Jenson Pk,-33.883502,151.01767,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
41074,Onopordum acanthium,2004-05-01T12:00:00,Birrong Sefton Flora&Fauna Apndx3 POM,Band Hall Reserve,-33.896649,151.019718,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
31434,Oxalis exilis,2014-02-05T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.950022,150.975958,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,Woodland,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OIXR13062400,CB Council,ALA,2014,6,<1 m (6+ dp)
1317,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892804,150.975052,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
23719,Ipomoea indica,2018-09-06T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.926126,151.147934,,,introduced,occurrenceRemarks withheld,2018.0,9.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR1609090L,CB Council,ALA,2018,6,<1 m (6+ dp)
20148,Pandorea pandorana,2014-12-11T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.926678,151.147453,,FR Fresh Fruit,,occurrenceRemarks withheld,2014.0,12.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OCAM11011800,CB Council,ALA,2014,6,<1 m (6+ dp)
12630,Centaurium tenuiflorum,1892-12-04T00:00:00,The Australasian Virtual Herbarium (AVH),Not in a reserve,-33.915297,151.100939,,,,,1892.0,12.0,4.0,,,Canterbury,,unknown,,,PRESERVED_SPECIMEN,,Holloway,CB Council,ALA,1892,6,<1 m (6+ dp)
6060,Pomax umbellata,2022-01-02T14:29:00,iNaturalist research-grade observations,Not in a reserve,-33.970978,151.014436,,,,,2022.0,1.0,2.0,,,,,Melissa Abdallah,2022-01-02T06:28:55Z,,HUMAN_OBSERVATION,,Melissa Abdallah,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
8772,Actinotus helianthi,2018-12-23T16:45:00,iNaturalist research-grade observations,Not in a reserve,-33.975191,151.003882,,flowers,,,2018.0,12.0,23.0,,,,,Kevin Huang,2023-07-08T14:37:21Z,,HUMAN_OBSERVATION,,Kevin Huang,CB Council,iNaturalist,2018,6,<1 m (6+ dp)
4058,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892856,150.974921,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
19132,Eragrostis leptostachya,2001-12-01T00:00:00,DTHOMAS2 Vegetation Survey,Not in a reserve,-33.90605,151.067873,,,,occurrenceRemarks withheld,2001.0,12.0,1.0,,Floristic Data,locality withheld,locationRemarks withheld,,,"David Thomas, 9 Miriam Road, Denistone",HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,2001,6,<1 m (6+ dp)
28393,Poa annua,2008-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.96926,151.044229,,,introduced,occurrenceRemarks withheld,2008.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,2008,6,<1 m (6+ dp)
38627,Eucalyptus microcorys,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.893451,150.970339,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
24161,Einadia hastata,2001-12-21T00:00:00,DPIE Default Sightings,Not in a reserve,-33.972962,150.996914,,,,occurrenceRemarks withheld,2001.0,12.0,21.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE96052900,CB Council,ALA,2001,6,<1 m (6+ dp)
41893,Pomaderris prunifolia,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
30870,Pimelea spicata,2010-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Crest,-33.910742,150.996787,,,,occurrenceRemarks withheld,2010.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
20065,Pavonia hastata,2000-06-29T00:00:00,WESTSYD2 Vegetation Survey,Not in a reserve,-33.941424,151.046734,,,introduced,occurrenceRemarks withheld,2000.0,6.0,29.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,2000,6,<1 m (6+ dp)
19761,Leucopogon juniperinus,2008-12-07T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.921711,150.997024,,,,occurrenceRemarks withheld,2008.0,12.0,7.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP08080501,CB Council,ALA,2008,6,<1 m (6+ dp)
27803,Casuarina glauca,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.930036,150.980607,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
20335,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.903382,150.997208,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
42802,Tradescantia fluminensis,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.900525,150.97568,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
29770,Acacia pubescens,2009-09-08T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.901965,150.997663,,,,occurrenceRemarks withheld,2009.0,9.0,8.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
9930,Passiflora suberosa,2020-06-12T12:44:47,iNaturalist research-grade observations,Salt Pan Reserve,-33.948475,151.040236,,,,,2020.0,6.0,12.0,,,,,J.R. Kuethe,2020-07-14T19:35:40Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
3117,Oxalis perennans,2014-11-07T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.892471,150.977849,,,,occurrenceRemarks withheld,2014.0,11.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,ORXM97042200,CB Council,ALA,2014,6,<1 m (6+ dp)
7859,Lambertia formosa,2021-11-23T15:07:00,iNaturalist research-grade observations,Not in a reserve,-33.976478,151.003468,,,,,2021.0,11.0,23.0,,,,,Eamonn Culhane,2021-12-22T11:51:14Z,,HUMAN_OBSERVATION,,Eamonn Culhane,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
36711,Callistemon linearis,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Salt Pan Reserve,-33.946515,151.039711,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
34756,Hedera helix,2009-10-01T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.966686,151.041687,,,introduced,occurrenceRemarks withheld,2009.0,10.0,1.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP07040202,CB Council,ALA,2009,6,<1 m (6+ dp)
35711,Allocasuarina littoralis,2004-05-01T12:00:00,Milperra area Flora&Fauna Apndx5 POM,Newland Reserve,-33.938076,150.978967,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
38790,Euphorbia peplus,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.906477,150.980754,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
40779,Modiola caroliniana,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
6107,Acacia suaveolens,2024-11-16T15:03:30,iNaturalist research-grade observations,Not in a reserve,-33.926697,151.147099,,fruits or seeds,,,2024.0,11.0,16.0,,,,,tmkey,2024-11-16T04:04:15Z,,HUMAN_OBSERVATION,,tmkey,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
31224,Acacia pubescens,2009-09-15T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.955708,151.040379,,,,occurrenceRemarks withheld,2009.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
38192,Elaeocarpus reticulatus,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Lambeth Reserve,-33.971772,150.996708,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
26813,Cirsium vulgare,2014-09-05T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.892993,151.045921,,,introduced,occurrenceRemarks withheld,2014.0,9.0,5.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15011200,CB Council,ALA,2014,6,<1 m (6+ dp)
42523,Solanum seaforthianum,2004-05-01T12:00:00,Milperra area Flora&Fauna Apndx5 POM,Newland Reserve,-33.938076,150.978967,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
10345,Ozothamnus diosmifolius,2024-10-27T15:32:12,iNaturalist research-grade observations,Not in a reserve,-33.92935,151.136295,,,,,2024.0,10.0,27.0,,,,,benjamingiannaras,2025-02-25T03:47:45Z,,HUMAN_OBSERVATION,,benjamingiannaras,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
23100,Bothriochloa macra,2007-04-05T00:00:00,DPIE Default Sightings,Crest,-33.909146,150.996486,,,,occurrenceRemarks withheld,2007.0,4.0,5.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09111310,CB Council,ALA,2007,6,<1 m (6+ dp)
26839,Callistemon salignus,2014-06-06T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.967904,151.007012,,,,occurrenceRemarks withheld,2014.0,6.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0001723,CB Council,ALA,2014,6,<1 m (6+ dp)
1645,Acacia pubescens,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892712,150.974852,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
7546,Elaeocarpus reticulatus,2022-11-17T14:27:03,iNaturalist research-grade observations,Not in a reserve,-33.971025,151.020028,,,,,2022.0,11.0,17.0,,,,,lissabelleg,2022-11-17T03:28:02Z,,HUMAN_OBSERVATION,,lissabelleg,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
34661,Galium aparine,2021-05-27T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.946339,150.979163,,,introduced,occurrenceRemarks withheld,2021.0,5.0,27.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OMFZ23032802,CB Council,ALA,2021,6,<1 m (6+ dp)
10247,Ageratina adenophora,2023-06-09T09:50:00,iNaturalist research-grade observations,Not in a reserve,-33.970105,151.031188,,,,,2023.0,6.0,9.0,,,,,David,2023-06-09T04:24:38Z,,HUMAN_OBSERVATION,,David,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
9409,Dodonaea triquetra,2020-08-03T15:51:50,iNaturalist research-grade observations,Maluga Passive Pk,-33.895325,151.014647,,,,,2020.0,8.0,3.0,,,,,,,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
33589,Leptospermum polygalifolium,2007-02-27T00:00:00,METROCMA Vegetation Survey,Not in a reserve,-33.929191,151.128771,,,,occurrenceRemarks withheld,2007.0,2.0,27.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Sydney Metropolitan Catchment Management Authority,HUMAN_OBSERVATION,,OPXE97062300,CB Council,ALA,2007,6,<1 m (6+ dp)
23514,Araujia sericifera,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929585,150.986124,,,introduced,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
34793,Leucopogon juniperinus,2014-02-05T00:00:00,ACA Vegetation Survey,Kelso Beach,-33.951841,150.981282,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council,ALA,2014,6,<1 m (6+ dp)
5927,Lantana camara,2022-05-18T15:33:00,iNaturalist research-grade observations,Not in a reserve,-33.97387,151.03149,,flowers,,,2022.0,5.0,18.0,,,,,Bradley W. Jones,2022-05-18T09:31:17Z,,HUMAN_OBSERVATION,,Bradley W. Jones,CB Council,iNaturalist,2022,5,≈1–10 m (5 dp)
40568,Melaleuca linariifolia,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Airport Reserve,-33.929014,150.985006,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
33072,Coronidium oxylepis,2001-12-21T00:00:00,DPIE Default Sightings,Lambeth Reserve,-33.972761,150.998401,,,,occurrenceRemarks withheld,2001.0,12.0,21.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE96052900;OSGH99040700,CB Council,ALA,2001,6,<1 m (6+ dp)
