Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name,__source,year,decimals,precision_tier
1445,Dillwynia sieberi,2014-11-07T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.892471,150.977849,,,,occurrenceRemarks withheld,2014.0,11.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,ORXM97042200,CB Council,ALA,2014,6,<1 m (6+ dp)
28560,Dianella longifolia,2008-11-25T00:00:00,DPIE Default Sightings,Crest,-33.906706,150.993264,,,,occurrenceRemarks withheld,2008.0,11.0,25.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council,ALA,2008,6,<1 m (6+ dp)
19122,Dichelachne micrantha,2000-06-29T00:00:00,WESTSYD2 Vegetation Survey,Not in a reserve,-33.940003,151.08831,,,,occurrenceRemarks withheld,2000.0,6.0,29.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,2000,6,<1 m (6+ dp)
30312,Melaleuca ericifolia,2015-10-15T00:00:00,DPIE Data from Scientific Licences dataset,Virginius Reserve,-33.95872,151.02234,,,,occurrenceRemarks withheld,2015.0,10.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15110501,CB Council,ALA,2015,5,≈1–10 m (5 dp)
20819,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.9035,150.998373,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
35220,Hakea sericea,2013-11-22T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.929467,151.136033,,FR Fresh Fruit,,occurrenceRemarks withheld,2013.0,11.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OCAM11011800,CB Council,ALA,2013,6,<1 m (6+ dp)
21990,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.903345,150.997717,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
7459,Senna didymobotrya,2021-10-24T12:22:09,iNaturalist research-grade observations,Not in a reserve,-33.920406,151.114824,,,,"[All these qualities can be observed within the photographs.] Firstly, this plant has distinct qualities of the Fabaceae family; woody shrub, legumes as fruit and flowers with 5 free petals. This plant is of the Fabaceae subfamily, Caesalpinioideae as the flowers are irregular with a non-papilionaceous corolla and equally sized petals. Secondly, it has distinct qualities of the Genus Senna; absent spines/prickles, pinnately compound leaves, yellow petals and flat dehiscent pods. Thirdly, it has distinct qualities of the species Senna didymobotrya; 7-15 leaflet pairs per leaf, absent glands on leaves, tall raceme inflorescence with dark brown bracts, 2 conspicuous anthers and oblong pods with depressions between the seeds. All other Senna species do not have as tall of a raceme and have much lighter coloured bracts. Extra info: This plant is commonly referred to as the popcorn plant as rubbing the leaves will bring about the scent of buttered popcorn, however, it does depend on the person. References include Field Guide to the Native Plants by Les Robinson (2003) and PlantNET. Photographed during the day.",2021.0,10.0,24.0,,,,,faene,2021-10-24T19:08:48Z,,HUMAN_OBSERVATION,,faene,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
4169,Leichhardtia viridiflora subsp. viridiflora,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.893388,150.975146,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
11230,Aegiceras corniculatum,2024-04-28T13:19:57,iNaturalist research-grade observations,Salt Pan Reserve,-33.963046,151.040269,,,,,2024.0,4.0,28.0,,,,,jgb_,2024-04-28T03:20:47Z,,HUMAN_OBSERVATION,,jgb_,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
3935,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892918,150.974865,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
39115,Goodenia hederacea,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Lansdowne,-33.896245,150.978391,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
22160,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.903269,150.998,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
8023,Pittosporum undulatum,2023-07-24T14:59:34,iNaturalist research-grade observations,Not in a reserve,-33.895528,151.026668,,,,,2023.0,7.0,24.0,,,,,Shu Chen,2023-07-24T05:00:42Z,,HUMAN_OBSERVATION,,Shu Chen,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
35005,Themeda triandra,2015-09-15T00:00:00,DPIE Default Sightings,Not in a reserve,-33.890332,151.055229,,,,occurrenceRemarks withheld,2015.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OIXR15081800,CB Council,ALA,2015,6,<1 m (6+ dp)
34675,Commersonia dasyphylla,2022-08-24T00:00:00,DPIE Data from Scientific Licences dataset,Norfolk Reserve,-33.893288,151.06232,,,,occurrenceRemarks withheld,2022.0,8.0,24.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OMFZ23041401,CB Council,ALA,2022,6,<1 m (6+ dp)
20553,Pomax umbellata,2015-09-08T00:00:00,DPIE Data from Scientific Licences dataset,East Hills Park,-33.964295,150.982435,,,,occurrenceRemarks withheld,2015.0,9.0,8.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS12110500,CB Council,ALA,2015,6,<1 m (6+ dp)
21512,Hibbertia puberula,2019-05-20T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917228,150.980239,,,,occurrenceRemarks withheld,2019.0,5.0,20.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR18091500;OICG19070400;OJJS20071501,CB Council,ALA,2019,6,<1 m (6+ dp)
20893,Brunoniella pumilio,2008-03-07T00:00:00,METROCMA2 Vegetation Survey,Crest,-33.911035,150.996728,,,,occurrenceRemarks withheld,2008.0,3.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPJGI0002327;VEG-NICR,CB Council,ALA,2008,6,<1 m (6+ dp)
36657,Bursaria spinosa,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Ashford Reserve,-33.930003,150.984825,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
21855,Pimelea spicata,2010-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Crest,-33.910618,150.996887,,,,occurrenceRemarks withheld,2010.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
35028,Ailanthus altissima,2016-06-22T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.911385,151.130478,,,introduced,occurrenceRemarks withheld,2016.0,6.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS10042000;OIXR13081400,CB Council,ALA,2016,6,<1 m (6+ dp)
42530,Solanum vescum,2004-05-01T12:00:00,Norfolk Flora&Fauna Apndx3 POM,Norfolk Reserve,-33.893604,151.062656,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
4487,Dodonaea triquetra,2014-11-07T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.893524,150.977165,,,,occurrenceRemarks withheld,2014.0,11.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE04110301;VEG-SARAHB,CB Council,ALA,2014,6,<1 m (6+ dp)
37022,Chamaesyce drummondii,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Kelso Creek,-33.950301,150.984015,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
30658,Persicaria capitata,2023-06-14T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.95243,151.04037,,,introduced,occurrenceRemarks withheld,2023.0,6.0,14.0,Woodland,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OSHD13030401,CB Council,ALA,2023,5,≈1–10 m (5 dp)
4606,Pomaderris brunnea,2020-05-29T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892709,150.975241,,,,occurrenceRemarks withheld,2020.0,5.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council,ALA,2020,6,<1 m (6+ dp)
42803,Tradescantia fluminensis,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.893451,150.970339,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
7222,Acacia terminalis,2023-06-09T10:00:00,iNaturalist research-grade observations,Not in a reserve,-33.972423,151.031455,,,,,2023.0,6.0,9.0,,,,,David,2023-06-09T04:24:40Z,,HUMAN_OBSERVATION,,David,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
35708,Alisma plantago-aquatica,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Salt Pan Reserve,-33.946515,151.039711,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
20125,Acacia pubescens,2009-09-16T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.948685,151.040432,,,,occurrenceRemarks withheld,2009.0,9.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
23595,Doryanthes excelsa,2020-06-27T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.935253,150.9881,,,,occurrenceRemarks withheld,2020.0,6.0,27.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP07040202,CB Council,ALA,2020,6,<1 m (6+ dp)
25258,Carex inversa,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949556,150.97452,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council,ALA,2014,6,<1 m (6+ dp)
19562,Glycine tabacina,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Miram-Beena,-33.909909,150.979481,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
20132,Asparagus asparagoides,2016-11-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.926639,151.147833,,,introduced,occurrenceRemarks withheld,2016.0,11.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP17013000,CB Council,ALA,2016,6,<1 m (6+ dp)
40580,Melaleuca linariifolia,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,8,<1 m (6+ dp)
42817,Tradescantia fluminensis,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Virginius Reserve,-33.960678,151.022552,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
9655,Exocarpos cupressiformis,2022-06-01T14:17:31,iNaturalist research-grade observations,Thornton,-33.906947,151.001583,,,,,2022.0,6.0,1.0,,,,,Evangelos Laios,2022-06-01T04:20:13Z,,HUMAN_OBSERVATION,,Evangelos Laios,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
35598,Aegiceras corniculatum,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,Monash Reserve,-33.963992,150.988145,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
5804,Pomaderris discolor,2022-09-04T15:06:00,iNaturalist observations,Deepwater,-33.95197,150.979994,,,,,2022.0,9.0,4.0,,,,,,,,HUMAN_OBSERVATION,,Eamonn Culhane,CB Council,iNaturalist,2022,6,<1 m (6+ dp)
11074,Ipomoea indica,2021-04-02T00:00:00,iNaturalist research-grade observations,Not in a reserve,-33.93056,151.123147,,flowers,,"Huge sprawling plant growing on a dead tree next to a walking trail, flowers observed are roughly 5 cm across and the leaves are roughly 5 cm across and 7 cm long. Light canopy overhead.",2021.0,4.0,2.0,,,,,Michael,2021-04-02T07:19:45Z,,HUMAN_OBSERVATION,,Michael,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
32963,Eucalyptus longifolia,2005-11-22T00:00:00,DPIE Default Sightings,Flood Reserve,-33.93576,151.02208,,,,occurrenceRemarks withheld,2005.0,11.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council,ALA,2005,5,≈1–10 m (5 dp)
24636,Plantago lanceolata,2020-02-19T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.904543,151.038029,,,introduced,occurrenceRemarks withheld,2020.0,2.0,19.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17042400,CB Council,ALA,2020,6,<1 m (6+ dp)
36170,Asplenium flabellifolium,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Alma Reserve,-33.963313,151.038039,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
9046,Acacia parramattensis,2020-04-26T09:48:40,iNaturalist observations,Miram-Beena,-33.906772,150.981567,,,,,2020.0,4.0,26.0,,,,,,,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2020,6,<1 m (6+ dp)
7051,Galium aparine,2023-07-03T12:38:00,iNaturalist research-grade observations,Bellevue,-33.911526,150.998856,,,,,2023.0,7.0,3.0,,,,,Thomas Mesaglio,2023-07-03T06:02:55Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
37612,Rytidosperma racemosum,2004-05-01T12:00:00,Norfolk Flora&Fauna Apndx3 POM,Norfolk Reserve,-33.893604,151.062656,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
28004,Pomaderris lanigera,2008-11-26T00:00:00,DPIE Data from Scientific Licences dataset,Davies Road,-33.955611,151.040085,,,,occurrenceRemarks withheld,2008.0,11.0,26.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,2008,6,<1 m (6+ dp)
35204,Ailanthus altissima,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.920732,150.975224,,,introduced,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,2018,6,<1 m (6+ dp)
35234,Erigeron bonariensis,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Airport Reserve,-33.928863,150.983869,,,introduced,occurrenceRemarks withheld,2020.0,3.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council,ALA,2020,6,<1 m (6+ dp)
27003,Notelaea longifolia,2024-05-28T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.89015,151.03269,,,,occurrenceRemarks withheld,2024.0,5.0,28.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLHP24010904;OLHP24010909,CB Council,ALA,2024,5,≈1–10 m (5 dp)
9843,Romulea rosea,2024-08-20T12:37:11,iNaturalist research-grade observations,Not in a reserve,-33.922874,151.125076,,,,"In the grass on the verge outside this house, appeared self-seeded. Did not see any others with a quick glance around.",2024.0,8.0,20.0,,,,,danceswithplants,2024-08-21T00:48:38Z,,HUMAN_OBSERVATION,,danceswithplants,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
19707,Corymbia maculata,2011-04-13T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.951399,150.974736,,,,occurrenceRemarks withheld,2011.0,4.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13062400,CB Council,ALA,2011,6,<1 m (6+ dp)
30458,Acacia pubescens,2009-09-16T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.950812,151.040967,,,,occurrenceRemarks withheld,2009.0,9.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
23082,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.903137,150.997073,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
19134,Pimelea spicata,2010-02-26T00:00:00,DPIE Data from Scientific Licences dataset,Amaroo,-33.907656,150.982822,,,,occurrenceRemarks withheld,2010.0,2.0,26.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
39621,Ipomoea purpurea,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
6882,Sonchus oleraceus,2021-09-17T10:51:53,iNaturalist observations,Not in a reserve,-33.941734,150.98053,,,,,2021.0,9.0,17.0,,,,,,,,HUMAN_OBSERVATION,,stefaninko94,CB Council,iNaturalist,2021,6,<1 m (6+ dp)
3509,Acacia pubescens,2009-10-22T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892994,150.975674,,,,occurrenceRemarks withheld,2009.0,10.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
20178,Hypochaeris radicata,2008-03-07T00:00:00,METROCMA2 Vegetation Survey,Crest,-33.911035,150.996728,,,introduced,occurrenceRemarks withheld,2008.0,3.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPJGI0002327;VEG-NICR,CB Council,ALA,2008,6,<1 m (6+ dp)
42705,Taraxacum officinale,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
19386,Chascolytrum subaristatum,2007-07-24T00:00:00,DTHOMAS2 Vegetation Survey,Airport Reserve,-33.928988,150.985685,,,introduced,occurrenceRemarks withheld,2007.0,7.0,24.0,,Floristic Data,locality withheld,locationRemarks withheld,,,"David Thomas, 9 Miriam Road, Denistone",HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,2007,6,<1 m (6+ dp)
25433,Acacia pubescens,2014-02-05T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.950022,150.975958,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,Woodland,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OIXR13062400,CB Council,ALA,2014,6,<1 m (6+ dp)
34147,Acacia ulicifolia,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Salt Pan Reserve,-33.946515,151.039711,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
24144,Caustis flexuosa,2000-06-01T00:00:00,DTHOMAS2 Vegetation Survey,Not in a reserve,-33.928986,151.024518,,,,occurrenceRemarks withheld,2000.0,6.0,1.0,,Floristic Data,locality withheld,locationRemarks withheld,,,"David Thomas, 9 Miriam Road, Denistone",HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,2000,6,<1 m (6+ dp)
5195,Ehrharta erecta,2024-10-23T12:00:00,BAM241023_095103,Lansdowne,-33.89297001,150.9768421,5.0,,Introduced,,2024.0,10.0,23.0,,Florist Data,Lansdowne Reserve,BAM data and floristic data from two monitoring plots collected in 2068,,2024-10-23T12:00:00Z,,human observation,,BLM,CB Council,ALA,2024,8,<1 m (6+ dp)
20470,Acacia parramattensis,2008-11-24T00:00:00,DPIE Default Sightings,Norfolk Reserve,-33.89413,151.0627,,,,occurrenceRemarks withheld,2008.0,11.0,24.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council,ALA,2008,5,≈1–10 m (5 dp)
3995,Acacia pubescens,2009-10-22T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892261,150.976049,,,,occurrenceRemarks withheld,2009.0,10.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2009,6,<1 m (6+ dp)
41849,Polypogon sp.,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Amaroo,-33.908,150.982962,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
24514,Ehrharta erecta,2018-04-04T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917913,151.116308,,,introduced,occurrenceRemarks withheld,2018.0,4.0,4.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS19102800,CB Council,ALA,2018,6,<1 m (6+ dp)
3651,Desmodium varians,2007-04-05T00:00:00,DPIE Default Sightings,Lansdowne,-33.895029,150.978671,,,,occurrenceRemarks withheld,2007.0,4.0,5.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09111310,CB Council,ALA,2007,6,<1 m (6+ dp)
29324,Aristida vagans,1999-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.900784,150.997609,,,,occurrenceRemarks withheld,1999.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0002327,CB Council,ALA,1999,6,<1 m (6+ dp)
25182,Notelaea longifolia,2008-04-30T00:00:00,DPIE Data from Scientific Licences dataset,Norfolk Reserve,-33.893591,151.06261,,,,occurrenceRemarks withheld,2008.0,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,2008,6,<1 m (6+ dp)
1168,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892898,150.974228,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,2010,6,<1 m (6+ dp)
30564,Angophora costata,1999-04-21T00:00:00,GEORGES Vegetation Survey,Not in a reserve,-33.970898,151.026255,,,,occurrenceRemarks withheld,1999.0,4.0,21.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council,ALA,1999,6,<1 m (6+ dp)
32496,Ligustrum lucidum,2019-03-28T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.963093,151.04053,,,introduced,occurrenceRemarks withheld,2019.0,3.0,28.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP00113020,CB Council,ALA,2019,6,<1 m (6+ dp)
5157,Breynia oblongifolia,2024-10-23T12:00:00,BAM241023_095103,Lansdowne,-33.89297001,150.9768421,200.0,,"Alive in NSW, Native",,2024.0,10.0,23.0,,Florist Data,Lansdowne Reserve,BAM data and floristic data from two monitoring plots collected in 2030,,2024-10-23T12:00:00Z,,human observation,,BLM,CB Council,ALA,2024,8,<1 m (6+ dp)
6924,Homalanthus populifolius,2023-03-17T15:06:00,iNaturalist research-grade observations,Amberdale Reserve,-33.972247,151.003356,,,,,2023.0,3.0,17.0,,,,,James K. Douch,2023-03-17T06:24:11Z,,HUMAN_OBSERVATION,,James K. Douch,CB Council,iNaturalist,2023,6,<1 m (6+ dp)
11077,Phyllanthus virgatus,2024-03-25T14:51:52,iNaturalist observations,Lansdowne,-33.898862,150.978505,,flowers|fruits or seeds,,,2024.0,3.0,25.0,,,,,,,,HUMAN_OBSERVATION,,Nina,CB Council,iNaturalist,2024,6,<1 m (6+ dp)
33895,Melaleuca ericifolia,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929733,150.98307,,,,occurrenceRemarks withheld,2020.0,3.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council,ALA,2020,6,<1 m (6+ dp)
42050,Pultenaea villosa,2004-05-01T12:00:00,Walshaw Flora&Fauna Apndx4 POM,Walshaw Park,-33.901345,151.004631,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,2004,6,<1 m (6+ dp)
30860,Cenchrus clandestinus,2024-02-29T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.913225,150.989012,,,introduced,occurrenceRemarks withheld,2024.0,2.0,29.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODFK24032100,CB Council,ALA,2024,6,<1 m (6+ dp)
