Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name
35483,Acacia binervia,2004-05-01T12:00:00,Norfolk Flora&Fauna Apndx3 POM,Norfolk Reserve,-33.893604,151.062656,,,,,2004,5,1,,,,,,,,,,,CB Council
19146,Acacia binervia,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council
19240,Acacia brownii,2004-05-01T12:00:00,Adept Tracey Flood Ruse Flora&Fauna Apndx6 POM,Adept Lane Reserve,-33.930189,151.035261,,,,,2004,5,1,,,,,,,,,,,CB Council
19288,Acacia brownii,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,East Hills Park,-33.96446,150.982875,,,,,2004,5,1,,,,,,,,,,,CB Council
19382,Acacia brownii,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,Smith Park,-33.958369,150.990262,,,,,2004,5,1,,,,,,,,,,,CB Council
19454,Acacia brownii,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Richardson Reserve,-33.963555,151.027909,,,,,2004,5,1,,,,,,,,,,,CB Council
19478,Acacia brownii,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Salt Pan Reserve,-33.946515,151.039711,,,,,2004,5,1,,,,,,,,,,,CB Council
19502,Acacia brownii,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council
19406,Acacia brownii,2004-05-01T12:00:00,The Crest-Appendix,Carysfield,-33.902185,150.998468,,,,,2004,5,1,,,,,,,,,,,CB Council
19526,Acacia decurrens,2004-05-01T12:00:00,Adept Tracey Flood Ruse Flora&Fauna Apndx6 POM,Adept Lane Reserve,-33.930189,151.035261,,,,,2004,5,1,,,,,,,,,,,CB Council
20891,Acacia decurrens,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Airport Reserve,-33.929014,150.985006,,,,,2004,5,1,,,,,,,,,,,CB Council
20939,Acacia decurrens,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Ashford Reserve,-33.930003,150.984825,,,,,2004,5,1,,,,,,,,,,,CB Council
21198,Acacia decurrens,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Cnr HLD and Milperra Road,-33.931506,150.97956,,,,,2004,5,1,,,,,,,,,,,CB Council
20705,Acacia decurrens,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Kentucky Reserve,-33.922449,150.975933,,,,,2004,5,1,,,,,,,,,,,CB Council
21222,Acacia decurrens,2004-05-01T12:00:00,Birrong Sefton Flora&Fauna Apndx3 POM,Maluga Passive Pk,-33.894195,151.015561,,,,,2004,5,1,,,,,,,,,,,CB Council
19690,Acacia decurrens,2004-05-01T12:00:00,CondellPark Flora&Fauna Apndx4 POM,Dalton Reserve,-33.919312,151.005854,,,,,2004,5,1,,,,,,,,,,,CB Council
19643,Acacia decurrens,2004-05-01T12:00:00,CondellPark Flora&Fauna Apndx4 POM,Manahan Reserve,-33.92033,151.006218,,,,,2004,5,1,,,,,,,,,,,CB Council
19596,Acacia decurrens,2004-05-01T12:00:00,CondellPark Flora&Fauna Apndx4 POM,Marion Reserve,-33.914839,151.010151,,,,,2004,5,1,,,,,,,,,,,CB Council
19783,Acacia decurrens,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Deepwater,-33.949066,150.976607,,,,,2004,5,1,,,,,,,,,,,CB Council
19879,Acacia decurrens,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Kelso Beach,-33.953352,150.98246,,,,,2004,5,1,,,,,,,,,,,CB Council
19831,Acacia decurrens,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Kelso Creek,-33.950301,150.984015,,,,,2004,5,1,,,,,,,,,,,CB Council
19903,Acacia decurrens,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,East Hills Park,-33.96446,150.982875,,,,,2004,5,1,,,,,,,,,,,CB Council
19950,Acacia decurrens,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,Smith Park,-33.958369,150.990262,,,,,2004,5,1,,,,,,,,,,,CB Council
19997,Acacia decurrens,2004-05-01T12:00:00,Greenacre Flora&Fauna Apndx3 POM,Roberts Road Reserve,-33.90619,151.065494,,,,,2004,5,1,,,,,,,,,,,CB Council
20021,Acacia decurrens,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Lansdowne,-33.896245,150.978391,,,,,2004,5,1,,,,,,,,,,,CB Council
20092,Acacia decurrens,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council
20068,Acacia decurrens,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.906477,150.980754,,,,,2004,5,1,,,,,,,,,,,CB Council
20116,Acacia decurrens,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.900525,150.97568,,,,,2004,5,1,,,,,,,,,,,CB Council
20211,Acacia decurrens,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.893451,150.970339,,,,,2004,5,1,,,,,,,,,,,CB Council
20493,Acacia decurrens,2004-05-01T12:00:00,Milperra area Flora&Fauna Apndx5 POM,"Lot 5, Prescot Parade Prescot Parade",-33.9447853,150.9769274,,,,,2004,5,1,,,,,,,,,,,CB Council
20305,Acacia decurrens,2004-05-01T12:00:00,Milperra area Flora&Fauna Apndx5 POM,Newland Reserve,-33.938076,150.978967,,,,,2004,5,1,,,,,,,,,,,CB Council
