"dataResourceUid","dataResourceName","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","recordedByID","identifiedByID","videos","species","subfamily","eventType","measurementRemarks","measurementValue","relationshipRemarks","superfamily","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","degreeOfEstablishment","relatedResourceID","images","dcterms:type"
"dr1411","iNaturalist Australia","2cc09749-40cd-4070-b4cd-6ac645a33712 | 36dbeb41-af22-4fe2-9ca5-f219a044a742 | 5be4d48a-0397-485f-9043-9457a0831613 | e3c3b781-7a95-4340-941a-f15f55bcedd7","2025-06-14T05:37:10Z","","CC-BY-NC 4.0 (Int)","Greg Potter","","","https://www.inaturalist.org/observations/289403303","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289403303","289403303","","Greg Potter","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T10:36:38Z","10:36:38+10:00","165","165","2025","6","14","2025-06-14 10:36:38","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Georges Hall NSW 2198, Australia","","","","","","","","","","","-33.909723","150.978936","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648444154","","","Greg Potter","2025-06-14T00:39:30Z","","research","","349248","","","","","","https://id.biodiversity.org.au/taxon/apni/51777365","Brachychiton populneus","Brachychiton populneus","","","","","","","","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Brachychiton","","","","species","","(Schott & Endl.) R.Br.","Kurrajong","","","","","","","","","Brachychiton populneus","","","","","","","","","","","","bfc028e5-2412-4e24-9417-39a043dd7fff","","","","","","","","","","2cc09749-40cd-4070-b4cd-6ac645a33712 | 36dbeb41-af22-4fe2-9ca5-f219a044a742 | 5be4d48a-0397-485f-9043-9457a0831613 | e3c3b781-7a95-4340-941a-f15f55bcedd7",""
"dr1411","iNaturalist Australia","a4754044-1d62-41cc-b8f7-7e3803dfabc4 | c8f30201-9e5c-48f1-a2db-225bb46e0cf7 | dc0c7efc-5874-4a16-b964-f546f07e524d","2025-08-19T12:28:59Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289445051","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289445051","289445051","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","45c44e59-a929-489a-80cf-cf629e83373e","","","","","","","2025-06-14T10:52:00Z","10:52:00+10:00","165","165","2025","6","14","2025/06/14 10:52 AM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.909828","150.980164","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648528075","","","Thomas Mesaglio","2025-06-14T05:18:02Z","","research","","321191","","","","","","https://id.biodiversity.org.au/node/apni/2886624","Ozothamnus diosmifolius","Ozothamnus diosmifolius","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Ozothamnus","","","","species","","(Vent.) DC.","White Dogwood","","","","","","https://orcid.org/0000-0002-1096-6066","https://orcid.org/0000-0002-1096-6066","","Ozothamnus diosmifolius","","","","","","","","","","","","bfd2a42f-9cd9-4690-a022-48366ea25991","","","","","","","","","","a4754044-1d62-41cc-b8f7-7e3803dfabc4 | c8f30201-9e5c-48f1-a2db-225bb46e0cf7 | dc0c7efc-5874-4a16-b964-f546f07e524d",""
"dr1411","iNaturalist Australia","5528f9e4-242e-42e0-8dd2-07a9f8b6d6a4 | ad571f33-676f-47c2-bc76-0cdf21d9ea10 | cdc52876-cd4a-4579-ade7-fb3560f4ba88","2025-08-19T12:28:20Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289443973","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289443973","289443973","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T09:39:00Z","09:39:00+10:00","165","165","2025","6","14","2025/06/14 9:39 AM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.909466","150.97493","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648525449","","","Thomas Mesaglio","2025-06-14T05:07:51Z","","research","","146643","","","","","","https://id.biodiversity.org.au/node/apni/7098367","Canna indica","Canna indica","","","","","","","","Plantae","Charophyta","Equisetopsida","Zingiberales","Cannaceae","Canna","","","","species","","L.","Indian Shot","","","","","","https://orcid.org/0000-0002-1096-6066","https://orcid.org/0000-0002-1096-6066","","Canna indica","","","","","","","","","","","","8c6c811c-8682-4a09-8269-6c053a93bf06","","","","","","","","","","5528f9e4-242e-42e0-8dd2-07a9f8b6d6a4 | ad571f33-676f-47c2-bc76-0cdf21d9ea10 | cdc52876-cd4a-4579-ade7-fb3560f4ba88",""
"dr1411","iNaturalist Australia","b207f452-5f83-4082-aa42-a17d5ea62675","2024-12-05T11:32:51Z","","CC-BY-NC 4.0 (Int)","antoinetteyammine","","","https://www.inaturalist.org/observations/109523478","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/109523478","109523478","","antoinetteyammine","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2022-03-25T13:00:48Z","13:00:48+11:00","84","84","2022","3","25","Fri Mar 25 2022 13:00:48 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Mirambeena Regional Park, Georges Hall, NSW, AU","","","","","","","","","","","-33.908263","150.981475","EPSG:4326","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244558439","","","Julianne","2022-03-26T07:26:39Z","","research","","52930","","","","","","https://id.biodiversity.org.au/node/apni/2907916","Commelina cyanea","Commelina cyanea","","","","","","","","Plantae","Charophyta","Equisetopsida","Commelinales","Commelinaceae","Commelina","","","","species","","R.Br.","Scurvy Weed","","","","","","","","","Commelina cyanea","","","","","","","","","","","","bfd01cbb-fb23-4740-adb5-bdf7eeea5c1c","","","","","","","","","","b207f452-5f83-4082-aa42-a17d5ea62675",""
"dr1411","iNaturalist Australia","59d65268-cd05-4753-8b78-6482d498375c | 6e93a335-ed9a-4a6e-8fcd-e2bdeb57a373 | 71aa1155-c388-474d-be9b-362f477f7151 | 7584a0c5-add6-45ee-a554-cbf7f5a335ae | 813a5eac-324f-497a-b279-ec577f6e4705 | 91fdefeb-6ccb-4fda-b24c-9fe38a43743f | a9cff17b-2450-4950-8038-ac5363c99fd4 | bd42b936-56be-4d04-a634-3a7315b8b792 | c992cf57-9430-4951-9867-60d0431cc304 | f56ed847-dfc5-42f7-8a05-638e37f45eff","2024-06-23T09:28:25Z","","CC-BY-NC 4.0 (Int)","petervanerk","","","https://www.inaturalist.org/observations/224331586","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/224331586","224331586","","petervanerk","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2024-06-17T10:35:42Z","10:35:42+10:00","169","169","2024","6","17","2024-06-17 10:35:42","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bankstown Aerodrome NSW 2198, Australia","","","","","","","","","","","-33.908876","150.980361","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","504314367","","","petervanerk","2024-06-22T09:09:49Z","","research","","1377598","","","","","","https://id.biodiversity.org.au/node/apni/2903157","Setaria distans","Paspalidium distans","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Paspalidium","","","","species","","(Trin.) Hughes","Shotgrass","","","","","","","","","Paspalidium distans","","","","","","","","","","","","ef42b46e-1512-4c69-a75b-3996adafe8eb","","","","","","","","","","59d65268-cd05-4753-8b78-6482d498375c | 6e93a335-ed9a-4a6e-8fcd-e2bdeb57a373 | 71aa1155-c388-474d-be9b-362f477f7151 | 7584a0c5-add6-45ee-a554-cbf7f5a335ae | 813a5eac-324f-497a-b279-ec577f6e4705 | 91fdefeb-6ccb-4fda-b24c-9fe38a43743f | a9cff17b-2450-4950-8038-ac5363c99fd4 | bd42b936-56be-4d04-a634-3a7315b8b792 | c992cf57-9430-4951-9867-60d0431cc304 | f56ed847-dfc5-42f7-8a05-638e37f45eff",""
"dr1411","iNaturalist Australia","a0dca430-d56b-4423-b31f-da404a7dad6c","2025-06-15T08:25:48Z","","CC-BY-NC 4.0 (Int)","julianeribeiro","","","https://www.inaturalist.org/observations/289407179","","","","iNaturalist","Observations","iNaturalist observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289407179","289407179","","julianeribeiro","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T11:01:32Z","11:01:32+10:00","165","165","2025","6","14","2025-06-14 11:01:32","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Georges Hall NSW 2198, Australia","","","","","","","","","","","-33.909551","150.980285","EPSG:4326","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649094854","","","Harry Rose","2025-06-15T08:25:48Z","","needs_id","More likely C ventricosa with only 4 branches.","62920","","","","","","https://id.biodiversity.org.au/node/apni/2910877","Chloris","Chloris","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Chloris","","","","genus","","Sw.","Windmill Grasses","","","","","","","","","","","","","","","","","","","","","f3767f62-411c-40fa-8c3b-78e460038c45","","","","","","","","","","a0dca430-d56b-4423-b31f-da404a7dad6c",""
"dr1411","iNaturalist Australia","fb1480d6-6359-4bfe-b184-8140cd6b0b31","2025-08-19T12:28:21Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289443986","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289443986","289443986","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T09:44:00Z","09:44:00+10:00","165","165","2025","6","14","2025/06/14 9:44 AM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.910076","150.974762","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648525472","","","Thomas Mesaglio","2025-06-14T05:07:55Z","","research","","53178","","","","","","https://id.biodiversity.org.au/node/apni/2899343","Plantago lanceolata","Plantago lanceolata","","","","","","","","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Plantago","","","","species","","L.","Ribwort","","","","","","https://orcid.org/0000-0002-1096-6066","https://orcid.org/0000-0002-1096-6066","","Plantago lanceolata","","","","","","","","","","","","b17a1bfa-bc5d-4c6f-acd8-2fd013746994","","","","","","","","","","fb1480d6-6359-4bfe-b184-8140cd6b0b31",""
"dr1411","iNaturalist Australia","15c6fc64-a524-4769-8aad-6ce2db22339e | 8f0fb1a0-d341-4e63-bde9-3ef832e5abf6 | 8f186102-1614-4052-bf0c-bd75ced4bfd6 | 920b4832-e42d-4db6-a675-4799fc2deb48 | a9e4e530-2308-42ed-8c6c-e815756d7def | e8319da3-e3d4-4145-a323-a8a712179a1c | eb263d99-2115-409f-85fe-7a0281251de1 | ef6560b6-5123-41c4-aaeb-df7da95423d3","2025-08-19T12:28:58Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289446009","","","","iNaturalist","Observations","iNaturalist observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289446009","289446009","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T12:28:00Z","12:28:00+10:00","165","165","2025","6","14","2025/06/14 12:28 PM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.908623","150.980591","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","needs_id","","210170","","","","","","https://id.biodiversity.org.au/node/apni/2899636","Solenogyne dominii","Solenogyne dominii","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Solenogyne","","","","species","","L.G.Adams","Smooth Solenogyne","","","","","","https://orcid.org/0000-0002-1096-6066","","","Solenogyne dominii","","","","","","","","","","","","9b139cc6-67b1-4894-8240-49f8b2296b43","","","","","","","","","","15c6fc64-a524-4769-8aad-6ce2db22339e | 8f0fb1a0-d341-4e63-bde9-3ef832e5abf6 | 8f186102-1614-4052-bf0c-bd75ced4bfd6 | 920b4832-e42d-4db6-a675-4799fc2deb48 | a9e4e530-2308-42ed-8c6c-e815756d7def | e8319da3-e3d4-4145-a323-a8a712179a1c | eb263d99-2115-409f-85fe-7a0281251de1 | ef6560b6-5123-41c4-aaeb-df7da95423d3",""
"dr1411","iNaturalist Australia","dd788256-c816-45e0-bb3b-9b3fa02b5d06 | fa4a812d-eccd-4854-8f46-c054d59ff985","2025-08-19T12:28:56Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289445031","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289445031","289445031","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T10:46:00Z","10:46:00+10:00","165","165","2025","6","14","2025/06/14 10:46 AM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.909599","150.979324","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648528045","","","Thomas Mesaglio","2025-06-14T05:17:58Z","","research","","369779","","","","","","https://id.biodiversity.org.au/node/apni/2898881","Breynia oblongifolia","Breynia oblongifolia","","","","","","","","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Breynia","","","","species","","(Müll.Arg.) Müll.Arg.","Coffee Bush","","","","","","https://orcid.org/0000-0002-1096-6066","https://orcid.org/0000-0002-1096-6066","","Breynia oblongifolia","","","","","","","","","","","","5ce51ea7-9c45-4b56-a014-0d9cd108d0e4","","","","","","","","","","dd788256-c816-45e0-bb3b-9b3fa02b5d06 | fa4a812d-eccd-4854-8f46-c054d59ff985",""
"dr1411","iNaturalist Australia","03b766f4-b110-431f-b74a-4e699bcbbafb","2026-03-20T05:16:19Z","","CC-BY-NC 4.0 (Int)","paulangel","","","https://www.inaturalist.org/observations/342360148","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/342360148","342360148","","paulangel","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-07-29T11:44:30Z","11:44:30+10:00","210","210","2025","7","29","2025-07-29 11:44:30","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Henry Lawson Dr, Georges Hall, NSW, AU","","","","","","","","","","","-33.909577","150.980358","EPSG:4326","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","772429414","","","Ray Robinson","2026-03-11T03:26:45Z","","research","","83375","","","","","","https://id.biodiversity.org.au/node/apni/2895205","Lomandra longifolia","Lomandra longifolia","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","","","","species","","Labill.","Spiny-headed Mat-rush","","","","","","","","","Lomandra longifolia","","","","","","","","","","","","1dc65368-9363-443e-8182-3847645ec6bc","","","","","","","","","","03b766f4-b110-431f-b74a-4e699bcbbafb",""
"dr1411","iNaturalist Australia","2c805aaa-e881-4f36-ac84-ec5cc4335986 | 46e50c9a-6fdc-4296-97ba-75bae965ba21 | 6b32b138-6ad0-41f7-ab3e-b3e446fc8050 | 7ce9bc1c-353e-49f4-b255-be7f18a29594 | 82eb4772-17c2-42e5-ae86-7ff3db4269a6 | 8865f1bc-cfaf-48ac-be1a-c4e3c825ed0c | affd8be5-0540-44d5-8434-3b6fa9ac1d4d | ba498af7-b7fd-4671-b10b-a4c3d37f5939 | bd74c1b2-96e2-40a3-b6bf-8ef4402e83b1 | c0ea91d1-2b49-477f-9652-317b5f6eb8f3 | dd6795a9-0cc7-434a-b734-e3c97d21d11d | f89032ef-120a-43f2-905a-759bc006ba88","2025-08-19T12:28:57Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289445982","","","","iNaturalist","Observations","iNaturalist observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289445982","289445982","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","7eb4bbd2-fde3-44b0-bf44-3804556cc29e","","","","","","","2025-06-14T11:01:00Z","11:01:00+10:00","165","165","2025","6","14","2025/06/14 11:01 AM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.909714","150.980515","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","needs_id","","323803","","","","","","https://id.biodiversity.org.au/taxon/apni/51770723","Bossiaea prostrata","Bossiaea prostrata","","","","","","","","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Bossiaea","","","","species","","R.Br.","Creeping Bossiaea","","","","","","https://orcid.org/0000-0002-1096-6066","","","Bossiaea prostrata","","","","","","","","","","","","7a32aa1d-6f79-4a5f-9cc2-48e5c6aab8da","","","","","","","","","","2c805aaa-e881-4f36-ac84-ec5cc4335986 | 46e50c9a-6fdc-4296-97ba-75bae965ba21 | 6b32b138-6ad0-41f7-ab3e-b3e446fc8050 | 7ce9bc1c-353e-49f4-b255-be7f18a29594 | 82eb4772-17c2-42e5-ae86-7ff3db4269a6 | 8865f1bc-cfaf-48ac-be1a-c4e3c825ed0c | affd8be5-0540-44d5-8434-3b6fa9ac1d4d | ba498af7-b7fd-4671-b10b-a4c3d37f5939 | bd74c1b2-96e2-40a3-b6bf-8ef4402e83b1 | c0ea91d1-2b49-477f-9652-317b5f6eb8f3 | dd6795a9-0cc7-434a-b734-e3c97d21d11d | f89032ef-120a-43f2-905a-759bc006ba88",""
"dr1411","iNaturalist Australia","dce34a46-185f-42d8-98c1-b58104b659c6","2025-06-14T05:36:53Z","","CC-BY-NC 4.0 (Int)","julianeribeiro","","","https://www.inaturalist.org/observations/289405857","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289405857","289405857","","julianeribeiro","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T10:54:25Z","10:54:25+10:00","165","165","2025","6","14","2025-06-14 10:54:25","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Georges Hall NSW 2198, Australia","","","","","","","","","","","-33.909583","150.980226","EPSG:4326","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648449262","","","julianeribeiro","2025-06-14T00:54:55Z","","research","","401745","","","","","","https://id.biodiversity.org.au/node/apni/2888469","Eremophila debilis","Eremophila debilis","","","","","","","","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila","","","","species","","(Andrews) Chinnock","Winter Apple","","","","","","","","","Eremophila debilis","","","","","","","","","","","","d7022c56-aca3-4fd2-ad03-527c834d9167","","","","","","","","","","dce34a46-185f-42d8-98c1-b58104b659c6",""
"dr1411","iNaturalist Australia","4f0ea2a9-bfa1-46a6-9998-830622970760 | 6d10e9d4-17f1-435e-9bf1-137ee77cad93 | 7d20dddb-53d8-43cf-99ce-215f423088e7 | a07c14fa-1c58-4dd7-9046-a504968824a9 | dad4f1ae-9c37-480f-896c-868e23e3626f | ecb58a54-c90a-4384-8808-e67b921e0c66 | efdadae4-b65e-4b2f-b323-9bacf3e67c2f | f7e78060-4e32-409e-a78f-6b26d5d7a6ba | fd70e291-71d0-4db1-bc73-ca930c0d4bcf","2026-03-22T04:34:06Z","","CC0","ronavery","","","https://www.inaturalist.org/observations/230415703","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/230415703","230415703","","ronavery","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2024-07-20T09:34:25Z","09:34:25+10:00","202","202","2024","7","20","2024-07-20 09:34:25","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Lansvale NSW 2166, Australia","","","","","","","","","","","-33.906906","150.978891","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516636649","","","ronavery","2024-07-20T02:05:09Z","","research","","353884","","","","","","https://id.biodiversity.org.au/node/apni/7572386","Eucalyptus baueriana","Eucalyptus baueriana","","","","","","","","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","","species","","Schauer","Blue Box","","","","","","","","","Eucalyptus baueriana","","","","","","","","","","","","61d82b93-0989-4e68-a792-6ed045febd83","","","","","","","","","","4f0ea2a9-bfa1-46a6-9998-830622970760 | 6d10e9d4-17f1-435e-9bf1-137ee77cad93 | 7d20dddb-53d8-43cf-99ce-215f423088e7 | a07c14fa-1c58-4dd7-9046-a504968824a9 | dad4f1ae-9c37-480f-896c-868e23e3626f | ecb58a54-c90a-4384-8808-e67b921e0c66 | efdadae4-b65e-4b2f-b323-9bacf3e67c2f | f7e78060-4e32-409e-a78f-6b26d5d7a6ba | fd70e291-71d0-4db1-bc73-ca930c0d4bcf",""
"dr1411","iNaturalist Australia","9c41abfb-f1b2-4bb5-9407-be63e4fc31df","2025-08-19T12:28:53Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/43541893","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/43541893","43541893","","Thomas Mesaglio","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2020-04-26T10:15:05Z","10:15:05+10:00","117","117","2020","4","26","Sun Apr 26 2020 10:15:05 GMT+1000 (GMT+10)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.908945","150.978103","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155879094","","","Thomas Mesaglio","2021-02-21T06:58:10Z","","research","","50203","","","","","","https://id.biodiversity.org.au/taxon/apni/51741635","Bidens pilosa","Bidens pilosa","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Bidens","","","","species","","L.","Cobbler's Pegs","","","","","","https://orcid.org/0000-0002-1096-6066","https://orcid.org/0000-0002-1096-6066","","Bidens pilosa","","","","","","","","","","","","ef5c5095-19ae-43f3-bda2-8d7cbfe5a527","","","","","","","","","","9c41abfb-f1b2-4bb5-9407-be63e4fc31df",""
"dr1411","iNaturalist Australia","813eab3d-fe5a-4148-8065-1726bb8eedc3","2025-08-31T23:27:36Z","","CC-BY-NC 4.0 (Int)","catawampus","","","https://www.inaturalist.org/observations/310630502","","","","iNaturalist","Observations","iNaturalist observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/310630502","310630502","","catawampus","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-09-01T09:25:32Z","09:25:32+10:00","244","244","2025","9","1","2025-09-01 09:25:32","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Georges Hall NSW 2198, Australia","","","","","","","","","","","-33.909701","150.980252","EPSG:4326","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","needs_id","","417776","","","","","","https://id.biodiversity.org.au/node/apni/2912267","Opercularia diphylla","Opercularia diphylla","","","","","","","","Plantae","Charophyta","Equisetopsida","Gentianales","Rubiaceae","Opercularia","","","","species","","Gaertn.","Stinkweed","","","","","","","","","Opercularia diphylla","","","","","","","","","","","","de464e52-8a58-4701-bd9b-8db2a59d966c","","","","","","","","","","813eab3d-fe5a-4148-8065-1726bb8eedc3",""
