"dataResourceUid","dataResourceName","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","recordedByID","identifiedByID","videos","species","subfamily","eventType","measurementRemarks","measurementValue","relationshipRemarks","superfamily","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","degreeOfEstablishment","relatedResourceID","images","dcterms:type"
"dr1411","iNaturalist Australia","c17f4f27-9258-476b-9ff1-f387288b807c | c4d260ae-512b-43fb-a1e7-239e951a37d2","2025-06-13T07:28:35Z","","CC-BY-NC 4.0 (Int)","Robyn","","","https://www.inaturalist.org/observations/247596467","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/247596467","247596467","","Robyn","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2024-10-16T08:15:14Z","08:15:14+11:00","290","290","2024","10","16","2024-10-16 08:15:14","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bankstown Aerodrome NSW 2198, Australia","","","","","","","","","","","-33.909252","150.980968","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","553099230","","","Robyn","2024-10-16T09:12:35Z","","research","","400329","","","","","","https://id.biodiversity.org.au/node/apni/2916134","Calotis lappulacea","Calotis lappulacea","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Calotis","","","","species","","Benth.","Yellow Burr-daisy","","","","","","","","","Calotis lappulacea","","","","","","","","","","","","fc8d675c-4a45-4db6-90c0-4a7394db8a53","","","","","","","","","","c17f4f27-9258-476b-9ff1-f387288b807c | c4d260ae-512b-43fb-a1e7-239e951a37d2",""
"dr1411","iNaturalist Australia","f882965f-d041-431e-bcde-1d6b9d3885bf | fd206cf1-182b-4fbf-8ec8-2718145c616e","2025-08-19T12:28:57Z","","CC-BY 4.0 (Int)","Thomas Mesaglio","","","https://www.inaturalist.org/observations/289445021","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289445021","289445021","","Thomas Mesaglio","","","","","","no flowers or fruits","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T10:36:00Z","10:36:00+10:00","165","165","2025","6","14","2025/06/14 10:36 AM","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Garrison Point Reserve and surrounds, Mirambeena Regional Park, Georges Hall, Sydney, New South Wales","","","","","","","","","","","-33.909344","150.978745","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648528029","","","Thomas Mesaglio","2025-06-14T05:17:55Z","","research","","487096","","","","","","https://id.biodiversity.org.au/node/apni/2891810","Senecio pterophorus","Senecio pterophorus","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","","","","species","","DC.","African Daisy","","","","","","https://orcid.org/0000-0002-1096-6066","https://orcid.org/0000-0002-1096-6066","","Senecio pterophorus","","","","","","","","","","","","58842dd6-98bd-463e-846f-9dc4bce8ebb9","","","","","","","","","","f882965f-d041-431e-bcde-1d6b9d3885bf | fd206cf1-182b-4fbf-8ec8-2718145c616e",""
"dr1411","iNaturalist Australia","92dd1451-f2d7-4cb1-aff0-bba433a86c8a","2025-06-14T04:43:57Z","","CC-BY-NC 4.0 (Int)","julianeribeiro","","","https://www.inaturalist.org/observations/289416524","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289416524","289416524","","julianeribeiro","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T11:57:55Z","11:57:55+10:00","165","165","2025","6","14","2025-06-14 11:57:55","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Georges Hall NSW 2198, Australia","","","","","","","","","","","-33.908997","150.980809","EPSG:4326","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648469699","","","julianeribeiro","2025-06-14T01:58:17Z","","research","","418653","","","","","","https://id.biodiversity.org.au/node/apni/6881039","Tetragonia tetragonoides","Tetragonia tetragonoides","","","","","","","","Plantae","Charophyta","Equisetopsida","Caryophyllales","Aizoaceae","Tetragonia","","","","species","","(Pall.) Kuntze","New Zealand Spinach","","","","","","","","","Tetragonia tetragonoides","","","","","","","","","","","","855b9420-6cbc-41fe-9f8e-7f177cbce3dd","","","","","","","","","","92dd1451-f2d7-4cb1-aff0-bba433a86c8a",""
"dr1411","iNaturalist Australia","3f942920-41e7-440e-8c76-66a84349e842 | 4db4104d-1035-4f85-acd2-d2b3e40d1ca1 | 65d1a12a-b186-46de-b682-b9196d04846a | 7b5c4ac8-894e-497a-95cc-6748b0966d8b | 886813a1-6769-4bd6-8ab7-8bc1c750e764","2024-08-29T10:00:59Z","","CC-BY-NC 4.0 (Int)","Nina","","","https://www.inaturalist.org/observations/201669671","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/201669671","201669671","","Nina","","","","","","fruits or seeds","","","PRESENT","","","","","","","","","","","","","","","","","2024-03-06T08:37:17Z","08:37:17+11:00","66","66","2024","3","6","2024-03-06 08:37:17","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bankstown Aerodrome NSW 2198, Australia","","","","","","","","","","","-33.909235","150.979991","EPSG:4326","184.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","457883891","","","Nina","2024-03-08T12:08:32Z","","research","","323818","","","","","","https://id.biodiversity.org.au/taxon/apni/51770334","Daviesia ulicifolia","Daviesia ulicifolia","","","","","","","","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Daviesia","","","","species","","Andrews","Gorse Bitter-pea","","","","","","","","","Daviesia ulicifolia","","","","","","","","","","","","234152d2-4b16-428f-a7aa-daa68cfa9c47","","","","","","","","","","3f942920-41e7-440e-8c76-66a84349e842 | 4db4104d-1035-4f85-acd2-d2b3e40d1ca1 | 65d1a12a-b186-46de-b682-b9196d04846a | 7b5c4ac8-894e-497a-95cc-6748b0966d8b | 886813a1-6769-4bd6-8ab7-8bc1c750e764",""
"dr1411","iNaturalist Australia","80f717b8-48d2-481a-9c34-cad8d277347f | bfd8a8fe-cf7c-4f79-b942-9331620fc856","2025-06-15T08:21:45Z","","CC-BY-NC 4.0 (Int)","julianeribeiro","","","https://www.inaturalist.org/observations/289408723","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/289408723","289408723","","julianeribeiro","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2025-06-14T11:11:32Z","11:11:32+10:00","165","165","2025","6","14","2025-06-14 11:11:32","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Georges Hall NSW 2198, Australia","","","","","","","","","","","-33.909495","150.980396","EPSG:4326","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648454656","","","julianeribeiro","2025-06-14T01:12Z","","research","","353864","","","","","","https://id.biodiversity.org.au/node/apni/2911261","Aristida vagans","Aristida vagans","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Aristida","","","","species","","Cav.","Threeawn Speargrass","","","","","","","","","Aristida vagans","","","","","","","","","","","","667be83d-f72f-439b-aa7f-524b82b08925","","","","","","","","","","80f717b8-48d2-481a-9c34-cad8d277347f | bfd8a8fe-cf7c-4f79-b942-9331620fc856",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:745344","","","","","","","","","","","","PRESENT","","","","","","","","","","07a99814-fa34-40dc-870f-94c0696b4b24","","","","","","","2024-11-19T00:00:00Z","","324","324","2024","11","19","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2894705","Stipa neesiana","Nassella neesiana","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Nassella","","","","species","","(Trin. & Rupr.) Barkworth","Chilean Needle Grass","","","","","","","","","Nassella neesiana","","","","","","","","","","","","d6c40935-ae04-4609-9834-8fb7ff0d5ecb","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:846050","","","","","","","","","","","","PRESENT","","","","","","","","","","795d0808-48bb-4a41-9743-857d5623fbdd|5bda9ddf-9dba-4fbf-aa5e-6aed92d6094c","","","","","","","2025-11-06T00:00:00Z","","310","310","2025","11","6","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2894705","Stipa neesiana","Nassella neesiana","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Nassella","","","","species","","(Trin. & Rupr.) Barkworth","Chilean Needle Grass","","","","","","","","","Nassella neesiana","","","","","","","","","","","","1eaafdab-99a7-4587-9b7c-c682771152fa","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:460782","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2022-01-06T00:00:00Z","","6","6","2022","1","6","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2896896","Opuntia monacantha","Opuntia monacantha","","","","","","","","Plantae","Charophyta","Equisetopsida","Caryophyllales","Cactaceae","Opuntia","","","","species","","Haw.","Drooping Prickly Pear","","","","","","","","","Opuntia monacantha","","","","","","","","","","","","887b0474-e908-4c1a-8c5c-38994237c0ff","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:459110","","","","","","","","","","","","PRESENT","","","","","","","","","","260f1687-64e3-4088-93eb-40fbe99f78f2","","","","","","","2021-12-23T00:00:00Z","","357","357","2021","12","23","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2906474","Sagittaria platyphylla","Sagittaria platyphylla","","","","","","","","Plantae","Charophyta","Equisetopsida","Alismatales","Alismataceae","Sagittaria","","","","species","","(Engelm.) J.G.Sm.","Arrowhead","","","","","","","","","Sagittaria platyphylla","","","","","","","","","","","","277fb6fa-5f00-405e-a49b-0806926890ee","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:459107","","","","","","","","","","","","PRESENT","","","","","","","","","","2ac3fdeb-e22f-4a8c-bd4c-dded01c79966","","","","","","","2021-12-23T00:00:00Z","","357","357","2021","12","23","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/taxon/apni/51737689","Protasparagus aethiopicus","Asparagus aethiopicus","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","","","","species","","L.","Asparagus Fern","","","","","","","","","Asparagus aethiopicus","","","","","","","","","","","","81b6c98d-cdb4-401a-b03f-834e6f32c372","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:459108","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2021-12-23T00:00:00Z","","357","357","2021","12","23","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2889094","Protasparagus virgatus","Asparagus virgatus","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","","","","species","","Baker","Asparagus Fern","","","","","","","","","Asparagus virgatus","","","","","","","","","","","","b3aff1c6-3e9d-460f-a7a8-91d775e72c17","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:855623","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2026-02-10T00:00:00Z","","41","41","2026","2","10","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NZOR-6-68380","Polygonum  chinense","Persicaria chinensis","","","","","","","","Plantae","Charophyta","Equisetopsida","Caryophyllales","Polygonaceae","Persicaria","","","","species","","(L.) H.Gross","Chinese Knotweed","","","","","","","","","Persicaria chinensis","","","","","","","","","","","","c32a4267-4423-4b59-8066-d0821c7e715f","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:745353","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2024-11-22T00:00:00Z","","327","327","2024","11","22","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2894705","Stipa neesiana","Nassella neesiana","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Nassella","","","","species","","(Trin. & Rupr.) Barkworth","Chilean Needle Grass","","","","","","","","","Nassella neesiana","","","","","","","","","","","","f443d8e3-68b2-4c77-a80f-eed861edf01b","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:653433","","","","","","","","","","","","PRESENT","","","","","","","","","","20486927-7523-4c8e-9754-4f909bfba3b0","","","","","","","2023-11-21T00:00:00Z","","325","325","2023","11","21","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2894705","Stipa neesiana","Nassella neesiana","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Nassella","","","","species","","(Trin. & Rupr.) Barkworth","Chilean Needle Grass","","","","","","","","","Nassella neesiana","","","","","","","","","","","","d0a410cf-8c84-4fe6-a42f-a7706c3a1ccb","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:692650","","","","","","","","","","","","PRESENT","","","","","","","","","","194feaa4-dda2-46a5-8b2e-e4d71445637c","","","","","","","2024-06-27T00:00:00Z","","179","179","2024","6","27","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2903107","Senecio madagascariensis","Senecio madagascariensis","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","","","","species","","Poir.","Fireweed","","","","","","","","","Senecio madagascariensis","","","","","","","","","","","","ac3fdf47-315e-4179-b5f6-92ad81441f3f","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:168486","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2019-06-10T12:30:00Z","","161","161","2019","6","10","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2890667","Alternanthera philoxeroides","Alternanthera philoxeroides","","","","","","","","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Alternanthera","","","","species","","(Mart.) Griseb.","Alligator Weed","","","","","","","","","Alternanthera philoxeroides","","","","","","","","","","","","e064bcc2-2ebc-429e-b924-3128b697c0fe","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:692657","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2024-06-27T00:00:00Z","","179","179","2024","6","27","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2909389","Ludwigia peruviana","Ludwigia peruviana","","","","","","","","Plantae","Charophyta","Equisetopsida","Myrtales","Onagraceae","Ludwigia","","","","species","","(L.) H.Hara","","","","","","","","","","Ludwigia peruviana","","","","","","","","","","","","55741c20-e0ad-44df-b5da-db45af81fcc9","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:460781","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2022-01-06T00:00:00Z","","6","6","2022","1","6","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2894942","Opuntia stricta dillenii ","Opuntia dillenii","","","","","","","","Plantae","Charophyta","Equisetopsida","Caryophyllales","Cactaceae","Opuntia","","","","species","","(Ker Gawl.) Haw.","","","","","","","","","","Opuntia dillenii","","","","","","","","","","","","26ceec35-d098-40f9-badb-256c49324f76","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:745094","","","","","","","","","","","","PRESENT","","","","","","","","","","d6c40935-ae04-4609-9834-8fb7ff0d5ecb","","","","","","","2024-11-19T00:00:00Z","","324","324","2024","11","19","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2894705","Stipa neesiana","Nassella neesiana","","","","","","","","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Nassella","","","","species","","(Trin. & Rupr.) Barkworth","Chilean Needle Grass","","","","","","","","","Nassella neesiana","","","","","","","","","","","","07a99814-fa34-40dc-870f-94c0696b4b24","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:168489","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2019-06-10T12:50:00Z","","161","161","2019","6","10","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2906474","Sagittaria platyphylla","Sagittaria platyphylla","","","","","","","","Plantae","Charophyta","Equisetopsida","Alismatales","Alismataceae","Sagittaria","","","","species","","(Engelm.) J.G.Sm.","Arrowhead","","","","","","","","","Sagittaria platyphylla","","","","","","","","","","","","320bac69-3b06-4695-8694-aedf9fdb8e26","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:460760","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2021-12-23T00:00:00Z","","357","357","2021","12","23","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2915438","Cestrum parqui","Cestrum parqui","","","","","","","","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Cestrum","","","","species","","L'Hér.","Green Poison-berry","","","","","","","","","Cestrum parqui","","","","","","","","","","","","76cc53a7-56eb-4621-8dc6-7c788f0f2695","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:692651","","","","","","","","","","","","PRESENT","","","","","","","","","","ac3fdf47-315e-4179-b5f6-92ad81441f3f","","","","","","","2024-06-27T00:00:00Z","","179","179","2024","6","27","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2903107","Senecio madagascariensis","Senecio madagascariensis","","","","","","","","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","","","","species","","Poir.","Fireweed","","","","","","","","","Senecio madagascariensis","","","","","","","","","","","","194feaa4-dda2-46a5-8b2e-e4d71445637c","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:460761","","","","","","","","","","","","PRESENT","","","","","","","","","","2ac3fdeb-e22f-4a8c-bd4c-dded01c79966","","","","","","","2021-12-23T00:00:00Z","","357","357","2021","12","23","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/taxon/apni/51737689","Protasparagus aethiopicus","Asparagus aethiopicus","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","","","","species","","L.","Asparagus Fern","","","","","","","","","Asparagus aethiopicus","","","","","","","","","","","","417f422b-55e3-4319-b05c-ae1c7dcfbcca","","","","","","","","","","",""
"dr27665","NSW Biosecurity Information System - Weeds","","","","CC-BY-NC 4.0 (Int)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","NSW.BIS.Weeds:459112","","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2021-12-23T00:00:00Z","","357","357","2021","12","23","","","","","","","","","","","","","","","Australia","AU","New South Wales","Canterbury-Bankstown Council","","","","","","","","","","","","","","-33.91","150.98","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/name/apni/85694","Rubus fruticosus species aggregate","Rubus fruticosus","","","","","","","","Plantae","Charophyta","Equisetopsida","Rosales","Rosaceae","Rubus","","","","species","","L.","Blackberry","","","","","","","","","Rubus fruticosus","","","","","","","","","","","","e29730bc-b2bb-4b82-9435-8064b9d968b1","","","","","","","","","","",""
