"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","South Australia : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Victoria : Conservation Status","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status: Priority 4","Western Australia : Conservation status: Priority 3","Western Australia : Conservation status: Priority 2","Western Australia : Conservation status: Priority 1","Weeds of National Significance (WoNS) as at Feb. 2013","WA State Notifiable Pests","Key Australian weed species list (ABS)","VIC State Notifiable Pests"
"https://id.biodiversity.org.au/taxon/apni/51778288","Pleroma urvilleanum","(DC.) P.J.F.Guim. & Michelang.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Melastomataceae","Pleroma","","5","","","","","","","","","","","","","","",""
"NZOR-6-9799","Adiantum raddianum","C.Presl","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Adiantum","Delta Maidenhair Fern","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2886227","Prunus armeniaca","L.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rosaceae","Prunus","Apricot","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2886707","Acacia hispidula","(Sm.) Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Little Harsh Acacia","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2886851","Allium triquetrum","L.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Alliaceae","Allium","Angled Onion","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2887694","Ludwigia peploides","(Kunth) P.H.Raven","species","Plantae","Charophyta","Equisetopsida","Myrtales","Onagraceae","Ludwigia","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2888317","Youngia japonica","(L.) DC.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Youngia","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2888705","Crassula sieberiana","(Schult. & Schult.f.) Druce","species","Plantae","Charophyta","Equisetopsida","Saxifragales","Crassulaceae","Crassula","Sieber Crassula","4","Endangered","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2888794","Persicaria capitata","(Buch.-Ham. ex D.Don) H.Gross","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Polygonaceae","Persicaria","Japanese Knotweed","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2890151","Metrosideros excelsa","Sol. ex Gaertn.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Metrosideros","New Zealand Christmas Bush","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2890745","Verbena incompta","P.W.Michael","species","Plantae","Charophyta","Equisetopsida","Lamiales","Verbenaceae","Verbena","Purple-top Verbena","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2891639","Agave americana","L.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Agave","Century Plant","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892213","Persoonia lanceolata","Andrews","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Persoonia","Lance Leaf Geebung","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892506","Austrostipa verticillata","(Nees ex Spreng.) S.W.L.Jacobs & J.Everett","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Austrostipa","Bamboo Spear-grass","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2893614","Lomandra brevis","A.T.Lee","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2893850","Cyperus imbecillis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Cyperus","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894132","Muehlenbeckia gracillima","Meisn.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Polygonaceae","Muehlenbeckia","Slender Lignum","4","","","","","Critically Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894333","Euryops chrysanthemoides","(DC.) B.Nord.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Euryops","Boneseeds","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894664","Euchiton involucratus","(G.Forst.) Holub","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Euchiton","Common Cudweed","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895277","Ranunculus repens","L.","species","Plantae","Charophyta","Equisetopsida","Ranunculales","Ranunculaceae","Ranunculus","Creeping Buttercup","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895430","Cryptandra spinescens","Sieber ex DC.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rhamnaceae","Cryptandra","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896256","Isolepis inundata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Isolepis","Swamp Club-rush","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897372","Acacia parvipinnula","Tindale","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Silver-stemmed Wattle","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898015","Hydrocotyle laxiflora","DC.","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Hydrocotyle","Stinking Pennywort","4","","Endangered","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898452","Celtis occidentalis","L.","species","Plantae","Charophyta","Equisetopsida","Rosales","Cannabaceae","Celtis","North American Hackberry","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898672","Trachymene incisa","Rudge","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Trachymene","Trachymene","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898926","Gamochaeta coarctata","(Willd.) Kerguelen","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Gamochaeta","Spiked Cudweed","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899671","Eucalyptus bosistoana","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Coast Grey Box","4","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2901605","Pultenaea microphylla","Sieber ex DC.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Pultenaea","Spreading Bush-pea","4","","","","","Critically Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2902873","Psilotum nudum","(L.) P.Beauv.","species","Plantae","Charophyta","Equisetopsida","Psilotales","Psilotaceae","Psilotum","Skeleton Fork Fern","4","Endangered","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2902896","Petroselinum crispum","(Mill.) Fuss","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Petroselinum","Parsley","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903245","Dichelachne parva","B.K.Simon","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Dichelachne","Zig-zag Plume-grass","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903289","Histiopteris incisa","(Thunb.) J.Sm.","species","Plantae","Charophyta","Equisetopsida","Polypodiales","Dennstaedtiaceae","Histiopteris","Oak Fern","4","Endangered","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903579","Lepidosperma filiforme","Labill.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Lepidosperma","Common Rapier-sedge","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904540","Muellerina eucalyptoides","(DC.) Barlow","species","Plantae","Charophyta","Equisetopsida","Santalales","Loranthaceae","Muellerina","Creeping Mistletoe","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904753","Angophora subvelutina","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Angophora","Broad-leaved Apple","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904868","Hesperocyparis lusitanica","(Mill.) Bartel","species","Plantae","Charophyta","Equisetopsida","Pinales","Cupressaceae","Hesperocyparis","Mexican Cypress","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904981","Myoporum insulare","R.Br.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Myoporum","Common Boobialla","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2905966","Synoum glandulosum","(Sm.) A.Juss.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Meliaceae","Synoum","Dogwood","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2906268","Tradescantia pallida","(Rose) D.R.Hunt","species","Plantae","Charophyta","Equisetopsida","Commelinales","Commelinaceae","Tradescantia","Purple Queen","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2906546","Avena barbata","Pott ex Link","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Avena","Bearded Oats","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2907367","Hypochaeris glabra","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Hypochaeris","Smooth Cat's Ear","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2909172","Syngonium podophyllum","Schott","species","Plantae","Charophyta","Equisetopsida","Alismatales","Araceae","Syngonium","Arrowhead Vine","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2909316","Hibbertia nitida","(DC.) Benth.","species","Plantae","Charophyta","Equisetopsida","","Dilleniaceae","Hibbertia","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2910167","Papaver somniferum","L.","species","Plantae","Charophyta","Equisetopsida","Ranunculales","Papaveraceae","Papaver","Opium Poppy","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2910564","Xanthorrhoea resinosa","Pers.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Xanthorrhoeaceae","Xanthorrhoea","Spear Grass-tree","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2911884","Crassocephalum crepidioides","(Benth.) S.Moore","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Crassocephalum","Thickhead","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2912138","Dichanthium sericeum","(R.Br.) A.Camus","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Dichanthium","Silky Blue-grass","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2912422","Backhousia myrtifolia","Hook. & Harv.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Backhousia","Grey Myrtle","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2912510","Populus alba","L.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Salicaceae","Populus","White Fastigiate Poplar","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2912891","Gamochaeta calviceps","(Fernald) Cabrera","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Gamochaeta","Cudweed","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2913904","Melaleuca leucadendra","(L.) L.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","Broad-leaved Tea-tree","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2914381","Eucalyptus siderophloia","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Grey Ironbark","4","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2914842","Adiantum hispidulum","Sw.","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Adiantum","Rough Maidenhair","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2915129","Aira cupaniana","Guss.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Aira","Quicksilver Grass","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2915272","Dactylis glomerata","L.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Dactylis","Cocksfoot","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2915405","Pultenaea tuberculata","Pers.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Pultenaea","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2916811","Lepidosperma latens","K.L.Wilson","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Lepidosperma","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2918178","Euphorbia ophthalmica","Pers.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Euphorbia","Florida Hammock Sandmat (usa)","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2918603","Callitriche stagnalis","Scop.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Callitriche","Common Water-starwort","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2919007","Cichorium intybus","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cichorium","Chicory","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2919688","Lilium formosanum","A.Wallace","species","Plantae","Charophyta","Equisetopsida","Liliales","Liliaceae","Lilium","Formosan Lily","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2919993","Pandorea jasminoides","(G.Don) K.Schum.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Pandorea","Bower Vine","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2920144","Stylidium lineare","Sw.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium","Narrow-leaved Triggerplant","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2920517","Pultenaea linophylla","Schrad. & J.C.Wendl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Pultenaea","Halo Bush-pea","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/7066434","Sphaeromorphaea australis","(Less.) Kitam.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Sphaeromorphaea","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51267222","Ambrosia artemisiifolia","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Ambrosia","Common Ragweed","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51268439","Eclipta prostrata","(L.) L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Eclipta","White Eclipta","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51412318","Pterostylis saxicola","D.L.Jones & M.A.Clem.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Pterostylis","Sydney Plains Greenhood","4","Endangered","","Near threatened","Endangered","","","Endangered","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51434243","Cyathea australis","(R.Br.) Domin","species","Plantae","Charophyta","Equisetopsida","Cyatheales","Cyatheaceae","Cyathea","Rough Tree-fern","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51436346","Trifolium campestre","Schreb.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Trifolium","Hop Clover","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51439007","Commersonia hermanniifolia","J.Gay ex Kunth","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Commersonia","","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51445859","Cheilanthes distans","(R.Br.) Mett.","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Cheilanthes","Bristly Cloak-fern","4","","Endangered","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51731604","Thunbergia grandiflora","Roxb.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Thunbergia","Sky Flower","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51744698","Lagenophora stipitata","(Labill.) Druce","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Lagenophora","Blue Bottle-daisy","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51767937","Styphelia triflora","Andrews","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Styphelia","Pink Five-corners","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51771000","Lotus angustissimus","L.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Lotus","Slender Bird's-foot Trefoil","4","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51782305","Kunzea capitata","(Sm.) Heynh.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Kunzea","","4","","","","","","","","","","","","","","",""
"NZOR-6-21445","Galium propinquum","A.Cunn.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Rubiaceae","Galium","Maori Bedstraw","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/apni/116548","Morus nigra","L.","species","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Morus","Black Mulberry","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/apni/51754354","Gamochaeta impatiens","G.L.Nesom","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Gamochaeta","","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/apni/55335","Opuntia rufida","Engelm.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Cactaceae","Opuntia","","3","","","","","","","","","","","","Y","","",""
"https://id.biodiversity.org.au/name/apni/57527","Machaerina articulata","(R.Br.) T.Koyama","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Machaerina","Jointed Twig-rush","3","","Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/ausmoss/10006430","Sclerodontium pallidum","(Hook.) Schwägr.","species","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","Sclerodontium","Knitting Nancy","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/ausmoss/10006462","Fissidens linearis","Brid.","species","Plantae","Bryophyta","Bryopsida","Dicranales","Fissidentaceae","Fissidens","Pimpled Pocket-moss","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2888207","Aloe maculata","All.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asphodelaceae","Aloe","Common Soap Aloe","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2889065","Malva neglecta","Wallr.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Malva","Round-leaf Mallow","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2889337","Alisma plantago-aquatica","L.","species","Plantae","Charophyta","Equisetopsida","Alismatales","Alismataceae","Alisma","Water Plantain","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2889451","Echium plantagineum","L.","species","Plantae","Charophyta","Equisetopsida","","Boraginaceae","Echium","Paterson's Curse","3","","","","","","","","","","","","","Y","",""
"https://id.biodiversity.org.au/node/apni/2890998","Acacia irrorata","Sieber ex Spreng.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Green Wattle","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2891035","Catharanthus roseus","(L.) G.Don","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Catharanthus","Madagascar Periwinkle","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2891123","Pyracantha angustifolia","(Franch.) C.K.Schneid.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rosaceae","Pyracantha","Orange Firethorn","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2891488","Cyperus alterniflorus","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Cyperus","Nutgrass","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2891858","Philydrum lanuginosum","Banks ex Gaertn.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Philydraceae","Philydrum","Woolly Waterlily","3","","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892660","Stylidium productum","Hindm. & Blaxell","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium","","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892775","Vittadinia sulcata","N.T.Burb.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Vittadinia","Furrowed New Holland Daisy","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892820","Dillwynia floribunda","Sm.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Dillwynia","Showy Parrot-pea","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892924","Logania albiflora","(Andrews) Druce","species","Plantae","Charophyta","Equisetopsida","Gentianales","Loganiaceae","Logania","Narrow-leaf Logania","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2893690","Wahlenbergia littoricola","P.J.Sm.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Wahlenbergia","Coast Bluebell","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894159","Rostraria cristata","(L.) Tzvelev","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Rostraria","Annual Cats-tail","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895256","Gleditsia triacanthos","L.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gleditsia","Honey Locust","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895551","Hovea heterophylla","A.Cunn. ex Hook.f.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Hovea","Common Hovea","3","Vulnerable","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896081","Leucopogon amplexicaulis","(Rudge) R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Leucopogon","Beard-heath","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897069","Mirbelia speciosa","Sieber ex DC.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Mirbelia","","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897111","Sporobolus fertilis","(Steud.) Clayton","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Sporobolus","Giant Parramatta Grass","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897938","Lemna disperma","Hegelm.","species","Plantae","Charophyta","Equisetopsida","Alismatales","Araceae","Lemna","Common Duckweed","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897943","Vicia hirsuta","(L.) Gray","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Vicia","Hairy Vetch","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898544","Typha latifolia","L.","species","Plantae","Charophyta","Equisetopsida","Poales","Typhaceae","Typha","Lesser Reed-mace","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898590","Callistemon subulatus","Cheel","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Callistemon","Dwarf Bottlebrush","3","","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898607","Baeckea linifolia","Rudge","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Baeckea","Swamp Weeping Baeckea","3","","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898812","Stylidium laricifolium","Rich.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium","Tree Trigger Plant","3","","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899636","Solenogyne dominii","L.G.Adams","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Solenogyne","Smooth Solenogyne","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899913","Myriophyllum aquaticum","(Vell.) Verdc.","species","Plantae","Charophyta","Equisetopsida","Saxifragales","Haloragaceae","Myriophyllum","Brazilian Water Milfoil","3","","","","","","","","","","","","","Y","",""
"https://id.biodiversity.org.au/node/apni/2899980","Rorippa laciniata","(F.Muell.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Brassicales","Brassicaceae","Rorippa","Jagged Bitter-cress","3","Rare","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900200","Hemarthria uncinata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Hemarthria","Matgrass","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2901501","Sphagneticola trilobata","(L.) Pruski","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Sphagneticola","Sphagneticola","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2901795","Commersonia salviifolia","(Hook. ex Steetz) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Commersonia","","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2902984","Cymbalaria muralis","G.Gaertn., B.Mey. & Scherb.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Cymbalaria","Ivy-leaf Toadflax","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903363","Atriplex australasica","Moq.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Atriplex","Native Orache","3","Rare","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903527","Nicandra physalodes","(L.) Gaertn.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Nicandra","Apple Of Peru","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903561","Solanum linnaeanum","Hepper & P.-M.L.Jaeger","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","Apple Of Sodom","3","","","","","","","","","","","","","Y","",""
"https://id.biodiversity.org.au/node/apni/2904941","Afrocarpus falcata","(Thunb.) C.N.Page","species","Plantae","Charophyta","Equisetopsida","Pinales","Podocarpaceae","Afrocarpus","Yellow-wood","3","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2905235","Deyeuxia quadriseta","(Labill.) Benth.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Deyeuxia","Reed Bent-grass","3","","","","","","","","","","","","","","",""
