"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","South Australia : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Victoria : Conservation Status","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status: Priority 4","Western Australia : Conservation status: Priority 3","Western Australia : Conservation status: Priority 2","Western Australia : Conservation status: Priority 1","Weeds of National Significance (WoNS) as at Feb. 2013","WA State Notifiable Pests","Key Australian weed species list (ABS)","VIC State Notifiable Pests"
"https://id.biodiversity.org.au/taxon/apni/51285996","Acacia pubescens","(Vent.) R.Br.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Downy Wattle","5048","","","","Vulnerable","","","Vulnerable","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51737689","Asparagus aethiopicus","L.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","Asparagus Fern","1093","","","","","","","","","","","","Y","","Y","Y"
"https://id.biodiversity.org.au/taxon/apni/51448660","Lantana camara","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Verbenaceae","Lantana","Lantana","648","","","","","","","","","","","","Y","Y","Y",""
"https://id.biodiversity.org.au/taxon/apni/51742826","Chrysanthemoides monilifera","(L.) Norl.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Chrysanthemoides","Boneseed","610","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2915438","Cestrum parqui","L'Hér.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Cestrum","Green Poison-berry","587","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2890667","Alternanthera philoxeroides","(Mart.) Griseb.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alligator Weed","540","","","","","","","","","","","","Y","","Y",""
"https://id.biodiversity.org.au/taxon/apni/51689056","Leichhardtia viridiflora","(R.Br.) P.I.Forst.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Leichhardtia","","461","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900262","Hibbertia puberula","Toelken","species","Plantae","Charophyta","Equisetopsida","","Dilleniaceae","Hibbertia","","431","","","","","","","Endangered","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900893","Pimelea spicata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea","Spiked Rice-flower","327","","","","Endangered","","","Endangered","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51749236","Anredera cordifolia","(Ten.) Steenis","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Basellaceae","Anredera","Madeira Vine","327","","","","","","","","","","","","Y","","Y",""
"https://id.biodiversity.org.au/node/apni/2895458","Asparagus asparagoides","(L.) W.Wight","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","Bridal Creeper","307","","","","","","","","","","","","Y","Y","Y","Y"
"https://id.biodiversity.org.au/node/apni/2904297","Pittosporum undulatum","Vent.","species","Plantae","Charophyta","Equisetopsida","Apiales","Pittosporaceae","Pittosporum","Sweet Pittosporum","278","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2902574","Olea europaea","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Olea","Common Olive","259","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51741635","Bidens pilosa","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Bidens","Cobbler's Pegs","239","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2916956","Microlaena stipoides","(Labill.) R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Microlaena","Weeping Grass","232","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894403","Hardenbergia violacea","(Schneev.) Stearn","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Hardenbergia","Native Lilac","227","","Endangered","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51442338","Bursaria spinosa","Cav.","species","Plantae","Charophyta","Equisetopsida","Apiales","Pittosporaceae","Bursaria","Sweet Native Blackthorn","208","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2911051","Ehrharta erecta","Lam.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Ehrharta","Panic Veldt-grass","200","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51770501","Acacia decurrens","Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Early Black-wattle","194","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2909922","Sida rhombifolia","L.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Sida","Jelly Leaf","191","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897514","Araujia sericifera","Brot.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Araujia","White Bladder-flower","189","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899343","Plantago lanceolata","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Plantago","Ribwort","183","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/apni/85694","Rubus fruticosus","L.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rosaceae","Rubus","Blackberry","180","","","","","","","","","","","","Y","","Y",""
"https://id.biodiversity.org.au/node/apni/2903107","Senecio madagascariensis","Poir.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","Fireweed","177","","","","","","","","","","","","Y","","Y",""
"https://id.biodiversity.org.au/node/apni/2909389","Ludwigia peruviana","(L.) H.Hara","species","Plantae","Charophyta","Equisetopsida","Myrtales","Onagraceae","Ludwigia","","174","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2893120","Casuarina glauca","Sieber ex Spreng.","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Casuarina","Swamp Oak","171","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895205","Lomandra longifolia","Labill.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Spiny-headed Mat-rush","171","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2890981","Ochna serrulata","(Hochst.) Walp.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Ochnaceae","Ochna","Ochna","159","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895772","Sonchus oleraceus","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Sonchus","Common Sow-thistle","153","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2901102","Melaleuca nodosa","(Sol. ex Gaertn.) Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","Pricklyleaf Paperbark","152","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2915319","Cynodon dactylon","(L.) Pers.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cynodon","Couch","150","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2891059","Ligustrum sinense","Lour.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Ligustrum","Small-leaved Privet","148","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51433812","Tradescantia fluminensis","Vell.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Commelinaceae","Tradescantia","Wandering Jew","146","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2886624","Ozothamnus diosmifolius","(Vent.) DC.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Ozothamnus","White Dogwood","143","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51439559","Angophora costata","(Gaertn.) Britten","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Angophora","Sydney Red Gum","143","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51433167","Einadia hastata","(R.Br.) A.J.Scott","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Einadia","Saloop","142","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2886410","Dichondra repens","J.R.Forst. & G.Forst.","species","Plantae","Charophyta","Equisetopsida","Solanales","Convolvulaceae","Dichondra","Kidney-weed","137","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51286955","Acacia longifolia","(Andrews) Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Sallow Wattle","135","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2888864","Paspalum dilatatum","Poir.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Paspalum","Paspalum","132","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2906135","Grevillea sericea","(Sm.) R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Pink Spider Flower","132","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51289954","Eucalyptus moluccana","Roxb.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Gum-topped Box","131","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/taxon/apni/51782036","Eucalyptus fibrosa","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Red Ironbark","129","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2887006","Ligustrum lucidum","W.T.Aiton","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Ligustrum","Large-leaved Privet","128","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899921","Avicennia marina","(Forssk.) Vierh.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Avicennia","White Mangrove","128","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51286005","Acacia terminalis","(Salisb.) J.F.Macbr.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Sunshine Wattle","128","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2902145","Cenchrus clandestinus","(Hochst. ex Chiov.) Morrone","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cenchrus","Kikuyu","121","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51291519","Themeda triandra","Forssk.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Themeda","Kangaroo Grass","119","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2907350","Acacia ulicifolia","(Salisb.) Court","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Prickly Moses","117","","Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51268348","Cirsium vulgare","(Savi) Ten.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cirsium","Spear Thistle","116","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51437654","Dianella caerulea","Sims","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Dianella","Paroo Lily","116","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2907368","Hypochaeris radicata","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Hypochaeris","Rough Cat's Ear","115","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2914773","Melaleuca decora","(Salisb.) Britten","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","Paper Bark","115","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/name/apni/103319","Asparagus densiflorus","(Kunth) Jessop","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","","114","","","","","","","","","","","","","","","Y"
"https://id.biodiversity.org.au/node/apni/2914881","Modiola caroliniana","(L.) G.Don","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Modiola","Red-flowered Mallow","114","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51770573","Acacia parramattensis","Tindale","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Parramatta Wattle","114","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2886431","Entolasia stricta","(R.Br.) Hughes","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Entolasia","Wiry Panic","113","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2889922","Eragrostis curvula","(Schrad.) Nees","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Eragrostis","African Love-grass","112","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2912741","Solanum nigrum","L.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","Black Nightshade","111","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51440747","Eucalyptus tereticornis","Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Forest Red Gum","111","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2908730","Asparagus africanus","Lam.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","Ornamental Asparagus","109","","","","","","","","","","","","Y","","","Y"
"https://id.biodiversity.org.au/node/apni/2914044","Pimelea linifolia","Sm.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea","Slender Rice Flower","109","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904374","Acacia suaveolens","(Sm.) Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Sweet Wattle","108","Vulnerable","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51267054","Asparagus plumosus","Baker","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Asparagus","Ferny Climbing Asparagus Fern","108","","","","","","","","","","","","Y","","","Y"
"https://id.biodiversity.org.au/node/apni/7931274","Banksia spinulosa","Sm.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Hairpin Banksia","107","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898882","Acacia falcata","Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Sickle Wattle","106","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2911572","Jacaranda mimosifolia","D.Don","species","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda","106","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2907916","Commelina cyanea","R.Br.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Commelinaceae","Commelina","Scurvy Weed","105","","","","","Critically Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51269199","Pandorea pandorana","(Andrews) Steenis","species","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Pandorea","Wonga Vine","104","","Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2901308","Setaria parviflora","(Poir.) Kerguelen","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Setaria","Slender Pigeon Grass","102","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2892672","Dodonaea triquetra","J.C.Wendl.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Dodonaea","Large-leaf Hop-bush","100","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51770892","Glycine clandestina","J.C.Wendl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Glycine","Twining Glycine","99","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894705","Nassella neesiana","(Trin. & Rupr.) Barkworth","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Nassella","Chilean Needle Grass","97","","","","","","","","","","","","Y","","Y",""
"https://id.biodiversity.org.au/node/apni/2912378","Wahlenbergia gracilis","(G.Forst.) A.DC.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Wahlenbergia","Australian Bluebell","96","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897021","Polyscias sambucifolia","(Sieber ex DC.) Harms","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Polyscias","Elderberry Panax","95","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903018","Cinnamomum camphora","(L.) J.Presl","species","Plantae","Charophyta","Equisetopsida","Laurales","Lauraceae","Cinnamomum","Camphor Laurel","95","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2887455","Lobelia purpurascens","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Lobelia","White Root","94","","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51786491","Notelaea longifolia","Vent.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Notelaea","Large Mock-olive","94","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895891","Hakea sericea","Schrad. & J.C.Wendl.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Hakea","White Hakea","93","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904154","Cardiospermum grandiflorum","Sw.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Cardiospermum","Balloon Vine","93","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2889275","Senna pendula","(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Senna","","92","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2911261","Aristida vagans","Cav.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Aristida","Threeawn Speargrass","92","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51782302","Kunzea ambigua","(Sm.) Druce","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Kunzea","Tick Bush","91","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2889383","Kennedia rubicunda","(Schneev.) Vent.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Kennedia","Red Kennedy Pea","90","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51763684","Pteridium esculentum","(G.Forst.) Cockayne","species","Plantae","Charophyta","Equisetopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Common Bracken","90","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897829","Verbena bonariensis","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Verbenaceae","Verbena","Purpletop","89","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51773770","Dianella longifolia","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Dianella","Blueberry Lily","88","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896580","Eucalyptus punctata","DC.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Grey Gum","87","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2909052","Dichelachne micrantha","(Cav.) Domin","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Dichelachne","Small-seed Plume-grass","86","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/5288002","Eucalyptus longifolia","Link","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Woollybutt","86","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2898881","Breynia oblongifolia","(Müll.Arg.) Müll.Arg.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Breynia","Coffee Bush","85","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2915642","Elaeocarpus reticulatus","Sm.","species","Plantae","Charophyta","Equisetopsida","Oxalidales","Elaeocarpaceae","Elaeocarpus","Blueberry Ash","85","","Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2901931","Phragmites australis","(Cav.) Trin. ex Steud.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Phragmites","Common Reed","84","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/7572386","Eucalyptus baueriana","Schauer","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Blue Box","84","","","","","Critically Endangered","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","",""
"https://id.biodiversity.org.au/node/apni/2888627","Lomandra filiformis","(Thunb.) Britten","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Lomandra","83","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/6881039","Tetragonia tetragonoides","(Pall.) Kuntze","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Aizoaceae","Tetragonia","New Zealand Spinach","83","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/8507720","Dillwynia retorta","(J.C.Wendl.) Druce","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Dillwynia","","82","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2902322","Dillwynia sieberi","Steud.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Dillwynia","Sieber's Parrot-pea","81","","","","","Vulnerable","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51285791","Glycine tabacina","(Labill.) Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Glycine","Variable Glycine","81","Vulnerable","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51782566","Syncarpia glomulifera","(Sm.) Nied.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Syncarpia","Turpentine","80","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51431568","Lomandra multiflora","(R.Br.) Britten","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Lomandra","79","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51445936","Cheilanthes sieberi","Kunze","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Cheilanthes","Rock Fern","79","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51770334","Daviesia ulicifolia","Andrews","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Daviesia","Gorse Bitter-pea","79","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895645","Actinotus helianthi","Labill.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","Flannel Flower","77","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899160","Indigofera australis","Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Indigofera","Australian Indigo","77","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2920609","Lambertia formosa","Sm.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Lambertia","Mountain Devil","77","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51767868","Styphelia sieberi","(DC.) Hislop, Crayn & Puente-Lel.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Styphelia","Long-flower Beard-heath","76","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904979","Xanthosia pilosa","Rudge","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Xanthosia","Woolly Xanthosia","75","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2906316","Acacia linifolia","(Vent.) Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","White Wattle","75","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2913346","Aegiceras corniculatum","(L.) Blanco","species","Plantae","Charophyta","Equisetopsida","Ericales","Primulaceae","Aegiceras","River Mangrove","75","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51291710","Rumex sagittatus","Thunb.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Polygonaceae","Rumex","Rambling Dock","74","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2914099","Exocarpos cupressiformis","Labill.","species","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Exocarpos","Native Cherry","73","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/6986247","Erigeron bonariensis","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Erigeron","Flaxleaf Fleabane","73","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2894326","Melia azedarach","L.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Meliaceae","Melia","White Cedar","72","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899453","Lepidosperma laterale","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Lepidosperma","Tall Sword-sedge","72","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898628","Bromus catharticus","Vahl","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Bromus","Prairie Grass","70","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2920199","Persoonia levis","(Cav.) Domin","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Persoonia","Broad-leaved Geebung","70","","","","","Endangered","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51293610","Banksia serrata","L.f.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Saw Old-man Banksia","69","","Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2887355","Melaleuca styphelioides","Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","Prickly-leaved Tea Tree","68","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896896","Opuntia monacantha","Haw.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Cactaceae","Opuntia","Drooping Prickly Pear","68","","","","","","","","","","","","Y","Y","",""
"https://id.biodiversity.org.au/taxon/apni/51741727","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Ageratina","Crofton Weed","68","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896366","Isopogon anemonifolius","(Salisb.) Knight","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Isopogon","Broad-leaf Drumsticks","67","","","","","","","","","","","","","","",""
