old_location_name,genus,species,Family,vernacular_name,class,rare_endangered,local_rare_endangered,exotic,year,decimal_longitude,decimal_latitude,reserve_name
Salt Pan Creek Catchment,Todiramphus,sanctus,Alcedinidae,Sacred kingfisher,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Tribonyx,ventralis,,Black-tailed native-hen,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Trichoglossus,haematodus,Psittacidae,Rainbow lorikeet,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Turdus,merula,,Common blackbird,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Tyto,alba,,Barn owl,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Vanellus,tricolor,Charadriidae,Banded lapwing,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Xanthomyza,phrygia,,Regent honeyeater,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Salt Pan Creek Catchment,Zosterops,lateralis,Zosteropidae,Silvereye,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Salt Pan Reserve,Acanthiza,nana,Acanthizidae,Yellow thornbill,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Acrocephalus,stentoreus,,Clamorous reed warbler,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anas,castanea,Anatidae,Chestnut teal,Aves,TRUE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anas,gracilis,Anatidae,Grey teal,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anhinga,melanogaster,,Darter,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Anthus,novaeseelandiae,Motacillidae,Australian pipit,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Ardea,alba,Ardeidae,Great egret,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Ardea,pacifica,Ardeidae,White-necked heron,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Butorides,striata,Ardeidae,Striated heron,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Cacomantis,flabelliformis,Cuculidae,Fan-tailed cuckoo,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Calyptorhynchus,funereus,,Yellow-tailed black cockatoo,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Circus,approximans,Accipitridae,Swamp harrier,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Crinia,signifera,Myobatrachidae,Common eastern froglet,Amphibia,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Dacelo,novaeguineae,Alcedinidae,Laughing kookaburra,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Dicrurus,bracteatus,Dicruridae,Spangled drongo,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Egretta,garzetta,Ardeidae,Little egret,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Elanus,axillaris,Accipitridae,Black-shouldered kite,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Eurystomus,orientalis,Coraciidae,Dollarbird,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Gallinula,tenebrosa,Rallidae,Dusky moorhen,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Haliaeetus,leucogaster,Accipitridae,White-bellied sea-eagle,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Lampropholis,guichenoti,Scincidae,Pale-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Larus,novaehollandiae,,Silver gull,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Lichenostomus,chrysops,,Yellow-faced honeyeater,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Limnodynastes,peronii,Limnodynastidae,Brown-striped frog,Amphibia,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Myiagra,cyanoleuca,Monarchidae,Satin flycatcher,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Myzomela,sanguinolenta,Meliphagidae,Scarlet honeyeater,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Nycticorax,caledonicus,Ardeidae,Nankeen night heron,Aves,TRUE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Ocyphaps,lophotes,Columbidae,Crested pigeon,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Pachycephala,pectoralis,Pachycephalidae,Golden whistler,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Pardalotus,punctatus,Pardalotidae,Spotted pardalote,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Pardalotus,striatus,Pardalotidae,Striated pardalote,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Pelecanus,conspicillatus,Pelecanidae,Australian pelican,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Phalacrocorax,carbo,Phalacrocoracidae,Great cormorant,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Phalacrocorax,melanoleucos,Phalacrocoracidae,Little pied cormorant,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Phalacrocorax,sulcirostris,Phalacrocoracidae,Little black cormorant,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Phylidonyris,novaehollandiae,Meliphagidae,New holland honeyeater,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Physignathus,lesueri complex,,Eastern water dragon,Reptilia,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Platalea,regia,Threskiornithidae,Royal spoonbill,Aves,TRUE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Platycercus,elegans,Psittacidae,Crimson rosella,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Platycercus,eximius,Psittacidae,Eastern rosella,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Pogona,barbata,Agamidae,Bearded dragon,Reptilia,TRUE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Poliocephalus,poliocephalus,Podicipedidae,Hoary-headed grebe,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Rhipidura,fuliginosa,Rhipiduridae,Grey fantail,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Rhipidura,rufifrons,Rhipiduridae,Rufous fantail,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Saiphos,equalis,Scincidae,Three-toed skink,Reptilia,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Strepera,graculina,Artamidae,Pied currawong,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Threskiornis,moluccus,Threskiornithidae,Australian white ibis,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Todiramphus,sanctus,Alcedinidae,Sacred kingfisher,Aves,FALSE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Trichoglossus,haematodus,Psittacidae,Rainbow lorikeet,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Xanthomyza,phrygia,,Regent honeyeater,Aves,TRUE,TRUE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
Salt Pan Reserve,Zosterops,lateralis,Zosteropidae,Silvereye,Aves,FALSE,FALSE,FALSE,2004,151.039711,-33.946515,Salt Pan Reserve
The Crest Reserve,Acanthiza,chrysorrhoa,Acanthizidae,Yellow-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Acanthiza,lineata,Acanthizidae,Striated thornbill,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Acanthiza,nana,Acanthizidae,Yellow thornbill,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Accipiter,cirrocephalus,Accipitridae,Collared sparrowhawk,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Accipiter,fasciatus,Accipitridae,Brown goshawk,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Accipiter,novaehollandiae,Accipitridae,Grey goshawk,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
The Crest Reserve,Acrocephalus,stentoreus,,Clamorous Reedwarbler,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Anas,castanea,Anatidae,Chestnut teal,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Anthus,novaeseelandiae,,"Richard's pipit, Australasian Pipit",Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Ardea,alba,Ardeidae,Great egret,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Ardea,ibis,Ardeidae,Cattle egret,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Ardea,pacifica,Ardeidae,White-necked heron,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Artamus,cyanopterus cyanopterus,Artamidae,Dusky woodswallow,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cacatua,sanguinea,Cacatuidae,Little corella,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cacatua,tenuirostris,Cacatuidae,Long-billed corella,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cacomantis,flabelliformis,Cuculidae,Fan-tailed cuckoo,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Calyptorhynchus,funereus,,Yellow-tailed black cockatoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Canis,familiaris,Canidae,Dog,Mammalia,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
The Crest Reserve,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
The Crest Reserve,Charadrius,veredus,Charadriidae,Oriental plover,Aves,TRUE,TRUE,TRUE,2004,null,null,Not in a reserve
The Crest Reserve,Chelodina,longicollis,Chelidae,Eastern snake-necked turtle,Reptilia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Chenonetta,jubata,Anatidae,Australian wood duck,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Chrysococcyx,basallis,,Horsfield's bronze-cuckoo,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Chrysococcyx,lucidus,,Shining bronze cuckoo,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cincloramphus,cruralis,,"Brown songlark, Australian songlark",Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Colluricincla,harmonica,Pachycephalidae,Grey shrike-thrush,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Columba,leucomela,Columbidae,White-headed pigeon,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Columba,livia,Columbidae,Rock dove,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
The Crest Reserve,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Coracina,tenuirostris,Campephagidae,Cicadabird,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Coturnix,ypsilophora,,Brown quail,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cracticus,torquatus,Artamidae,Grey butcherbird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Crinia,signifera,Myobatrachidae,Common eastern froglet,Amphibia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Ctenotus,robustus,Scincidae,eastern striped skink,Reptilia,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cuculus,pallidus,,Pallid cuckoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Cuculus,variolosus,,Brush cuckoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Dacelo,novaeguineae,Alcedinidae,Laughing kookaburra,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Daphoenositta,chrysoptera,Neosittidae,Varied sittella,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Dicaeum,hirundinaceum,Dicaeidae,Mistletoebird,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Diplodactylus,vittatus,Diplodactylidae,Wood gecko,Reptilia,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Elanus,notatus,Accipitridae,Black-shouldered kite,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Eopsaltria,australis,Petroicidae,Eastern yellow robin,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Eudynamys,scolopacea,,Common koel,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Eulamprus,quoyii,Scincidae,Eastern water-skink,Reptilia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Eulamprus,tenuis,Scincidae,Barred-side skink,Reptilia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Eurystomus,orientalis,Coraciidae,Dollarbird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Falco,cenchroides cenchroides,Falconidae,Nankeen kestrel,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Falco,longipennis,Falconidae,Australian hobby,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Falco,peregrinus,Falconidae,Peregrine falcon,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Falcunculus,frontatus,Falcunculidae,Crested Shrike-tit,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Furina,diadema,Elapidae,Red-naped snake,Reptilia,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Gallinula,tenebrosa,Rallidae,Dusky moorhen,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Gerygone,mouki,Acanthizidae,Brown gerygone,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Gerygone,olivacea,Acanthizidae,White-throated gerygone,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Glossopsitta,concinna,Psittacidae,Musk lorikeet,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Glossopsitta,pusilla,Psittacidae,Little lorikeet,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Hieraaetus,morphnoides,Accipitridae,Little eagle,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Hirundapus,caudacutus,Apodidae,White-throated needletail,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Ixobrychus,flavicollis,Ardeidae,Black bittern,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lalage,sueurii,Campephagidae,White-winged triller,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lampropholis,delicata,Scincidae,Dark-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lampropholis,guichenoti,Scincidae,Pale-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Larus,novaehollandiae,,Silver gull,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lewinia,pectoralis,,Lewin's rail,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lichenostomus,chrysops,,Yellow-faced honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lichmera,indistincta,Meliphagidae,Brown honeyeater,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Limnodynastes,peronii,Limnodynastidae,Brown-striped frog,Amphibia,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Litoria,dentata,Hylidae,Bleating tree frog,Amphibia,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Litoria,fallax,Hylidae,Eastern dwarf tree frog,Amphibia,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Litoria,peronii,Hylidae,Peron's tree frog,Amphibia,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lonchura,punctulata,Estrildidae,Nutmeg mannikin,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Lopholaimus,antarcticus,Columbidae,Topknot pigeon,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Manorina,melanocephala,Meliphagidae,Noisy miner,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Melithreptus,brevirostis,,Brown-headed honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Melithreptus,lunatus,Meliphagidae,White-naped honeyeater,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Melopsittacus,undulatus,Psittacidae,Budgerigar,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Microeca,fascinans,Petroicidae,Jacky winter,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Monarcha,melanopsis,Monarchidae,Black-faced monarch,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Monarcha,trivirgatus,Monarchidae,Spectacled monarch,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Myiagra,cyanoleuca,Monarchidae,Satin flycatcher,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Myiagra,rubecula,Monarchidae,Leaden flycatcher,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Myzomela,sanguinolenta,Meliphagidae,Scarlet honeyeater,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Ninox,novaeseelandiae,Strigidae,Southern boobook,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
The Crest Reserve,Nycticorax,caledonicus,Ardeidae,Nankeen night heron,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
