old_location_name,genus,species,Family,vernacular_name,class,rare_endangered,local_rare_endangered,exotic,year,decimal_longitude,decimal_latitude,reserve_name
Ashford Reserve,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Eopsaltria,australis,Petroicidae,Eastern yellow robin,Aves,FALSE,TRUE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Lonchura,punctulata,Estrildidae,Nutmeg mannikin,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Pachycephala,pectoralis,Pachycephalidae,Golden whistler,Aves,FALSE,TRUE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Pardalotus,punctatus,Pardalotidae,Spotted pardalote,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,TRUE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Rhipidura,fuliginosa,Rhipiduridae,Grey fantail,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Sericornis,frontalis,Acanthizidae,White-browed scrubwren,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Ashford Reserve,Zosterops,lateralis,Zosteropidae,Silvereye,Aves,FALSE,FALSE,FALSE,2004,150.984825,-33.930003,Ashford Reserve
Bankstown Airport,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Bankstown Airport,Alauda,arvensis,,Skylark,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Bankstown Airport,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Anthus,novaeseelandiae,Motacillidae,Australian pipit,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Charadrius,veredus,Charadriidae,Oriental plover,Aves,TRUE,TRUE,TRUE,2004,null,null,Not in a reserve
Bankstown Airport,Chenonetta,jubata,Anatidae,Australian wood duck,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Falco,longipennis,Falconidae,Australian hobby,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Haliaeetus,leucogaster,Accipitridae,White-bellied sea-eagle,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Hieraaetus,morphnoides,Accipitridae,Little eagle,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Lonchura,punctulata,Estrildidae,Nutmeg mannikin,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Manorina,melanocephala,Meliphagidae,Noisy miner,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Numenius,minutus,,Little curlew,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Nycticorax,caledonicus,Ardeidae,Nankeen night heron,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Ocyphaps,lophotes,Columbidae,Crested pigeon,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Bankstown Airport,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Bankstown Airport,Strepera,graculina,Artamidae,Pied currawong,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Bankstown Airport,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Bankstown Airport,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Acanthiza,chrysorrhoa,Acanthizidae,Yellow-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Acanthiza,lineata,Acanthizidae,Striated thornbill,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Acanthiza,nana,Acanthizidae,Yellow thornbill,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Accipiter,cirrocephalus,Accipitridae,Collared sparrowhawk,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Accipiter,fasciatus,Accipitridae,Brown goshawk,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Accipiter,novaehollandiae,Accipitridae,Grey goshawk,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Acrocephalus,stentoreus,,Clamorous Reedwarbler,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Anthus,novaeseelandiae,,"Richard's pipit, Australasian Pipit",Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Ardea,ibis,Ardeidae,Cattle egret,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Ardea,pacifica,Ardeidae,White-necked heron,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Artamus,cyanopterus cyanopterus,Artamidae,Dusky woodswallow,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cacomantis,flabelliformis,Cuculidae,Fan-tailed cuckoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Calyptorhynchus,funereus,,Yellow-tailed black cockatoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Charadrius,veredus,Charadriidae,Oriental plover,Aves,TRUE,TRUE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Chenonetta,jubata,Anatidae,Australian wood duck,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Chrysococcyx,basallis,,Horsfield's bronze-cuckoo,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Chrysococcyx,lucidus,,Shining bronze cuckoo,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cincloramphus,cruralis,,"Brown songlark, Australian songlark",Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Colluricincla,harmonica,Pachycephalidae,Grey shrike-thrush,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Columba,livia,Columbidae,Rock dove,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Coracina,tenuirostris,Campephagidae,Cicadabird,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Coturnix,ypsilophora,,Brown quail,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cracticus,torquatus,Artamidae,Grey butcherbird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cuculus,pallidus,,Pallid cuckoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Cuculus,variolosus,,Brush cuckoo,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Dacelo,novaeguineae,Alcedinidae,Laughing kookaburra,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Dicaeum,hirundinaceum,Dicaeidae,Mistletoebird,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Elanus,axillaris,Accipitridae,Black-shouldered kite,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Eopsaltria,australis,Petroicidae,Eastern yellow robin,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Eudynamys,scolopacea,,Common koel,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Eurystomus,orientalis,Coraciidae,Dollarbird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Falco,cenchroides cenchroides,Falconidae,Nankeen kestrel,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Falco,longipennis,Falconidae,Australian hobby,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Falco,peregrinus,Falconidae,Peregrine falcon,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Falcunculus,frontatus,Falcunculidae,Crested Shrike-tit,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Gallinula,tenebrosa,Rallidae,Dusky moorhen,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Hirundapus,caudacutus,Apodidae,White-throated needletail,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Lalage,sueurii,Campephagidae,White-winged triller,Aves,TRUE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Larus,novaehollandiae,,Silver gull,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Lewinia,pectoralis,,Lewin's rail,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Lichenostomus,chrysops,,Yellow-faced honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Lichmera,indistincta,Meliphagidae,Brown honeyeater,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Lonchura,punctulata,Estrildidae,Nutmeg mannikin,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Lopholaimus,antarcticus,Columbidae,Topknot pigeon,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Manorina,melanocephala,Meliphagidae,Noisy miner,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Melithreptus,brevirostis,,Brown-headed honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Microeca,fascinans,Petroicidae,Jacky winter,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Monarcha,melanopsis,Monarchidae,Black-faced monarch,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Myzomela,sanguinolenta,Meliphagidae,Scarlet honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Ninox,novaeseelandiae,Strigidae,Southern boobook,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Nycticorax,caledonicus,Ardeidae,Nankeen night heron,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Ocyphaps,lophotes,Columbidae,Crested pigeon,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Oriolus,sagittatus,Oriolidae,Olive-backed oriole,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Pachycephala,rufiventris,Pachycephalidae,Rufous whistler,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Pardalotus,punctatus,Pardalotidae,Spotted pardalote,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Pelecanus,conspicillatus,Pelecanidae,Australian pelican,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Phalacrocorax,sulcirostris,Phalacrocoracidae,Little black cormorant,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Phylidonyris,novaehollandiae,Meliphagidae,New holland honeyeater,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Platycercus,elegans,Psittacidae,Crimson rosella,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Platycercus,eximius,Psittacidae,Eastern rosella,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Pycnonotus,jocosus,Pycnonotidae,Red-whiskered bulbul,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Rhipidura,fuliginosa,Rhipiduridae,Grey fantail,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Sericornis,frontalis,Acanthizidae,White-browed scrubwren,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Smicrornis,brevirostris,Acanthizidae,Weebill,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Sphecotheres,vieilloti,,Australasian figbird,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Strepera,graculina,Artamidae,Pied currawong,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,null,null,Not in a reserve
Chullora Sra,Taeniopygia,bichenovii,Estrildidae,Double-barred finch,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Taeniopygia,guttata,Estrildidae,Zebra finch,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Thalasseus,bergii,,Crested tern,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Threskiornis,moluccus,Threskiornithidae,Australian white ibis,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Todiramphus,sanctus,Alcedinidae,Sacred kingfisher,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Tribonyx,ventralis,,Black-tailed native-hen,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Trichoglossus,haematodus,Psittacidae,Rainbow lorikeet,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Turdus,merula,,Common blackbird,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Tyto,alba,,Barn owl,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Vanellus,tricolor,Charadriidae,Banded lapwing,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Xanthomyza,phrygia,,Regent honeyeater,Aves,TRUE,TRUE,FALSE,2004,null,null,Not in a reserve
Chullora Sra,Zosterops,lateralis,Zosteropidae,Silvereye,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Cox's Creek,Acanthiza,chrysorrhoa,Acanthizidae,Yellow-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acanthiza,lineata,Acanthizidae,Striated thornbill,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acanthiza,nana,Acanthizidae,Yellow thornbill,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acanthiza,reguloides,,Buff-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Accipiter,cirrocephalus,Accipitridae,Collared sparrowhawk,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Accipiter,fasciatus,Accipitridae,Brown goshawk,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Acrocephalus,stentoreus,,Clamorous reed warbler,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Anthus,novaeseelandiae,Motacillidae,Australian pipit,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Ardea,alba,Ardeidae,Great egret,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Cacomantis,flabelliformis,Cuculidae,Fan-tailed cuckoo,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Canis,familiaris,Canidae,Dog,Mammalia,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Chalinolobus,gouldii,Vespertilionidae,Gould's wattled bat,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Chenonetta,jubata,Anatidae,Australian wood duck,Aves,TRUE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Chrysococcyx,basallis,,Horsfield's bronze-cuckoo,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Chrysococcyx,lucidus,,Shining bronze cuckoo,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Cisticola,exilis,Cisticolidae,Golden-headed cisticola,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Columba,livia,Columbidae,Rock dove,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Corcorax,melanorhamphos,Corcoracidae,White-winged chough,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Crinia,signifera,Myobatrachidae,Common eastern froglet,Amphibia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Cryptoblepharus,virgatus,Scincidae,Cream-striped shining-skink,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Cuculus,pallidus,,Pallid cuckoo,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Dacelo,novaeguineae,Alcedinidae,Laughing kookaburra,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Dicaeum,hirundinaceum,Dicaeidae,Mistletoebird,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Dicrurus,bracteatus,Dicruridae,Spangled drongo,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Diplodactylus,vittatus,Diplodactylidae,Wood gecko,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Elanus,axillaris,Accipitridae,Black-shouldered kite,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Eopsaltria,australis,Petroicidae,Eastern yellow robin,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Eudynamys,scolopacea,,Common koel,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Eulamprus,quoyii,Scincidae,Eastern water-skink,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
