Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name,__source,decimals,year,precision_tier
10820,Acacia pubescens,2023-07-03T11:04:00,iNaturalist research-grade observations,Thornton,-33.90736,151.001266,,,,,2023.0,7.0,3.0,,,,,Thomas Mesaglio,2023-07-03T04:57:59Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
25516,Persicaria maculosa,2008-04-28T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.902161,150.998009,,,introduced,occurrenceRemarks withheld,2008.0,4.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,6,2008,<1 m (6+ dp)
41179,Oxalis latifolia,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Churchill Reserve,-33.969913,151.028269,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
25259,Cirsium vulgare,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.930461,150.980164,,,introduced,occurrenceRemarks withheld,2020.0,3.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council,ALA,6,2020,<1 m (6+ dp)
9843,Romulea rosea,2024-08-20T12:37:11,iNaturalist research-grade observations,Not in a reserve,-33.922874,151.125076,,,,"In the grass on the verge outside this house, appeared self-seeded. Did not see any others with a quick glance around.",2024.0,8.0,20.0,,,,,danceswithplants,2024-08-21T00:48:38Z,,HUMAN_OBSERVATION,,danceswithplants,CB Council,iNaturalist,6,2024,<1 m (6+ dp)
32347,Hibbertia puberula,2019-05-20T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.916955,150.978741,,,,occurrenceRemarks withheld,2019.0,5.0,20.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR18091500;OICG19070400;OJJS20071501,CB Council,ALA,6,2019,<1 m (6+ dp)
22041,Trifolium repens,2010-06-10T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.974305,150.999675,,,introduced,occurrenceRemarks withheld,2010.0,6.0,10.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0002094,CB Council,ALA,6,2010,<1 m (6+ dp)
3316,Acacia pubescens,2009-09-18T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.893442,150.977145,,,,occurrenceRemarks withheld,2009.0,9.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
129,Tradescantia fluminensis,2025-02-27T14:11:31,iNaturalist research-grade observations,Lansdowne,-33.901403,150.967833,,,,,2025.0,2.0,27.0,,,,,michael_2003,2025-02-27T04:00:19Z,,HUMAN_OBSERVATION,,michael_2003,CB Council,iNaturalist,6,2025,<1 m (6+ dp)
9522,Dipodium variegatum,2022-01-17T17:18:14,iNaturalist research-grade observations,Not in a reserve,-33.930062,151.128522,,flowers,,,2022.0,1.0,17.0,,,,,ameliasaul,2022-01-17T08:52:13Z,,HUMAN_OBSERVATION,,ameliasaul,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
38741,Eucalyptus racemosa,2004-05-01T12:00:00,Milperra area Flora&Fauna Apndx5 POM,Piper Reserve,-33.937765,150.972901,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
35323,Hibbertia puberula,2019-07-17T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.916962,150.978765,,N  No Breeding Evident,,occurrenceRemarks withheld,2019.0,7.0,17.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OICG19070400,CB Council,ALA,6,2019,<1 m (6+ dp)
29135,Macadamia integrifolia,2004-01-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.910549,150.988188,,,,occurrenceRemarks withheld,2004.0,1.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP04110301,CB Council,ALA,6,2004,<1 m (6+ dp)
11315,Exocarpos cupressiformis,2024-04-28T15:17:52,iNaturalist observations,Picnic Point Reserve,-33.976474,150.997399,,,,,2024.0,4.0,28.0,,,,,,,,HUMAN_OBSERVATION,,isie,CB Council,iNaturalist,6,2024,<1 m (6+ dp)
21579,Ajuga australis,2008-03-07T00:00:00,METROCMA2 Vegetation Survey,Crest,-33.911035,150.996728,,,,occurrenceRemarks withheld,2008.0,3.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPJGI0002327;VEG-NICR,CB Council,ALA,6,2008,<1 m (6+ dp)
42336,Senecio quadridentatus,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Ashford Reserve,-33.930003,150.984825,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
33948,Pimelea spicata,2010-02-11T00:00:00,DPIE Data from Scientific Licences dataset,Bellevue,-33.911333,150.998158,,,,occurrenceRemarks withheld,2010.0,2.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2010,<1 m (6+ dp)
38174,Einadia polygonoides,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
9857,Goodenia hederacea,2020-05-23T11:10:10,iNaturalist research-grade observations,Not in a reserve,-33.972342,151.003904,,,,,2020.0,5.0,23.0,,,,,laurelrf,2020-05-23T23:08:19Z,,HUMAN_OBSERVATION,,laurelrf,CB Council,iNaturalist,6,2020,<1 m (6+ dp)
27540,Hibbertia puberula,2019-05-20T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917085,150.978747,,,,occurrenceRemarks withheld,2019.0,5.0,20.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR18091500;OICG19070400;OJJS20071501,CB Council,ALA,6,2019,<1 m (6+ dp)
39642,Isopogon anemonifolius,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Picnic Point Reserve,-33.977563,150.996147,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
24289,Acacia decurrens,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.930036,150.980607,,,,occurrenceRemarks withheld,2020.0,3.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council,ALA,6,2020,<1 m (6+ dp)
20299,Eleusine tristachya,2008-04-30T00:00:00,DPIE Data from Scientific Licences dataset,Norfolk Reserve,-33.893591,151.06261,,,introduced,occurrenceRemarks withheld,2008.0,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,6,2008,<1 m (6+ dp)
39992,Leptospermum juniperinum,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Picnic Point Reserve,-33.977563,150.996147,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
7268,Pseuderanthemum variabile,2023-07-03T12:06:00,iNaturalist research-grade observations,Thornton,-33.908619,151.002121,,,,,2023.0,7.0,3.0,,,,,Thomas Mesaglio,2023-07-03T05:30:47Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
42430,Sida rhombifolia,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Deepwater,-33.949066,150.976607,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
5032,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.893118,150.975001,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2010,<1 m (6+ dp)
37815,Dianella longifolia,2004-05-01T12:00:00,CondellPark Flora&Fauna Apndx4 POM,Marion Reserve,-33.914839,151.010151,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
1239,Acacia pubescens,2009-09-18T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89327,150.977117,,,,occurrenceRemarks withheld,2009.0,9.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
33164,Oplismenus hirtellus,2013-04-17T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.93623,151.11514,,,,occurrenceRemarks withheld,2013.0,4.0,17.0,Open forest,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP10061700,CB Council,ALA,5,2013,≈1–10 m (5 dp)
5244,Hardenbergia violacea,2024-10-23T12:00:00,BAM241023_113137,Lansdowne,-33.89421228,150.9778359,5.0,,"Alive in NSW, Native",,2024.0,10.0,23.0,,Florist Data,Lansdowne Reserve,BAM data and floristic data from two monitoring plots collected in 2116,,2024-10-23T12:00:00Z,,human observation,,BLM,CB Council,ALA,8,2024,<1 m (6+ dp)
32120,Eucalyptus baueriana,2019-05-15T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917349,150.97462,,,,occurrenceRemarks withheld,2019.0,5.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR19032102,CB Council,ALA,6,2019,<1 m (6+ dp)
42558,Sonchus oleraceus,2004-05-01T12:00:00,The Crest-Appendix,Louisa,-33.905454,150.999701,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
33967,Phyllanthus gunnii,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.952058,150.980812,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council,ALA,6,2011,<1 m (6+ dp)
28823,Lepyrodia scariosa,2010-12-14T00:00:00,NP_GEORGES Vegetation Survey,Not in a reserve,-33.971219,151.028823,,,,occurrenceRemarks withheld,2010.0,12.0,14.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,PRESERVED_SPECIMEN,,ODMP99111100;VEG-NICR,CB Council,ALA,6,2010,<1 m (6+ dp)
26466,Monstera deliciosa,2020-12-04T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.97008,151.044137,,,introduced,occurrenceRemarks withheld,2020.0,12.0,4.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJG19101404,CB Council,ALA,6,2020,<1 m (6+ dp)
35875,Angophora costata,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,8,2004,<1 m (6+ dp)
27504,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.903295,150.997967,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
36498,Bothriochloa spp.,2004-05-01T12:00:00,Adept Tracey Flood Ruse Flora&Fauna Apndx6 POM,Ruse Park,-33.926102,151.034921,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
7388,Acacia parramattensis,2023-06-04T13:56:33,iNaturalist research-grade observations,Not in a reserve,-33.939102,151.098629,,,,,2023.0,6.0,4.0,,,,,David,2023-06-04T05:48:51Z,,HUMAN_OBSERVATION,,David,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
10737,Solanum mauritianum,2022-04-11T11:01:22,iNaturalist research-grade observations,Not in a reserve,-33.925805,151.010059,,,,,2022.0,4.0,11.0,,,,,Sam,2022-04-20T09:23Z,,HUMAN_OBSERVATION,,petao,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
8103,Melaleuca thymifolia,2019-02-19T20:36:00,iNaturalist research-grade observations,Not in a reserve,-33.91902,151.096662,,,,Sighting and photos (c) jocha.,2019.0,2.0,19.0,,,,,QuestaGame,2019-02-19T10:16:49Z,,HUMAN_OBSERVATION,,QuestaGame,CB Council,iNaturalist,6,2019,<1 m (6+ dp)
29949,Grevillea robusta,2009-02-28T00:00:00,GREENAPLOT Vegetation Survey,Not in a reserve,-33.910645,151.049706,,,,occurrenceRemarks withheld,2009.0,2.0,28.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,CORNI-HO;OJKP98040900,CB Council,ALA,6,2009,<1 m (6+ dp)
10623,Pilea microphylla,2024-02-21T09:43:12,iNaturalist research-grade observations,Not in a reserve,-33.883273,151.008919,,,,,2024.0,2.0,21.0,,,,,Thomas Mesaglio,2024-02-20T22:50:18Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2024,<1 m (6+ dp)
9877,Asparagus aethiopicus,2023-11-04T15:57:00,iNaturalist research-grade observations,Not in a reserve,-33.881894,151.015519,,,,,2023.0,11.0,4.0,,,,,Thomas Mesaglio,2023-11-04T05:49:33Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
23095,Dimorphotheca ecklonis,2016-06-22T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.909525,151.133937,,,introduced,occurrenceRemarks withheld,2016.0,6.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS10042000;OIXR13081400,CB Council,ALA,6,2016,<1 m (6+ dp)
1197,Acacia pubescens,2009-09-18T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89334,150.976975,,,,occurrenceRemarks withheld,2009.0,9.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
27964,Cyperus eragrostis,2016-11-18T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.963306,151.011361,,,introduced,occurrenceRemarks withheld,2016.0,11.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP17013000,CB Council,ALA,6,2016,<1 m (6+ dp)
30366,Acacia pubescens,2020-04-07T00:00:00,DPIE Data from Scientific Licences dataset,Flood Reserve,-33.935794,151.021482,,,,occurrenceRemarks withheld,2020.0,4.0,7.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS19051309,CB Council,ALA,6,2020,<1 m (6+ dp)
5978,Acacia parramattensis,2022-10-30T07:38:50,iNaturalist research-grade observations,Not in a reserve,-33.942473,151.047668,,,,,2022.0,10.0,30.0,,,,,David,2022-10-30T04:41:51Z,,HUMAN_OBSERVATION,,David,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
31444,Cymbopogon refractus,2008-03-07T00:00:00,METROCMA2 Vegetation Survey,Crest,-33.911035,150.996728,,,,occurrenceRemarks withheld,2008.0,3.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPJGI0002327;VEG-NICR,CB Council,ALA,6,2008,<1 m (6+ dp)
23064,Eucalyptus baueriana,2015-03-14T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.949172,150.974368,,,,occurrenceRemarks withheld,2015.0,3.0,14.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR13102801,CB Council,ALA,6,2015,<1 m (6+ dp)
30829,Melaleuca quinquenervia,2014-08-27T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.93791,151.041047,,,,occurrenceRemarks withheld,2014.0,8.0,27.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP07040202,CB Council,ALA,6,2014,<1 m (6+ dp)
23171,Acacia falcata,2004-05-01T12:00:00,The Crest-Appendix,Carysfield,-33.902185,150.998468,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
32210,Sonchus oleraceus,2023-03-20T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.940454,150.995817,,,introduced,occurrenceRemarks withheld,2023.0,3.0,20.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODFK24022802,CB Council,ALA,6,2023,<1 m (6+ dp)
7208,Capsella bursa-pastoris,2020-08-03T14:21:00,iNaturalist research-grade observations,Not in a reserve,-33.885657,151.013055,,,,,2020.0,8.0,3.0,,,,,Thomas Mesaglio,2020-08-03T10:49:26Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2020,<1 m (6+ dp)
9730,Aloe arborescens,2025-04-07T12:01:35,iNaturalist observations,Not in a reserve,-33.947919,151.026447,,,,,2025.0,4.0,7.0,,,,,,,,HUMAN_OBSERVATION,,dombo,CB Council,iNaturalist,6,2025,<1 m (6+ dp)
41721,Plantago lanceolata,2004-05-01T12:00:00,CondellPark Flora&Fauna Apndx4 POM,Marion Reserve,-33.914839,151.010151,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
26253,Lomandra filiformis,1999-02-11T00:00:00,WESTSYD Vegetation Survey,Carysfield,-33.900779,150.997595,,,,occurrenceRemarks withheld,1999.0,2.0,11.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OSLS05031800;OPJGI0002327,CB Council,ALA,6,1999,<1 m (6+ dp)
34507,Eucalyptus piperita,2006-11-01T00:00:00,DPIE Default Sightings,Not in a reserve,-33.97194,151.032868,,,,occurrenceRemarks withheld,2006.0,11.0,1.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09111310,CB Council,ALA,6,2006,<1 m (6+ dp)
25040,Melaleuca sieberi,2012-10-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.889923,151.048336,,,,occurrenceRemarks withheld,2012.0,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OSLS05020700,CB Council,ALA,6,2012,<1 m (6+ dp)
30843,Lantana camara,2021-12-06T00:00:00,GAP_EAST Vegetation Survey,Not in a reserve,-33.927173,151.149572,,,introduced,occurrenceRemarks withheld,2021.0,12.0,6.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09121701;OKET22042701,CB Council,ALA,6,2021,<1 m (6+ dp)
22931,Jacksonia scoparia,2011-11-11T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.940787,150.971471,,,,occurrenceRemarks withheld,2011.0,11.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OIXR13062400,CB Council,ALA,6,2011,<1 m (6+ dp)
1181,Verbena bonariensis,2014-11-07T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.895919,150.97859,,,introduced,occurrenceRemarks withheld,2014.0,11.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE04110301,CB Council,ALA,6,2014,<1 m (6+ dp)
27219,Eucalyptus eugenioides,2015-11-23T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.945555,150.979018,,,,occurrenceRemarks withheld,2015.0,11.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP09120203,CB Council,ALA,6,2015,<1 m (6+ dp)
20231,Acacia pubescens,2009-09-14T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.931587,151.036919,,,,occurrenceRemarks withheld,2009.0,9.0,14.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
40134,Lissanthe strigosa,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,Smith Park,-33.958369,150.990262,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
30838,Paspalidium distans,1999-04-21T00:00:00,GEORGES Vegetation Survey,Not in a reserve,-33.970898,151.026255,,,,occurrenceRemarks withheld,1999.0,4.0,21.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council,ALA,6,1999,<1 m (6+ dp)
40414,Lonicera japonica,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Alma Reserve,-33.963313,151.038039,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
40434,Lotus spp.,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
41779,Plectranthus verticillatus,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Cox Reserve,-33.969139,151.021958,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
26658,Acacia pubescens,2020-04-07T00:00:00,DPIE Data from Scientific Licences dataset,Flood Reserve,-33.935889,151.022367,,,,occurrenceRemarks withheld,2020.0,4.0,7.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS19051309,CB Council,ALA,6,2020,<1 m (6+ dp)
31266,Melaleuca decora,2008-01-17T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.928156,150.979715,,,,occurrenceRemarks withheld,2008.0,1.0,17.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,6,2008,<1 m (6+ dp)
8729,Grevillea mucronulata,2019-08-27T12:37:04,iNaturalist research-grade observations,Not in a reserve,-33.973062,151.028642,,flowers,,,2019.0,8.0,27.0,,,,,Guy Taseski,2019-08-27T09:51Z,,HUMAN_OBSERVATION,,Guy Taseski,CB Council,iNaturalist,6,2019,<1 m (6+ dp)
42151,Rubus ulmifolius,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Deepwater,-33.949066,150.976607,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
26976,Dianella revoluta,2009-04-16T00:00:00,BANKS_VEG Vegetation Survey,Adept Lane Reserve,-33.931844,151.036664,,,,occurrenceRemarks withheld,2009.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Bankstown City Council,HUMAN_OBSERVATION,,OJJS07082200;ODMP08080503,CB Council,ALA,6,2009,<1 m (6+ dp)
35245,Austromyrtus tenuifolia,2024-07-05T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.881627,150.997191,,,,occurrenceRemarks withheld,2024.0,7.0,5.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP2411140D,CB Council,ALA,6,2024,<1 m (6+ dp)
35266,Impatiens walleriana,2018-04-04T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917913,151.116308,,,introduced,occurrenceRemarks withheld,2018.0,4.0,4.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS19102800,CB Council,ALA,6,2018,<1 m (6+ dp)
1075,Acacia pubescens,2009-09-17T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892532,150.978291,,,,occurrenceRemarks withheld,2009.0,9.0,17.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
2568,Dodonaea triquetra,2008-03-07T00:00:00,METROCMA2 Vegetation Survey,Lansdowne,-33.893876,150.977407,,,,occurrenceRemarks withheld,2008.0,3.0,7.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPJGI0002327;VEG-NICR,CB Council,ALA,6,2008,<1 m (6+ dp)
10050,Ageratina adenophora,2023-09-21T13:27:00,iNaturalist research-grade observations,Salt Pan Reserve,-33.955349,151.040323,,flowers,,,2023.0,9.0,21.0,,,,,Thomas Mesaglio,2023-09-21T10:59:51Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
1025,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892909,150.974855,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2010,<1 m (6+ dp)
29012,Pittosporum undulatum,2013-04-17T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.93623,151.11514,,,,occurrenceRemarks withheld,2013.0,4.0,17.0,Open forest,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP10061700,CB Council,ALA,5,2013,≈1–10 m (5 dp)
39381,Hibbertia aspera,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Ashford Reserve,-33.930003,150.984825,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
21067,Acacia pubescens,2009-09-10T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.947673,150.975679,,,,occurrenceRemarks withheld,2009.0,9.0,10.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
