Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name,__source,decimals,year,precision_tier
33643,Einadia hastata,2007-07-03T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.910303,150.988021,,,,occurrenceRemarks withheld,2007.0,7.0,3.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP08071402,CB Council,ALA,6,2007,<1 m (6+ dp)
31355,Sonchus oleraceus,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929542,150.984621,,,introduced,occurrenceRemarks withheld,2020.0,3.0,6.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council,ALA,6,2020,<1 m (6+ dp)
36,Verbena rigida,2021-12-31T10:24:47,iNaturalist research-grade observations,Lansdowne,-33.901679,150.980798,,flowers,,,2021.0,12.0,31.0,,,,,Proteros,2023-02-12T10:34:25Z,,HUMAN_OBSERVATION,,werrikimbee,CB Council,iNaturalist,6,2021,<1 m (6+ dp)
38716,Eucalyptus resinifera,2004-05-01T12:00:00,Greenacre Flora&Fauna Apndx3 POM,Bromley Reserve,-33.909247,151.053065,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
22551,Pseuderanthemum variabile,1998-12-21T00:00:00,WESTSYD Vegetation Survey,Bellevue,-33.910937,150.998439,,,,occurrenceRemarks withheld,1998.0,12.0,21.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE97062300;OVLU99062101,CB Council,ALA,6,1998,<1 m (6+ dp)
34286,Cirsium vulgare,2022-11-04T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.877828,150.988911,,,introduced,occurrenceRemarks withheld,2022.0,11.0,4.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OMFZ23032802,CB Council,ALA,6,2022,<1 m (6+ dp)
4367,Dichondra repens,2014-11-06T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.894044,150.974255,,,,occurrenceRemarks withheld,2014.0,11.0,6.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,UNKN,CB Council,ALA,6,2014,<1 m (6+ dp)
8001,Passiflora caerulea,2023-01-29T15:35:00,iNaturalist research-grade observations,Not in a reserve,-33.88251,151.009008,,,,,2023.0,1.0,29.0,,,,,Thomas Mesaglio,2023-01-29T07:48:27Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
10863,Polyscias sambucifolia,2025-03-18T12:26:35,iNaturalist research-grade observations,Crest,-33.909747,150.993667,,,,,2025.0,3.0,18.0,,,,,Michael Mahoney,2025-03-18T02:38:57Z,,HUMAN_OBSERVATION,,Michael Mahoney,CB Council,iNaturalist,6,2025,<1 m (6+ dp)
8661,Billardiera scandens,2024-12-24T13:46:37,iNaturalist research-grade observations,Not in a reserve,-33.971293,151.030553,,fruits or seeds,,,2024.0,12.0,24.0,,,,,bursar,2024-12-24T02:47:01Z,,HUMAN_OBSERVATION,,bursar,CB Council,iNaturalist,6,2024,<1 m (6+ dp)
26254,Zoysia macrantha,2015-12-10T00:00:00,DPIE Data from Scientific Licences dataset,Miram-Beena,-33.908598,150.974971,,,,occurrenceRemarks withheld,2015.0,12.0,10.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR13102801,CB Council,ALA,6,2015,<1 m (6+ dp)
21267,Lepyrodia scariosa,2021-06-24T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.879133,150.987624,,,,occurrenceRemarks withheld,2021.0,6.0,24.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR14071700,CB Council,ALA,6,2021,<1 m (6+ dp)
5638,Kennedia rubicunda,2022-09-27T12:01:00,iNaturalist research-grade observations,Not in a reserve,-33.898583,151.034181,,,,,2022.0,9.0,27.0,,,,,Thomas Mesaglio,2022-09-27T03:54Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
6590,Acacia pubescens,2023-07-22T14:39:00,iNaturalist research-grade observations,Walshaw Park,-33.902444,151.003823,,,,,2023.0,7.0,22.0,,,,,bursar,2023-07-22T05:50:24Z,,HUMAN_OBSERVATION,,bursar,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
24976,Plantago lanceolata,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Miram-Beena,-33.909909,150.979481,,,introduced,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,6,2018,<1 m (6+ dp)
2540,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892886,150.975126,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2010,<1 m (6+ dp)
42092,Richardia stellaris,2004-05-01T12:00:00,Birrong Sefton Flora&Fauna Apndx3 POM,Jenson Pk,-33.883502,151.01767,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
3738,Corymbia maculata,2016-05-02T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.904674,150.979362,,,,occurrenceRemarks withheld,2016.0,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR13102801,CB Council,ALA,6,2016,<1 m (6+ dp)
30782,Acacia pubescens,2004-05-01T12:00:00,Norfolk Flora&Fauna Apndx3 POM,Norfolk Reserve,-33.893604,151.062656,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
40622,Melaleuca quinquenervia,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
9272,Trema tomentosa,2025-03-18T13:02:21,iNaturalist research-grade observations,Crest,-33.909763,150.996917,,,,,2025.0,3.0,18.0,,,,,Michael Mahoney,2025-03-18T02:58:43Z,,HUMAN_OBSERVATION,,Michael Mahoney,CB Council,iNaturalist,6,2025,<1 m (6+ dp)
20000,Themeda triandra,1999-06-28T00:00:00,GEORGES Vegetation Survey,Miram-Beena,-33.909506,150.979817,,,,occurrenceRemarks withheld,1999.0,6.0,28.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council,ALA,6,1999,<1 m (6+ dp)
35040,Grevillea juniperina,2015-09-15T00:00:00,DPIE Default Sightings,Not in a reserve,-33.890332,151.055229,,,,occurrenceRemarks withheld,2015.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OIXR15081800,CB Council,ALA,6,2015,<1 m (6+ dp)
25961,Acacia pubescens,2009-09-16T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.936551,151.040039,,,,occurrenceRemarks withheld,2009.0,9.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
42557,Sonchus oleraceus,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
123,Pavonia hastata,2023-12-21T08:44:34,iNaturalist research-grade observations,Lansdowne,-33.893805,150.969422,,,,,2023.0,12.0,21.0,,,,,robyn_young,2023-12-20T22:17:49Z,,HUMAN_OBSERVATION,,robyn_young,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
8557,Pterostylis nutans,2022-07-04T16:25:00,iNaturalist research-grade observations,Not in a reserve,-33.926657,151.145908,,,,,2022.0,7.0,4.0,,,,,Eamonn Culhane,2022-07-04T11:34:53Z,,HUMAN_OBSERVATION,,Eamonn Culhane,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
20970,Microlaena stipoides,2011-04-13T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.951399,150.974736,,,,occurrenceRemarks withheld,2011.0,4.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13062400,CB Council,ALA,6,2011,<1 m (6+ dp)
19155,Acacia pubescens,2008-11-26T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.954604,151.040741,,,,occurrenceRemarks withheld,2008.0,11.0,26.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council,ALA,6,2008,<1 m (6+ dp)
5357,Pavonia hastata,2023-11-06T12:00:00,C-B Council Reserves plot survey data 2023_Western Sydney University ,Lake Gillawarna Council Reserve,-33.90949128,150.9798222,50.0,,,,2023.0,11.0,6.0,,,,,,,,,,"M Franklin, J Bendall, D Bristol.",CB Council,ALA,8,2023,<1 m (6+ dp)
9059,Callistemon linearis,2021-10-22T14:19:00,iNaturalist observations,Salt Pan Reserve,-33.959828,151.040178,,,,,2021.0,10.0,22.0,,,,,,,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2021,<1 m (6+ dp)
21761,Acacia pubescens,2009-08-18T00:00:00,DPIE Data from Scientific Licences dataset,Carysfield,-33.903299,150.998183,,,,occurrenceRemarks withheld,2009.0,8.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
41786,Poa affinis,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Deepwater,-33.949066,150.976607,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
39207,Hakea sericea,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Richardson Reserve,-33.963555,151.027909,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
37290,Erigeron sumatrensis,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Amberdale Reserve,-33.972098,151.0034,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
1023,Acacia pubescens,2009-10-22T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.891994,150.975731,,,,occurrenceRemarks withheld,2009.0,10.0,22.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
22413,Modiola caroliniana,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.917783,150.974645,,,introduced,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,6,2018,<1 m (6+ dp)
1697,Lobelia purpurascens,1999-06-28T00:00:00,GEORGES Vegetation Survey,Lansdowne,-33.902277,150.978906,,,,occurrenceRemarks withheld,1999.0,6.0,28.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council,ALA,6,1999,<1 m (6+ dp)
38159,Einadia hastata,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.893451,150.970339,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
33126,Zieria smithii,2016-06-23T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.903408,151.096054,,OF Old Fruit,,occurrenceRemarks withheld,2016.0,6.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OCAM11011800,CB Council,ALA,6,2016,<1 m (6+ dp)
29742,Sida rhombifolia,2019-12-11T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.909648,151.085877,,,introduced,occurrenceRemarks withheld,2019.0,12.0,11.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR14091000,CB Council,ALA,6,2019,<1 m (6+ dp)
5752,Oxalis debilis,2021-11-01T00:00:00,iNaturalist research-grade observations,Not in a reserve,-33.925073,151.085446,,,,,2021.0,11.0,1.0,,,,,person10661,2021-11-06T08:03:31Z,,HUMAN_OBSERVATION,,person10661,CB Council,iNaturalist,6,2021,<1 m (6+ dp)
38340,Eragrostis curvula,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.906477,150.980754,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
25793,Acacia pubescens,2009-09-15T00:00:00,DPIE Data from Scientific Licences dataset,Norfolk Reserve,-33.89406,151.062703,,,,occurrenceRemarks withheld,2009.0,9.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
11191,Acacia decurrens,2023-06-04T13:37:47,iNaturalist research-grade observations,Not in a reserve,-33.939576,151.090355,,,,,2023.0,6.0,4.0,,,,,David,2023-06-04T05:55:10Z,,HUMAN_OBSERVATION,,David,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
41958,Pseudognaphalium luteoalbum,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
26555,Bidens pilosa,2022-08-24T00:00:00,DPIE Data from Scientific Licences dataset,Norfolk Reserve,-33.893288,151.06232,,,introduced,occurrenceRemarks withheld,2022.0,8.0,24.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OMFZ23041401,CB Council,ALA,6,2022,<1 m (6+ dp)
7628,Sonchus oleraceus,2022-09-09T13:08:00,iNaturalist research-grade observations,Not in a reserve,-33.896317,151.0269,,flowers,,,2022.0,9.0,9.0,,,,,Thomas Mesaglio,2022-09-09T06:05:14Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
29021,Juncus kraussii,2001-12-21T00:00:00,DPIE Default Sightings,Not in a reserve,-33.972962,150.996914,,,,occurrenceRemarks withheld,2001.0,12.0,21.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE96052900,CB Council,ALA,6,2001,<1 m (6+ dp)
26495,Hibbertia puberula,2019-05-20T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.91723,150.98024,,,,occurrenceRemarks withheld,2019.0,5.0,20.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR18091500;OICG19070400;OJJS20071501,CB Council,ALA,5,2019,≈1–10 m (5 dp)
42990,Veronica plebeia,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,Smith Park,-33.958369,150.990262,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
27543,Avicennia marina,2016-11-18T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.917469,150.974383,,,,occurrenceRemarks withheld,2016.0,11.0,18.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP17013000,CB Council,ALA,6,2016,<1 m (6+ dp)
38810,Eustrephus latifolius,2004-05-01T12:00:00,The Crest-Appendix,Crest,-33.908539,150.99598,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
31322,Oxalis latifolia,2004-01-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.910549,150.988188,,,introduced,occurrenceRemarks withheld,2004.0,1.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP04110301,CB Council,ALA,6,2004,<1 m (6+ dp)
35499,Anisomeles moschata,1993-01-01T04:03:28,Neil Rankin Surveys,Not in a reserve,-33.929167,151.136667,1.0,,,,1993.0,1.0,1.0,,,,nullnull,,,,HUMAN_OBSERVATION,,Wolli Creek Birdos,CB Council,ALA,6,1993,<1 m (6+ dp)
28160,Cyperus eragrostis,2004-01-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.910549,150.988188,,,introduced,occurrenceRemarks withheld,2004.0,1.0,16.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP04110301,CB Council,ALA,6,2004,<1 m (6+ dp)
1569,Notelaea longifolia,2014-11-06T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.892147,150.974029,,,,occurrenceRemarks withheld,2014.0,11.0,6.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE04110301,CB Council,ALA,6,2014,<1 m (6+ dp)
31980,Paspalum urvillei,2020-04-03T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.977766,150.996904,,,introduced,occurrenceRemarks withheld,2020.0,4.0,3.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS18050102;OJJS20082503,CB Council,ALA,6,2020,<1 m (6+ dp)
11276,Alocasia brisbanensis,2020-05-20T12:35:41,iNaturalist observations,Not in a reserve,-33.978375,151.002122,,,,,2020.0,5.0,20.0,,,,,,,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2020,<1 m (6+ dp)
39289,Hardenbergia violacea,2004-05-01T12:00:00,The Crest-Appendix,Louisa,-33.905454,150.999701,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
2863,Dianella longifolia,2006-11-23T00:00:00,DPIE Default Sightings,Lansdowne,-33.895029,150.978671,,,,occurrenceRemarks withheld,2006.0,11.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09111310,CB Council,ALA,6,2006,<1 m (6+ dp)
39313,Hardenbergia violacea,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Cox Reserve,-33.969139,151.021958,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
10337,Parietaria judaica,2022-09-04T11:25:00,iNaturalist research-grade observations,Not in a reserve,-33.917258,151.086228,,,,,2022.0,9.0,4.0,,,,,Thomas Mesaglio,2022-09-04T08:16:14Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council,iNaturalist,6,2022,<1 m (6+ dp)
36426,Billardiera scandens,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Richardson Reserve,-33.963555,151.027909,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
22465,Asparagus asparagoides,2000-07-05T00:00:00,WESTSYD2 Vegetation Survey,Not in a reserve,-33.896681,151.028616,,,introduced,occurrenceRemarks withheld,2000.0,7.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPUR23081001,CB Council,ALA,6,2000,<1 m (6+ dp)
1586,Acacia pubescens,2010-01-15T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.892651,150.974547,,,,occurrenceRemarks withheld,2010.0,1.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2010,<1 m (6+ dp)
22128,Zieria pilosa,2001-12-21T00:00:00,DPIE Default Sightings,Lambeth Reserve,-33.972761,150.998401,,,,occurrenceRemarks withheld,2001.0,12.0,21.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE96052900;OSGH99040700,CB Council,ALA,6,2001,<1 m (6+ dp)
18393,Callistemon viminalis,2019-02-21T05:19:06,Individual sighting,Not in a reserve,-33.941896,151.01374,1.0,,,"Leaves backlit showing the structure of the leaf. This species does look very different when light is transmitted through it, compared to when you view it in reflected light. The different coloured spots become very obvious. The black dots are parts of the leaf when light was not transmitted.",2019.0,2.0,21.0,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council,ALA,6,2019,<1 m (6+ dp)
36899,Casuarina glauca,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Miram-Beena,-33.909351,150.975191,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
17356,Carpobrotus glaucescens,2023-09-23T14:00:00,Individual sighting,Not in a reserve,-33.978467,151.000217,1.0,,,,2023.0,9.0,23.0,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council,ALA,6,2023,<1 m (6+ dp)
20151,Acacia pubescens,2009-09-08T00:00:00,DPIE Data from Scientific Licences dataset,Louisa,-33.905995,150.998207,,,,occurrenceRemarks withheld,2009.0,9.0,8.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,6,2009,<1 m (6+ dp)
9005,Podolobium ilicifolium,2020-09-18T15:12:26,iNaturalist research-grade observations,Not in a reserve,-33.890209,151.033117,,,,,2020.0,9.0,18.0,,,,,caitlinribolli,2020-09-18T21:58:08Z,,HUMAN_OBSERVATION,,caitlinribolli,CB Council,iNaturalist,6,2020,<1 m (6+ dp)
5973,Gompholobium glabratum,2023-09-02T11:19:27,iNaturalist observations,Not in a reserve,-33.973484,151.013632,,,,,2023.0,9.0,2.0,,,,,,,,HUMAN_OBSERVATION,,Neil Ross,CB Council,iNaturalist,6,2023,<1 m (6+ dp)
35349,Phyllota phylicoides,2010-12-14T00:00:00,NP_GEORGES Vegetation Survey,Not in a reserve,-33.971219,151.028823,,,,occurrenceRemarks withheld,2010.0,12.0,14.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,PRESERVED_SPECIMEN,,ODMP99111100;VEG-NICR,CB Council,ALA,6,2010,<1 m (6+ dp)
21651,Carex appressa,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Ashford Reserve,-33.929733,150.98307,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,6,2018,<1 m (6+ dp)
9808,Notelaea venosa,2024-05-09T16:01:32,iNaturalist observations,Lansdowne,-33.895313,150.973922,,,,,2024.0,5.0,9.0,,,,,,,,HUMAN_OBSERVATION,,Matt,CB Council,iNaturalist,6,2024,<1 m (6+ dp)
41798,Poa affinis,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Picnic Point Reserve,-33.977563,150.996147,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
4155,Poranthera microphylla,2014-11-06T00:00:00,GC-offsets Vegetation Survey,Lansdowne,-33.892571,150.975165,,,,occurrenceRemarks withheld,2014.0,11.0,6.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,ORXM97042200,CB Council,ALA,6,2014,<1 m (6+ dp)
8865,Stylidium graminifolium,2020-09-12T13:00:15,iNaturalist observations,Not in a reserve,-33.981047,151.011506,,,,,2020.0,9.0,12.0,,,,,,,,HUMAN_OBSERVATION,,oliviabernauer,CB Council,iNaturalist,6,2020,<1 m (6+ dp)
3465,Plantago lanceolata,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89111,150.970745,,,introduced,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,6,2018,<1 m (6+ dp)
32294,Plantago lanceolata,2016-06-22T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.918567,151.044908,,,introduced,occurrenceRemarks withheld,2016.0,6.0,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS10042000;OIXR13081400,CB Council,ALA,6,2016,<1 m (6+ dp)
11061,Calotis cuneifolia,2024-09-27T07:18:30,iNaturalist observations,Walshaw Park,-33.901985,151.003334,,,,,2024.0,9.0,27.0,,,,,,,,HUMAN_OBSERVATION,,jaydevittor,CB Council,iNaturalist,6,2024,<1 m (6+ dp)
24147,Kunzea ambigua,2019-03-08T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.905179,151.038241,,,,occurrenceRemarks withheld,2019.0,3.0,8.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17042400,CB Council,ALA,6,2019,<1 m (6+ dp)
40555,Melaleuca diosmatifolia,2004-05-01T12:00:00,The Crest-Appendix,Louisa,-33.905454,150.999701,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
27488,Convolvulus erubescens,2010-11-15T00:00:00,DPIE Default Sightings,Deepwater,-33.95,150.978,,,,occurrenceRemarks withheld,2010.0,11.0,15.0,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,ODMP11031700,CB Council,ALA,3,2010,≈100–1000 m (3 dp)
3371,Acacia decurrens,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Lansdowne,-33.89111,150.970745,,,,occurrenceRemarks withheld,2018.0,5.0,23.0,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council,ALA,6,2018,<1 m (6+ dp)
40026,Leucopogon juniperinus,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,East Hills Park,-33.96446,150.982875,,,,,2004,5,1,,,,,,,,,,,CB Council,Prototype,6,2004,<1 m (6+ dp)
32630,Ehrharta erecta,2008-02-14T00:00:00,METROCMA2 Vegetation Survey,Kelso Beach,-33.952205,150.981156,,,introduced,occurrenceRemarks withheld,2008.0,2.0,14.0,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,VEG-NICR;OPUR23081001,CB Council,ALA,6,2008,<1 m (6+ dp)
