reserve_id,asset_name,location,suburb,asset_type,asset_sub_type,asset_class,shape_file_name,shape_file_path
172,Jubilee Reserve,"14A Bellevue Avenue, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
173,Raleigh Reserve,"86 Raleigh Road, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
174,Amour Park,"41 Iluka Street, Revesby",Revesby,"Active, Aquatic",Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
175,Belmore Sports Ground,"3B Edison Lane, Belmore",Belmore,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
176,Matthews Reserve,"25 Matthews Avenue, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
177,Alice Park,"60 Reynolds Avenue, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
178,Harcourt Reserve,"56-64 Seventh Avenue, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
179,Ellesmere Reserve,"62 Ellesmere Street, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
180,Norm Nielson Reserve,"239A Roberts Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
181,Abel Reserve,"1B Marco Avenue, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
182,"Unnamed Reserve, Raymond Street","25 Raymond Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
183,Burnett Street - Small Park,"Burnett Street, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
184,Canterbury Bowling Club,"15 Close Street, Canterbury",Canterbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
185,Kawana Reserve,"31 Kawana Street, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
186,Lucinda Reserve,"28 Yvonne Crescent, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
187,Illoura Reserve,"36 Bray Avenue, Earlwood",Earlwood,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
188,Stacey Street Reserve,"94 Gardenia Avenue, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
189,Bazentin Street Reserve,"42921 Bazentin Street, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
190,Alcoomie Reserve,"111B Alcoomie Street, Villawood",Villawood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
191,Deverall Park,"75 Yanderra Street, Condell Park",Condell Park,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
192,Henty Park,"31A Brodie Street, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
193,Gillies Lane Reserve,"59 Quigg Street, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
194,Anne Pringle Reserve,"119A Dennis Street, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
195,"Unnamed Reserve, 2020 Hope Lane","2020 Hope Lane, Regents Park",Regents Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
196,Pullen Reserve,"81 Little Road, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
197,East Hills Park,"564-574 Henry Lawson Drive, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
198,Seidel Reserve,"31 Seidel Avenue, Picnic Point",Picnic Point,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
199,Collingwood Avenue Reserve,"10A Vimy Street, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
200,Bazentin Street - Small Park,"Bazentin Street, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
201,Guide Park,"38 Redman Parade, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
202,"Unnamed Reserve, Third Avenue","41 Third Avenue, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
203,Windsor Park,"1A Brunker Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
204,"Montgomery Reserve, Earlwood","11 Karool Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
205,Clemton Park,"60B Moorefields Road, Kingsgrove",Kingsgrove,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
206,Beauty Point Reserve,"111 Dilke Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
207,Warwick Reserve,"102 Columbine Avenue, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
208,Parkhurst Reserve,"1 Parkhurst Avenue, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
209,Boomerang Reserve,"925 Henry Lawson Drive, Revesby Heights",Revesby Heights,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
210,Cammarlie Reserve,"1A Cammarlie Street, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
211,Willunga Avenue - Small Park,"Willunga Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
212,Tweedie Park,"9 Lawford Street, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
213,Wanstead Reserve,"18 Wanstead Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
214,"Unnamed Reserve, Rogers Street","47 Rogers Street, Roselands",Roselands,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
215,Stoddard Street - Small Park,"Stoddard Street, Roselands",Roselands,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
216,Sutcliffe Reserve,"91 Birdwood Road, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
217,Samoa Reserve,"9A Samoa Avenue, Picnic Point",Picnic Point,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
218,Anzac Park,"28A Anglo Road, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
219,"Unnamed Reserve, Braesmere Road","53A Braesmere Road, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
220,Hamel Crescent - Small Park,"Hamel Crescent, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
221,Hampden Road Reserve,"44 Hampden Road, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
222,Peppermint Grove Reserve,"6 Peppermint Grove, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
223,Wright Reserve,"13A Wright Close, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
224,Ashcroft Reserve,"30A Ashcroft Street, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
225,Gray Reserve,"56 Alan Street, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
226,Thella Kenway Reserve,"209 Marion Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
227,Grace Reserve,"40 Higgins Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
228,Heynes Reserve,"62 Berna Street, Canterbury",Canterbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
229,Laundy Reserve,"26 Sevenoaks Crescent, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
230,Mannell Reserve,"182 Marion Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
231,Beatrice Street Reserve,"100 Beatrice Street, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
232,Bellevue Reserve,"16 Bellevue Avenue, Georges Hall",Georges Hall,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
233,Wise Reserve,"176 Bonds Road, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
234,Alison Street - Small Park,"Alison Street, Croydon Park",Croydon Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
235,Waldron Reserve,"52A Waldron Road, Sefton",Sefton,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
236,Inglebar Reserve,"2 Inglebar Street, Villawood",Villawood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
237,McClean St Reserve,"2 Mc Clean Street, Bass Hill",Bass Hill,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
238,McKevitte Reserve,"12 Mc Kevitte Avenue, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
239,Cooks River Reserve 5,"21A Byron Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
240,Fairmount Street Reserve,"31 Fairmount Street, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
241,Jacob Park,"61 Jones Avenue, Potts Hill",Potts Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
242,Moxon Road Reserve,"2 Moxon Road, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
243,"Unnamed Reserve, Roosevelt Avenue Circle 1","13 Roosevelt Avenue, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
244,Albert Road - Small Park,"Albert Street, Croydon Park",Croydon Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
245,Lambeth Reserve,"760 Henry Lawson Drive, Picnic Point",Picnic Point,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
246,"Unnamed Reserve, 2020 Berkley Road","2020 Berkley Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
247,Ethyl Pyers Reserve,"85A Wilbur Street, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
248,Rose Park,"84A Woods Road, Sefton",Sefton,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
249,Marden Reserve,"21 Marden Street, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
250,Carysfield Park,"2A Johnston Road, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
251,Orchard Reserve,"79 Orchard Road, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
252,Chick Street - Small Park,"Chick Street, Roselands",Roselands,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
253,Campsie Street - Small Park,"Campsie Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
254,Virgil Cul-de-sac,"2005 Virgil Avenue, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
255,Ryan Park,"8A Middleton Road, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
256,Woodland Reserve,"9B Woodland Road, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
257,Kinch Reserve,"2 Third Avenue, Condell Park",Condell Park,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
258,Allum Park,"9A Karuah Street, Greenacre",Greenacre,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
259,Keswick Reserve,"41 Balmoral Crescent, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
260,"Unnamed Reserve, Revesby Place","2A Revesby Place, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
261,Brooke Reserve,"50 Lucinda Avenue, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
262,Carlowrie Reserve,"3B Carlowrie Crescent, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
263,Langdale Reserve,"15A Langdale Avenue, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
264,Whitmarsh Park,"2 Gow Street, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
265,Roseanne Avenue Reserve,"13A Raymond Avenue, Roselands",Roselands,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
266,Little Salt Pan Creek Reserve,"21 Curzon Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
267,Girrahween Park (National Park),"2 Sutton Avenue, Earlwood",Earlwood,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
268,Dorothy Park,"60 Griffiths Avenue, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
269,Banks Road Park,"18A Banks Road, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
270,Louisa Reserve,"1 Johnston Road, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
271,Belmore Station Reserve,"32-36 Redman Parade, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
272,Ewen Park,"68 Tennent Parade, Hurlstone Park",Hurlstone Park,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
273,Whittle Reserve,"58 Whittle Avenue, Milperra",Milperra,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
274,Harold Street - Small Park,"Harold Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
275,Roma Reserve,"13 Playford Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
276,Jack Chesher Reserve,"12A Kilkee Avenue, Kingsgrove",Kingsgrove,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
277,R.M. Campbell Reserve,"14 Sir Joseph Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
278,Eynham Reserve,"32 Eynham Road, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
279,Cooks River Reserve 2,"24 Charles Street, Canterbury",Canterbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
280,Viking Street End,"87A Viking Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
281,Suva Reserve,"98 Greenacre Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
282,Gardenia Avenue Reserve,"65 Gardenia Avenue, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
283,Euston Reserve,"2C Euston Road, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
284,Eldridge Reserve,"81A Eldridge Road, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
285,Heritage Reserve,"53 Amiens Avenue, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
286,St Judes Crescent Reserve,"1A St Jude Crescent, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
287,Cooks River 5,"Adam Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
288,Rorie Reserve,"29 Alma Road, Padstow",Padstow,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
289,Starr Reserve,"6A Starr Avenue, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
290,Thurina Park,"1A Alcoomie Street, Villawood",Villawood,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
291,ONeill Park,"17 Nobbs Road, Yagoona",Yagoona,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
292,Northcote Park,"260 Waterloo Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
293,Richard Podmore Reserve,"51-57 Karne Street, Narwee",Narwee,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
294,Canterbury Public Golf Course,"186-192 Moorefields Road, Beverly Hills",Beverly Hills,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
295,Kirrang Street Reserve,"8 Kirrang Street, Beverly Hills",Beverly Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
296,Apex Park,"321 Hume Highway, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
297,Sylvan Grove Native Gardens,"7 Sylvan Grove, Picnic Point",Picnic Point,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
298,"Unnamed Reserve, Roosevelt Avenue Circle 2","13B Roosevelt Avenue, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
299,Peter Reserve,"28 Peter Crescent, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
300,Bettina Reserve,"7A Bettina Court, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
301,Carrington Square,"2 Carrington Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
302,Pat O'Connor Reserve 2,"20 Anzac Street, Canterbury",Canterbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
303,Saxon Street - Small Park,"Saxon Street, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
304,Padstow Park,"24 Davies Road, Padstow",Padstow,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
305,Gilliver Reserve,"25 Northcote Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
306,Roberts Park,"35 Waterloo Road, Greenacre",Greenacre,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
307,Flood Reserve,"267 Canterbury Road, Revesby",Revesby,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
308,Douglas Reserve,"20 Douglas Street, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
309,The River Reserve,"313 The River Road, Revesby Heights",Revesby Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
310,Edwards Reserve,"1 Braesmere Road, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
311,Knox Street - Small Park,"50 Knox Street, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
312,Potts Park,"144 Rookwood Road, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
313,Bankstown City Gardens,"73 Restwell Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
314,OBrien Park,"80 Cragg Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
315,Ken McLean Reserve,"Harp Street, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
316,Kurrajong Reserve,"48 Kurrajong Avenue, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
317,Austin Reserve,"18B Austin Boulevarde, Picnic Point",Picnic Point,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
318,Wilton Reserve,"1 Wendy Avenue, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
319,McLeod Reserve,"373 Hume Highway, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
320,Dryden Street - Small Park,"Dryden Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
321,Eickenloff Park,"26 Childs Street, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
322,Cairds Reserve,"12 Cairds Avenue, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
323,Roselands Aquatic Centre,"2 Diana Avenue, Roselands",Roselands,"Aquatic, Passive",Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
324,Bexley Road - Small Park,"Bexley Road, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
325,Abbott Park,"12 Banool Street, Chester Hill",Chester Hill,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
326,Lincoln Reserve,"17 Lincoln Road, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
327,Windarra Reserve,"32 Windarra Street, Narwee",Narwee,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
328,Kelso Park South,"41 Childs Street, Panania",Panania,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
329,Marco Reserve,"24 Homelea Avenue, Panania",Panania,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
