reserve_id,asset_name,location,suburb,asset_type,asset_sub_type,asset_class,shape_file_name,shape_file_path
330,Ruse Park,"84 Stacey Street, Bankstown",Bankstown,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
331,Joanna Thompson Reserve,"43016 Woolcott Street, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
332,Churchill Reserve,"20 Bushland Drive, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
333,Ibex Street - Small Park,"Ibex Street, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
334,Russ Wheeler Reserve,"158 Virgil Avenue, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
335,Stevens Reserve,"170 Stacey Street, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
336,Maluga Passive Park,"96 Gascoigne Road, Birrong",Birrong,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
337,Croydon Park,"209 Croydon Avenue, Croydon Park",Croydon Park,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
338,Tucker Reserve,"19A Carysfield Road, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
339,Avalon Reserve,"16 Rodd Street, Birrong",Birrong,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
340,Peel Park,"12 Moreton Street, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
341,McLaughlin Oval,"48A Wiggs Road, Riverwood",Riverwood,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
342,Federation Reserve,"67A Second Avenue, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
343,Greenacre Heights Reserve,"116 Greenacre Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
344,Wattawa Reserve,"151 The Avenue, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
345,Johnstone Reserve,"75 Bransgrove Road, Revesby",Revesby,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
346,Sturt Reserve,"451 Marion Street, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
347,Cooks River 3,"15A Birdwood Avenue, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
348,Frank Moulang Reserve,"9 Zonnebeke Crescent, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
349,Boronia Street - Small Park,"Boronia Street, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
350,Playford Park,"15 Cahors Road, Padstow",Padstow,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
351,Berrima Reserve,"24 Berrima Avenue, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
352,Mary Barry Park,"19 South Terrace, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
353,Riga Reserve,"45 Riga Avenue, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
354,Bloxsome Park,"20 Purvis Avenue, Potts Hill",Potts Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
355,Toby Reserve,"33A Toby Crescent, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
356,Gillman Reserve,"1 Heather Street, Yagoona",Yagoona,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
357,Clarke Reserve,"8A Burley Road, Padstow",Padstow,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
358,Picken Oval,"58B Hampton Street, Croydon Park",Croydon Park,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
359,Dinora Street - Small Park,"Dinora Street, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
360,Monash Reserve,"616 Henry Lawson Drive, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
361,Mildura Reserve,"85B-85C Brighton Avenue, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
362,Shellcote Road Reserve,"21 Shellcote Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
363,SJ Harrison Reserve,"36 Bray Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
364,"Unnamed Reserve, 495 Henry Lawson Drive","495 Henry Lawson Drive, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
365,Eulabah Street Reserve,"2A Eulabah Avenue, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
366,Grahame Thomas Oval,"195 Chapel Road, Bankstown",Bankstown,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
367,Picnic Point Reserve,"3B Carinya Road, Picnic Point",Picnic Point,"Bushland, Passive",Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
368,Buckwall Reserve,"8 Tonga Close, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
369,Suncroft Reserve,"38 Donington Avenue, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
370,Graf Park,"29 George Street, Yagoona",Yagoona,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
371,"Unnamed Reserve, Daisy Street","47 Daisy Street, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
372,"Unnamed Reserve, Biara Avenue","42890 Biara Avenue, Clemton Park",Clemton Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
373,"Montgomery Reserve, Padstow","4A Montgomery Avenue, Padstow",Padstow,"Bushland, Passive",Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
374,"Unnamed Reserve, Punchbowl Road","899A Punchbowl Road, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
375,Patterson Reserve,"8 Patterson Close, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
376,Magney Reserve,"17 Auburn Road, Regents Park",Regents Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
377,Tyalgum Reserve,"12A Tyalgum Avenue, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
378,Statham Street Reserve,"42983 Statham Street, Belfield",Belfield,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
379,Gail Reserve,"12 Gail Place, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
380,Rex Reserve,"42 Rex Road, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
381,Bennett Park,"88 Karne Street, Riverwood",Riverwood,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
382,Griffith Park,"4A Olympic Parade, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
383,Taylor Reserve,"1A Enright Street, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
384,"Unnamed Reserve, Marco Avenue","75A & 75B &75C Marco Avenue, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
385,Boggabilla Reserve,"965 Hume Highway, Bass Hill",Bass Hill,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
386,Oswald Street - Small Park,"Oswald Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
387,Warren Reserve,"750 Punchbowl Road, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
388,Tasker Park,"19 Charles Street, Canterbury",Canterbury,"Active, Aquatic",Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
389,Little Tasker Park,"42767 East Parade, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
390,John Mountford Reserve,"15 Welfare Avenue, Narwee",Narwee,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
391,Deepwater Park,"2 Maxwell Avenue, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
392,Nugent Park South,"68 Wellington Road, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
393,Rosedale Park,"19 Riverside Road, Croydon Park",Croydon Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
394,Cheryl Reserve,"5 Cheryl Avenue, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
395,Dilke Reserve,"18 Bernard Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
396,"Unnamed Reserve, Arizona Place","1A Arizona Place, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
397,Harden Reserve,"10 Harden Crescent, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
398,Cooks River 2,"25 Robert Street, Canterbury",Canterbury,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
399,Kelso Park North,"565 Henry Lawson Drive, Panania",Panania,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
400,Kardella Crescent Reserve,"41 Kardella Crescent, Narwee",Narwee,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
401,Denman Reserve,"94 Wendy Avenue, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
402,"Unnamed Reserve, 491 Henry Lawson Drive","491 Henry Lawson Drive, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
403,Walshaw Park,"4 Trebartha Street, Bass Hill",Bass Hill,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
404,Terpentine Reserve,"19 Terpentine Place, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
405,Canterbury Park,"55 King Street, Canterbury",Canterbury,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
406,Kentucky/Wyoming Reserve,"5A Kentucky Road, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
407,Brande Street - Small Park,"Brande Street, Belmore",Belmore,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
408,East Hill Scout Hall,"629 Henry Lawson Drive, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
409,"Unnamed Reserve, 20A Curzon Road","20A Curzon Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
410,Morgans Creek Reserve,"330 The River Road, Revesby Heights",Revesby Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
411,Flinders Slopes,"48 Henry Lawson Drive, Lansdowne",Lansdowne,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
412,Wall Reserve,"167 Beaconsfield Street, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
413,Jacaranda Reserve,"2 Denman Road, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
414,Mount Lewis Park,"151A Wattle Street, Mount Lewis",Mount Lewis,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
415,Waterworth Park,"2 Bayview Avenue, Earlwood",Earlwood,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
416,Parry Park,"21C Koala Road, Lakemba",Lakemba,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
417,Braeside Crescent Reserve,"20 Braeside Crescent, Earlwood",Earlwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
418,Pivetta Reserve,"7A Pivetta Street, Revesby",Revesby,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
419,Hillcrest Reserve,"186 Old Kent Road, Mount Lewis",Mount Lewis,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
420,Wren Reserve,"31 Wren Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
421,Kingsbury Reserve,"14 Warejee Street, Kingsgrove",Kingsgrove,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
422,Presland Reserve,"6 Presland Avenue, Revesby",Revesby,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
423,Rosalie Reserve,"13 Rosalie Crescent, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
424,Woodville Reserve,"341 Woodville Road, Villawood",Villawood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
425,Coleman Park,"25 Rabaul Road, Bankstown Aerodrome",Bankstown Aerodrome,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
426,Dunstan Reserve,"6 Dunstan Avenue, Milperra",Milperra,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
427,"Unnamed Reserve, 51 Beatty Parade","51 Beatty Parade, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
428,Watt Reserve,"30 Mitchell Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
429,Paul Keating Park,"375 Chapel Road, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
430,Lansdowne Reserve,"31 Henry Lawson Drive, Lansdowne",Lansdowne,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
431,Kelso Beach Reserve,"468-470 Henry Lawson Drive, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
432,Kirrily Reserve,"70 Lucinda Avenue, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
433,Mimosa Reserve,"54 Mimosa Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
434,Melford Street Reserve,"108 Crinan Street, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
435,McGuigan Place - Small Park,"2030 Waterloo Road, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
436,Baltimore Street - Small Park,"Baltimore Street, Campsie",Campsie,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
437,"Unnamed Reserve, 1 Hanna Street","1 Hanna Street, Potts Hill",Potts Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
438,Salamander Reserve,"16017 Salamander Place, Mount Lewis",Mount Lewis,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
439,Railway Street - Small Park,"Railway Street, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
440,"Unnamed Reserve, 261 Hume Highway","261 Hume Highway, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
441,Jensen Park,"30A Clapham Road, Regents Park",Regents Park,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
442,Rotary Park North,"122 Belmore Road, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
443,The Boulevarde Reserve,"120-124 Railway Parade, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
444,Remembrance Driveway,"767 Hume Highway, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
445,Emma Reserve,"24 Macdonald Street, Lakemba",Lakemba,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
446,Cos Egan Reserve,"551 Chapel Road, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
447,"Unnamed Reserve, Henry Lawson Drive","739 Henry Lawson Drive, Picnic Point",Picnic Point,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
448,Beaman Park,"167 Riverview Road, Earlwood",Earlwood,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
449,Explorer Reserve,"38 Sturt Avenue, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
450,Miller Reserve,"197 Miller Road, Villawood",Villawood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
451,Dawn Reserve,"20A Dawn Avenue, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
452,Dunkeld Reserve,"9A Dunkeld Avenue, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
453,Josephine Reserve,"5 Josephine Crescent, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
454,Dalton Reserve,"41 Manahan Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
455,"Unnamed Reserve, Johnston Road","66 Johnston Road, Bass Hill",Bass Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
456,"Unnamed Reserve, 2010 Berkley Road","1 Berkley Road, Padstow Heights",Padstow Heights,Bushland,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
457,Phil Engisch Reserve,"62 The Mall , Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
458,Milperra Reserve,"121 Ashford Avenue, Milperra",Milperra,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
459,"Unnamed Reserve, 60 Arinya Street","60 Arinya Street, Kingsgrove",Kingsgrove,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
460,Napoli Reserve,"53 Napoli Street, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
461,Martha Reserve,"11 Martha Street, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
462,Roosevelt/Minnesota Reserve,"11 Roosevelt Avenue, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
463,Panania Civic Precinct,"77 Anderson Avenue, Panania",Panania,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
464,Kentucky Reserve,"256A Henry Lawson Drive, Bankstown Aerodrome",Bankstown Aerodrome,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
465,Fernhill Street Reserve,"19A Fernhill Street, Hurlstone Park",Hurlstone Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
466,Elouera Street Reserve,"36 Elouera Street, Beverly Hills",Beverly Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
467,Hughes Place Reserve,"1 Hughes Place, Chester Hill",Chester Hill,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
468,Diffey Street Drain Reserve,"688 Hume Highway, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
469,Moorefields Cemetery,"96A Moorefields Road, Kingsgrove",Kingsgrove,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
470,Brancourt Reserve,"55A-55B Brancourt Avenue, Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
471,Duke Reserve,"9 Duke Street, East Hills",East Hills,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
472,Court House Reserve,"64 The Mall , Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
473,Allder Park,"201A Rodd Street, Sefton",Sefton,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
474,Stiller Reserve,"32 Stiller Place, Greenacre",Greenacre,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
475,Rolestone Avenue - Small Park,"Rolestone Avenue, Kingsgrove",Kingsgrove,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
476,Mazarin Street Reserve,"24-26 Mazarin Street, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
477,Werona Reserve,"16 Werona Avenue, Padstow",Padstow,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
478,Bankstown Interchange,"143 Bankstown City Plaza , Bankstown",Bankstown,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
479,Colechin Reserve,"61 Colechin Street, Yagoona",Yagoona,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
480,Mitchell Reserve,"40 Lee Street, Condell Park",Condell Park,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
481,Eldon Reserve,"34 Surrey Avenue, Georges Hall",Georges Hall,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
482,Lockwood Park,"352 Waterloo Road, Greenacre",Greenacre,Active,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
483,"Unnamed Reserve, Vermont Crescent","2A Vermont Crescent, Riverwood",Riverwood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
484,Arthur Park,"63 James Street, Punchbowl",Punchbowl,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
485,Goondah Reserve,"1 Coolalie Street, Villawood",Villawood,Passive,Park/Reserve,Parks,Parks Gardens MD_region.shp,Shapefiles\Parks Gardens MD_region.shp
