occurrence_id,scientific_name,decimal_latitude,decimal_longitude,reserve_id,pct_id,missing_reserve,missing_pct
398,Sida rhombifolia,-33.909506,150.979817,530.0,9.0,False,False
399,Asparagus asparagoides,-33.909909,150.979481,530.0,9.0,False,False
400,Dichondra repens,-33.909506,150.979817,530.0,9.0,False,False
401,Brunoniella australis,-33.909909,150.979481,530.0,9.0,False,False
402,Araujia sericifera,-33.909909,150.979481,530.0,9.0,False,False
403,Rytidosperma tenuius,-33.90917,150.98064,530.0,9.0,False,False
404,Tetragonia tetragonoides,-33.908598,150.974971,535.0,1.0,False,False
405,Cenchrus clandestinus,-33.908598,150.974971,535.0,1.0,False,False
406,Dichelachne rara,-33.909506,150.979817,530.0,9.0,False,False
407,Paspalum dilatatum,-33.909506,150.979817,530.0,9.0,False,False
408,Bursaria spinosa subsp. spinosa,-33.909909,150.979481,530.0,9.0,False,False
409,Aristida ramosa,-33.909506,150.979817,530.0,9.0,False,False
410,Brunoniella australis,-33.909506,150.979817,530.0,9.0,False,False
411,Juncus kraussii subsp. australiensis,-33.908598,150.974971,535.0,1.0,False,False
412,Cardiospermum grandiflorum,-33.908598,150.974971,535.0,1.0,False,False
413,Plantago lanceolata,-33.909506,150.979817,530.0,9.0,False,False
414,Chloris ventricosa,-33.909909,150.979481,530.0,9.0,False,False
415,Sida rhombifolia,-33.909506,150.979817,530.0,9.0,False,False
416,Sporobolus creber,-33.909506,150.979817,530.0,9.0,False,False
417,Casuarina glauca,-33.908406,150.980748,530.0,1.0,False,False
418,Cestrum parqui,-33.908598,150.974971,535.0,1.0,False,False
419,Setaria parviflora,-33.909506,150.979817,530.0,9.0,False,False
420,Poranthera microphylla,-33.909506,150.979817,530.0,9.0,False,False
421,Erigeron sumatrensis,-33.909506,150.979817,530.0,9.0,False,False
422,Microlaena stipoides var. stipoides,-33.909506,150.979817,530.0,9.0,False,False
423,Acacia decurrens,-33.909909,150.979481,530.0,9.0,False,False
424,Wahlenbergia gracilis,-33.909506,150.979817,530.0,9.0,False,False
425,Cassinia aculeata,-33.909909,150.979481,530.0,9.0,False,False
426,Bidens pilosa,-33.908406,150.980748,530.0,1.0,False,False
427,Einadia hastata,-33.909506,150.979817,530.0,9.0,False,False
428,Bidens pilosa,-33.909909,150.979481,530.0,9.0,False,False
429,Einadia hastata,-33.909909,150.979481,530.0,9.0,False,False
430,Eucalyptus tereticornis,-33.908406,150.980748,530.0,1.0,False,False
431,Plantago lanceolata,-33.909909,150.979481,530.0,9.0,False,False
432,Eucalyptus tereticornis,-33.909506,150.979817,530.0,9.0,False,False
433,Eragrostis leptostachya,-33.909909,150.979481,530.0,9.0,False,False
434,Linum marginale,-33.908598,150.974971,535.0,1.0,False,False
435,Aristida ramosa,-33.909909,150.979481,530.0,9.0,False,False
436,Sporobolus creber,-33.909909,150.979481,530.0,9.0,False,False
437,Microlaena stipoides var. stipoides,-33.909506,150.979817,530.0,9.0,False,False
438,Rytidosperma caespitosum,-33.909909,150.979481,530.0,9.0,False,False
439,Glycine tabacina,-33.909506,150.979817,530.0,9.0,False,False
440,Themeda triandra,-33.909909,150.979481,530.0,9.0,False,False
441,Tradescantia fluminensis,-33.908598,150.974971,535.0,1.0,False,False
442,Desmodium varians,-33.909909,150.979481,530.0,9.0,False,False
443,Eucalyptus tereticornis,-33.909909,150.979481,530.0,9.0,False,False
444,Aristida vagans,-33.909909,150.979481,530.0,9.0,False,False
445,Sida rhombifolia,-33.908406,150.980748,530.0,1.0,False,False
446,Eucalyptus moluccana,-33.909909,150.979481,530.0,9.0,False,False
447,Aristida vagans,-33.909506,150.979817,530.0,9.0,False,False
448,Cheilanthes sieberi subsp. sieberi,-33.909909,150.979481,530.0,9.0,False,False
449,Callistemon viminalis,-33.908406,150.980748,530.0,1.0,False,False
450,Olea europaea subsp. cuspidata,-33.908406,150.980748,530.0,1.0,False,False
451,Avicennia marina subsp. australasica,-33.908598,150.974971,535.0,1.0,False,False
452,Chloris ventricosa,-33.90917,150.98064,530.0,9.0,False,False
453,Lysimachia arvensis,-33.909506,150.979817,530.0,9.0,False,False
454,Indigofera australis,-33.909909,150.979481,530.0,9.0,False,False
