OBJECTID,PCTID,Shape_Leng,Shape_Area,labels,PCTName,vegForm,vegClass,form_PCT
323615,3619,4039.489290656790217,48934.652147260792844,PCT : 3619,Sydney Hinterland Enriched Sandstone Bloodwood Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Hinterland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Hinterland Enriched Sandstone Bloodwood Forest
323616,3619,5141.705296302698116,160629.716994629474357,PCT : 3619,Sydney Hinterland Enriched Sandstone Bloodwood Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Hinterland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Hinterland Enriched Sandstone Bloodwood Forest
324084,3813,5835.570981134572321,180165.586597223620629,PCT : 3813,Sydney Hinterland Dwarf Apple Low Woodland,Heathlands,Sydney Coastal Heaths,(Heathlands) Sydney Hinterland Dwarf Apple Low Woodland
324085,3813,1462.616644368787547,27076.418165245308046,PCT : 3813,Sydney Hinterland Dwarf Apple Low Woodland,Heathlands,Sydney Coastal Heaths,(Heathlands) Sydney Hinterland Dwarf Apple Low Woodland
324087,3813,6079.726195329036273,235618.290145784732886,PCT : 3813,Sydney Hinterland Dwarf Apple Low Woodland,Heathlands,Sydney Coastal Heaths,(Heathlands) Sydney Hinterland Dwarf Apple Low Woodland
324265,3814,5523.382032234950202,96863.667127289605560,PCT : 3814,Woronora Plateau Heath-Mallee,Heathlands,Sydney Coastal Heaths,(Heathlands) Woronora Plateau Heath-Mallee
324266,3814,895.059929778293963,8940.309612528904836,PCT : 3814,Woronora Plateau Heath-Mallee,Heathlands,Sydney Coastal Heaths,(Heathlands) Woronora Plateau Heath-Mallee
324298,3963,5212.392822455875830,97832.365849438807345,PCT : 3963,Estuarine Reedland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Estuarine Reedland
324299,3963,5606.898010802525278,72208.058784733497305,PCT : 3963,Estuarine Reedland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Estuarine Reedland
324300,3963,4828.742885579403264,65842.911344114952954,PCT : 3963,Estuarine Reedland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Estuarine Reedland
324304,3972,5395.154244619385281,65033.991671140975086,PCT : 3972,Sydney Creekflat Wetland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Sydney Creekflat Wetland
324306,3972,3926.048510499220356,53720.551587646121334,PCT : 3972,Sydney Creekflat Wetland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Sydney Creekflat Wetland
324325,4006,4343.514366668300681,53926.069014052329294,PCT : 4006,Northern Paperbark-Swamp Mahogany Saw-sedge Forest,Forested Wetlands,Coastal Swamp Forests,(Forested Wetlands) Northern Paperbark-Swamp Mahogany Saw-sedge Forest
324342,4024,5799.261506074522003,76788.019955196970841,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
324343,4024,5404.856848635565257,57250.567882920622651,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
324344,4024,5574.948540367271562,57147.007117861809093,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
324358,4027,4306.284782808195814,58869.590929078112822,PCT : 4027,Estuarine Swamp Oak-Mangrove Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak-Mangrove Forest
324386,4028,5652.953980561768731,55594.570186081378779,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
324387,4028,5415.462523782412063,47579.312115831642586,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
324388,4028,5741.486086523845188,85728.569331021091784,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
324389,4028,5461.181023520188319,55519.203593262303912,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
324390,4028,5462.636615380299190,50061.364880457935215,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
324399,4057,5871.486128498389917,86056.214662529528141,PCT : 4057,Sydney Creekflat Swamp Mahogany-Paperbark Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Sydney Creekflat Swamp Mahogany-Paperbark Forest
324400,4057,3348.033662457455193,49290.678410526656080,PCT : 4057,Sydney Creekflat Swamp Mahogany-Paperbark Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Sydney Creekflat Swamp Mahogany-Paperbark Forest
324458,4091,5707.082725602157552,63956.710499110515229,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324459,4091,2881.338243847689228,76474.931274246948306,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324460,4091,5724.029583208397526,208434.874169958929997,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324463,4091,3401.445552150121785,43981.302056680506212,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324465,4091,6034.526766906460580,89388.786382885795319,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324466,4091,5611.293751501326369,65233.481297084916150,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324467,4091,6433.992421901509260,165899.855088616837747,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324468,4091,5946.783689139772832,114009.888105062607792,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324469,4091,2626.063121536857579,30257.184803995289258,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324470,4091,5773.124493366542083,156156.053187021170743,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324471,4091,5965.250501385507050,70046.622451469505904,PCT : 4091,Grey Mangrove-River Mangrove Forest,Saline Wetlands,Mangrove Swamps,(Saline Wetlands) Grey Mangrove-River Mangrove Forest
324481,4097,5999.083177336529843,68723.226955114965676,PCT : 4097,Samphire Saltmarsh,Saline Wetlands,Saltmarshes,(Saline Wetlands) Samphire Saltmarsh
324482,4097,5033.650916471598975,63660.557289311407658,PCT : 4097,Samphire Saltmarsh,Saline Wetlands,Saltmarshes,(Saline Wetlands) Samphire Saltmarsh
324483,4097,5868.298757599543023,67970.101508929059491,PCT : 4097,Samphire Saltmarsh,Saline Wetlands,Saltmarshes,(Saline Wetlands) Samphire Saltmarsh
324514,32767,5595.215339514263178,2226.234703132660798,PCT : 32767,Unattributed,Unattributed,Unattributed,(Unattributed) Unattributed
349694,0,4693.280057668755035,101038.769708665582584,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349697,0,5950.872353018041395,174375.777280804759357,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349698,0,7030.846297610253714,536993.944983685505576,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349700,0,5483.936878207363407,79206.406527850092971,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349704,0,5967.257109111645150,160870.210844984947471,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349705,0,10114.725617939320728,1914569.333744616713375,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349708,0,6618.904108677583281,524737.687196700018831,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349709,0,10122.849782226814568,1731764.265988591825590,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349712,0,15856.405246857342718,6753764.838212958537042,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349715,0,11957.213156426108981,2193646.777782039716840,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
349719,0,5529.606284973956463,58081.579682337644044,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350073,0,6281.522975136540481,383813.944346371805295,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350075,0,8108.323790198060124,205515.964220265363110,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350079,0,4724.849039351422107,150053.448364749085158,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350081,0,5750.586885215535403,59118.341386110521853,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350084,0,7420.111820273870762,512485.113954675616696,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350086,0,6121.884205046089846,163166.440322964248480,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350087,0,11376.607091518566449,2366176.369111739099026,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350088,0,9796.670720750282271,879547.705178197356872,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350089,0,8526.500999206324195,1076899.377136570634320,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350091,0,10408.782191772503211,1166599.429034038446844,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350093,0,12278.143143026492908,3423078.801814212929457,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350094,0,6547.049521880701832,306045.286606726876926,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350095,0,7585.737714710978253,385771.632013555150479,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350100,0,7591.610886564503744,539546.715425064088777,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350103,0,9712.391161492183528,1972811.497811188688502,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350105,0,9921.422083638950426,1055000.089610465336591,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350106,0,7018.579627420995166,355229.763998358452227,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350107,0,9781.663644463707897,856521.515654753311537,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350108,0,3651.789962515274055,67753.962478948422358,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350109,0,6064.704678893272103,69879.678742163654533,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350110,0,4053.902320577284172,26392.059380892093031,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350426,0,6593.954720943641405,333350.518891633255407,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350427,0,5346.406108728495383,55457.025540535905748,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350430,0,8142.865773622041161,579085.577303358353674,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350431,0,5675.218411249924429,157955.769175315042958,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350436,0,5722.581502850265679,89930.384462170855841,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350437,0,5389.822468907068469,126327.800545336125651,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350438,0,6416.551059874711427,270227.275950614886824,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350447,0,8665.836140144576348,515197.657856411067769,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350452,0,5797.461231060176942,65128.556745138135739,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350456,0,6622.334550207548091,195789.703428161417833,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
350458,0,5638.460690404899651,447983.216285367903765,PCT : 0,Not native vegetation,Not native vegetation,Not native vegetation,(Not native vegetation) Not native vegetation
351298,3259,5719.507162290669839,82667.667431846028194,PCT : 3259,Sydney Coastal Shale-Sandstone Forest,Wet Sclerophyll Forests (Grassy sub-formation),Northern Hinterland Wet Sclerophyll Forests,(Wet Sclerophyll Forests (Grassy sub-formation)) Sydney Coastal Shale-Sandstone Forest
351299,3259,1208.797457837274806,17115.955723143175419,PCT : 3259,Sydney Coastal Shale-Sandstone Forest,Wet Sclerophyll Forests (Grassy sub-formation),Northern Hinterland Wet Sclerophyll Forests,(Wet Sclerophyll Forests (Grassy sub-formation)) Sydney Coastal Shale-Sandstone Forest
351486,3262,5164.200622963157002,53959.504895986545307,PCT : 3262,Sydney Turpentine Ironbark Forest,Wet Sclerophyll Forests (Grassy sub-formation),Northern Hinterland Wet Sclerophyll Forests,(Wet Sclerophyll Forests (Grassy sub-formation)) Sydney Turpentine Ironbark Forest
351496,3262,4541.753480213788862,102788.490636734379223,PCT : 3262,Sydney Turpentine Ironbark Forest,Wet Sclerophyll Forests (Grassy sub-formation),Northern Hinterland Wet Sclerophyll Forests,(Wet Sclerophyll Forests (Grassy sub-formation)) Sydney Turpentine Ironbark Forest
351499,3262,5361.642124744090324,150979.603053770668339,PCT : 3262,Sydney Turpentine Ironbark Forest,Wet Sclerophyll Forests (Grassy sub-formation),Northern Hinterland Wet Sclerophyll Forests,(Wet Sclerophyll Forests (Grassy sub-formation)) Sydney Turpentine Ironbark Forest
352897,3320,3705.611279756576096,82465.605267485196237,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
352898,3320,4105.750922623284168,85907.738767115937662,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
352899,3320,5546.334853469441441,69054.734715859260177,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
352900,3320,5542.887470459339966,102116.872886520272004,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
353128,3320,3959.053915950272312,94588.562738429871388,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
353129,3320,5591.179106708184008,52004.080607387622877,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
353130,3320,5307.877310825017958,84382.914709806354949,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
353131,3320,4112.193174851344338,271443.275071468029637,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
353132,3320,5622.053488896569434,117273.680686808249447,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
353133,3320,5589.130795588444016,60015.844759348576190,PCT : 3320,Cumberland Shale Plains Woodland,Grassy Woodlands,Coastal Valley Grassy Woodlands,(Grassy Woodlands) Cumberland Shale Plains Woodland
354482,3448,5459.971977725892430,53378.622973865458334,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354483,3448,5604.128604628276662,108288.460258715029340,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354484,3448,2528.626538703228107,45937.626149772921053,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354492,3448,4904.567321928216188,65360.525804346507357,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354493,3448,5589.364063450105277,124056.260817310714629,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354494,3448,5036.906057190872161,90072.955954099539667,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354496,3448,5860.764319282006909,115289.791584962367779,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354497,3448,4802.866112898892425,196155.639771491842112,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354498,3448,5670.379156996976235,81330.921765762541327,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354499,3448,5674.024314988107108,68295.328816787688993,PCT : 3448,Castlereagh Ironbark Forest,Dry Sclerophyll Forests (Shrub/grass sub-formation),Cumberland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrub/grass sub-formation)) Castlereagh Ironbark Forest
354845,3592,3413.646071450781164,46178.491210069572844,PCT : 3592,Sydney Coastal Enriched Sandstone Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Coastal Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Coastal Enriched Sandstone Forest
355443,3615,5983.736123476549437,126913.832672609220026,PCT : 3615,Sydney Hinterland Apple-Blackbutt Gully Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Hinterland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Hinterland Apple-Blackbutt Gully Forest
355444,3615,5616.921187080842174,108525.571502251681522,PCT : 3615,Sydney Hinterland Apple-Blackbutt Gully Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Hinterland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Hinterland Apple-Blackbutt Gully Forest
355445,3615,6022.595098080968455,74671.415645670291269,PCT : 3615,Sydney Hinterland Apple-Blackbutt Gully Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Hinterland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Hinterland Apple-Blackbutt Gully Forest
356931,3619,5922.174833904615298,164268.917683821433457,PCT : 3619,Sydney Hinterland Enriched Sandstone Bloodwood Forest,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Hinterland Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Sydney Hinterland Enriched Sandstone Bloodwood Forest
357893,3628,3487.716981444306839,57496.548875369546295,PCT : 3628,Castlereagh Shrubby Swamp Woodland,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Sand Flats Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Castlereagh Shrubby Swamp Woodland
358080,3629,4888.681878708471231,140301.824808380770264,PCT : 3629,Castlereagh Scribbly Gum Woodland,Dry Sclerophyll Forests (Shrubby sub-formation),Sydney Sand Flats Dry Sclerophyll Forests,(Dry Sclerophyll Forests (Shrubby sub-formation)) Castlereagh Scribbly Gum Woodland
358238,3963,6082.476789168732466,54507.990763795336534,PCT : 3963,Estuarine Reedland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Estuarine Reedland
358239,3963,5766.729953843233488,67401.997739455648116,PCT : 3963,Estuarine Reedland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Estuarine Reedland
358245,3972,5479.623738271202456,66875.599799538540537,PCT : 3972,Sydney Creekflat Wetland,Freshwater Wetlands,Coastal Freshwater Lagoons,(Freshwater Wetlands) Sydney Creekflat Wetland
358281,3985,4552.392916517471349,96286.673536017682636,PCT : 3985,Coastal Floodplain Swamp Paperbark Scrub,Forested Wetlands,Coastal Swamp Forests,(Forested Wetlands) Coastal Floodplain Swamp Paperbark Scrub
358282,4006,233.369148389950396,1184.970414014619109,PCT : 4006,Northern Paperbark-Swamp Mahogany Saw-sedge Forest,Forested Wetlands,Coastal Swamp Forests,(Forested Wetlands) Northern Paperbark-Swamp Mahogany Saw-sedge Forest
358326,4023,5692.624876502536608,76993.489849409306771,PCT : 4023,Coastal Valleys Swamp Oak Riparian Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Coastal Valleys Swamp Oak Riparian Forest
358327,4023,5223.552959429008297,69079.088631712496863,PCT : 4023,Coastal Valleys Swamp Oak Riparian Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Coastal Valleys Swamp Oak Riparian Forest
358333,4023,5115.060251443502239,71388.764685046917293,PCT : 4023,Coastal Valleys Swamp Oak Riparian Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Coastal Valleys Swamp Oak Riparian Forest
358335,4023,4997.604469723972215,95313.451927363043069,PCT : 4023,Coastal Valleys Swamp Oak Riparian Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Coastal Valleys Swamp Oak Riparian Forest
358372,4024,5519.616028406745500,60324.510410213442810,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358373,4024,5587.935271078064034,55957.501628827041714,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358374,4024,5708.959104223377835,58550.271953385396046,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358375,4024,5634.424619849253759,63669.781691413212684,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358376,4024,5442.058853934105173,52913.474915223268908,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358391,4024,4786.545353684715337,79474.869312030699803,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358393,4024,4804.989988106551209,58830.127130377368303,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358394,4024,5878.496598659410665,202249.644609654671513,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358395,4024,4240.345683961998475,74045.872875229673809,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358396,4024,5538.281615463205526,81844.639812468944001,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358397,4024,4919.431205621352092,106621.548435209930176,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358398,4024,5678.737661372836556,88949.251760996761732,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358409,4024,4699.534025749644570,51446.414952098202775,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
358410,4024,3572.563863725622923,43350.763116686881403,PCT : 4024,Cumberland Blue Box Riverflat Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Cumberland Blue Box Riverflat Forest
359107,4028,5600.423379636444224,40901.779197477982962,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
359108,4028,4969.347694525553379,47201.215376426342118,PCT : 4028,Estuarine Swamp Oak Twig-rush Forest,Forested Wetlands,Coastal Floodplain Wetlands,(Forested Wetlands) Estuarine Swamp Oak Twig-rush Forest
