Species Name,Family,Genus,Local Status,Fire Traits
Setaria parviflora,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1); 2.09302325581395 (1)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)'}"
Setaria pumila,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sorghum halepense,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sporobolus africanus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '4.41860465116279 (1)'}"
Sporobolus fertilis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Stenotaphrum secundatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Vulpia bromoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '10 (1); 12 (1)'}"
Vulpia muralis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Vulpia myuros,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Polygala myrtifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '33.0232558139535 (1)'}"
Polygala virgata,,,,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1); 33.0232558139535 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '33.0232558139535 (1)'}"
Persicaria capitata,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '4.41860465116279 (1)'}"
Polygonum aviculare,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Rumex conglomeratus,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1)'}"
Rumex crispus,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '9.53488372093023 (1)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)'}"
Lysimachia arvensis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '10 (1); 8.6046511627907 (1)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1)'}"
Grevillea banksii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Ranunculus muricatus,,,,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Ranunculus repens,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 9.06976744186047 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)'}"
Prunus persica,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)'}"
Rosa bracteata,,,,{'resprouting_capacity': 'resprouts (f)'}
Rosa rubiginosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Galium aparine,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_flowering': '10.2325581395349 (1); 12.093023255814 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)'}"
Richardia stellaris,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_fruiting': '5.81395348837209 (1)'}"
Sherardia arvensis,,,,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Murraya paniculata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1); partial_resprouting (1); resprouts (1)'}"
Populus alba,,,,{'resprouting_capacity': 'resprouts (1)'}
Salix babylonica,,,,"{'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Acer negundo,,,,{'resprouting_capacity': 'resprouts (1)'}
Cardiospermum grandiflorum,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '14.6511627906977 (1)', 'fire_time_from_fire_to_fruiting': '20.6976744186047 (1)'}"
Verbascum virgatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '20 (1)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)'}"
Ailanthus altissima,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)'}"
Cestrum parqui,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 9.53488372093023 (1)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)'}"
Datura stramonium,,,,"{'fire_time_from_fire_to_flowering': '1.86046511627907 (1)', 'fire_time_from_fire_to_fruiting': '2.7906976744186 (1)'}"
Lycium ferocissimum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Physalis peruviana,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'partial_resprouting (1)', 'fire_time_from_fire_to_flowering': '32.5581395348837 (1)', 'fire_time_from_fire_to_fruiting': '32.5581395348837 (1)'}"
Salpichroa origanifolia,,,,{'resprouting_capacity': 'resprouts (1)'}
Solanum americanum,,,,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '8.6046511627907 (1)', 'fire_time_from_fire_to_fruiting': '8.6046511627907 (1)'}"
Solanum chenopodioides,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '1.62790697674419 (1)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1)'}"
Solanum mauritianum,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 8.37209302325581 (1)', 'fire_time_from_fire_to_fruiting': '9.53488372093023 (1)'}"
Tropaeolum majus,,,,"{'fire_time_from_fire_to_flowering': '6.04651162790698 (1)', 'fire_time_from_fire_to_fruiting': '6.04651162790698 (1)'}"
Celtis australis,,,,{'resprouting_capacity': 'resprouts (1)'}
Urtica urens,,,,{'resprouting_capacity': 'fire_killed (3)'}
Lantana camara,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '3.72093023255814 (1)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)'}"
Verbena bonariensis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '8.6046511627907 (1)', 'fire_time_from_fire_to_fruiting': '13.0232558139535 (1)'}"
Verbena litoralis,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '1.62790697674419 (1)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)'}"
Verbena officinalis,,,,{'resprouting_capacity': 'fire_killed (1)'}
Viola odorata,,,,{'resprouting_capacity': 'resprouts (1)'}
Hedychium gardnerianum,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_fruiting': '20.4651162790698 (1)'}"
Solanum nigrum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'fire_killed (8)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Rubus ulmifolius,,,,{'resprouting_capacity': 'resprouts (1)'}
Ipomoea cairica,,,,{'resprouting_capacity': 'resprouts (2)'}
Sisyrinchium rosulatum,,,,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '9.76744186046512 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)'}"
Hibbertia fumana,,,,"{'resprouting_capacity': 'resprouts (g)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (g)'}"
Rhodamnia rubescens,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Hibbertia stricta,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Acacia terminalis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '21.1627906976744 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '34.6511627906977 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1); 48 (1)'}"
Caesia parviflora,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 6 (1); 8.6046511627907 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)', 'fire_time_from_fire_to_50_percent_flowering': '9.76744186046512 (1)'}"
Deyeuxia appressa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Persoonia nutans,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Pimelea spicata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '2.4 (1); 3.6 (1)'}"
Pomaderris brunnea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Pultenaea pedunculata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Pterostylis gibbosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (g)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Phaius australis,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Eucalyptus scoparia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Sarcochilus hartmannii,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Bulbophyllum globuliforme,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Eucalyptus camfieldii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Hakea archaeoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Syzygium moorei,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus caleyi,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Acacia hispidula,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (g)', 'fire_time_from_fire_to_flowering': '14.1860465116279 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '28.8372093023256 (1)'}"
Acacia pycnantha,,,,"{'post_fire_recruitment': 'post_fire_recruitment (4)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Acianthus pusillus,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 3.72093023255814 (1)', 'fire_time_from_fire_to_fruiting': '6.04651162790698 (1)'}"
Alisma plantago-aquatica,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Amyema congener,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'fire_killed (3)'}"
Aphanopetalum resinosum,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Aristida calycina,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Austrostipa verticillata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Baeckea linifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '36.2790697674419 (1); 37.4418604651163 (1); 42 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '44.1860465116279 (1)'}"
Bauera rubioides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '20.9302325581395 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '46.046511627907 (1)'}"
Bossiaea ensata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '3.6 (1)'}"
Bothriochloa decipiens,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Brachyscome graminea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (6)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '2.55813953488372 (1); 3.72093023255814 (1)', 'fire_time_from_fire_to_fruiting': '3.72093023255814 (1)'}"
Caladenia alata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Caladenia fuscata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Caleana major,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 8.6046511627907 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)'}"
Calochilus gracillimus,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Calochilus robertsonii,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 9.06976744186047 (1)'}"
Calytrix tetragona,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (5)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '32.3255813953488 (1); 36.2790697674419 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1)'}"
Anthosachne kingiana,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Acacia podalyriifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (g)', 'fire_time_from_fire_to_flowering': '28.8372093023256 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '35.8139534883721 (1)'}"
Cissus antarctica,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (1)'}"
Cissus hypoglauca,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (6)'}"
Cladium procerum,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Correa reflexa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (6); resprouts (6)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24 (1); 24.1860465116279 (1); 30.4651162790698 (1)', 'fire_time_from_fire_to_fruiting': '20.6976744186047 (1); 60 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 60 (1)'}"
Poa sieberiana,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '0.6 (V)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Veronica plebeia,,,,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '9.06976744186047 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)'}"
Viminaria juncea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (8)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '21.1627906976744 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '23.2558139534884 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 60 (1)'}"
Viola hederacea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (10)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 2.32558139534884 (1)', 'fire_time_from_fire_to_fruiting': '8.83720930232558 (1)'}"
Vittadinia cuneata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Vittadinia sulcata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Wahlenbergia capillaris,,,,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '6 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '10 (1)'}"
