Species Name,Family,Genus,Local Status,Fire Traits
Eucalyptus polyanthemos,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus punctata,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus racemosa,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus resinifera,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (2)', 'fire_time_from_fire_to_flowering': '44.1860465116279 (1)'}"
Eucalyptus robusta,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus saligna,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus scoparia,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus siderophloia,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus sideroxylon,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '36 (1)'}"
Eucalyptus sieberi,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '48 (1)'}"
Eucalyptus squamosa,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus tereticornis,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus umbra,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (g)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Eucalyptus umbrawarrensis,,,,{'resprouting_capacity': 'resprouts (2)'}
Eucalyptus viminalis,Myrtaceae,Eucalyptus,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'resprouting_capacity_proportion_individuals': '0.125 (1)', 'fire_time_from_fire_to_flowering': '120 (1); 36 (1)'}"
Euchiton involucratus,Asteraceae,Euchiton,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Euchiton sphaericus,Asteraceae,Euchiton,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (10)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '10 (1)', 'fire_time_from_fire_to_flowering': '10 (1); 6 (1)'}"
Euphorbia dallachyana,Euphorbiaceae,Euphorbia,Native,{'resprouting_capacity': 'fire_killed (2)'}
Euphorbia lathyris,Euphorbiaceae,Euphorbia,Exotic,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Euphorbia maculata,Euphorbiaceae,Euphorbia,Exotic,"{'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_fruiting': '2.09302325581395 (1)'}"
Euphorbia oblongata,Euphorbiaceae,Euphorbia,Exotic,"{'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_flowering': '10 (1)'}"
Euphorbia paralias,Euphorbiaceae,Euphorbia,Exotic,{'resprouting_capacity': 'fire_killed (1); resprouts (1)'}
Euphorbia peplus,Euphorbiaceae,Euphorbia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '2.09302325581395 (1)', 'fire_time_from_fire_to_flowering': '2.09302325581395 (1)'}"
Eupomatia bennettii,Eupomatiaceae,Eupomatia,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (1)'}"
Euryomyrtus ramosissima,Myrtaceae,Euryomyrtus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '32.3255813953488 (1)'}"
Euryops chrysanthemoides,Asteraceae,Euryops,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Eustrephus latifolius,Asparagaceae,Eustrephus,native,"{'post_fire_recruitment': 'post_fire_recruitment (2); post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (3)', 'fire_time_from_fire_to_fruiting': '8.13953488372093 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 3.48837209302326 (1); 8.13953488372093 (1)'}"
Exocarpos cupressiformis,Santalaceae,Exocarpos,native,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '44.1860465116279 (1)', 'fire_time_from_fire_to_flowering': '120 (1); 14.1860465116279 (1); 36 (1)'}"
Exocarpos strictus,Santalaceae,Exocarpos,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Facelis retusa,Asteraceae,Facelis,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '10 (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Ficinia nodosa,Cyperaceae,Ficinia,native,"{'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (3)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '6 (1)'}"
Ficus benjamina,Moraceae,Ficus,Exotic,{'resprouting_capacity': 'fire_killed (V); resprouts (V)'}
Ficus coronata,Moraceae,Ficus,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Ficus macrophylla,Moraceae,Ficus,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Ficus obliqua,Moraceae,Ficus,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (1)'}"
Ficus pumila,,,Exotic,{'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)'}
Ficus rubiginosa,Moraceae,Ficus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_fruiting': '32.5581395348837 (1)', 'fire_time_from_fire_to_flowering': '32.4 (1)'}"
Fimbristylis dichotoma,Cyperaceae,Fimbristylis,native,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '16.5116279069767 (1)'}"
Foeniculum vulgare,Apiaceae,Foeniculum,Exotic,"{'resprouting_capacity': 'resprouts (4)', 'fire_time_from_fire_to_fruiting': '14.6511627906977 (1)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 14.6511627906977 (1)'}"
Freesia laxa,Iridaceae,Freesia,Exotic,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '9.30232558139535 (1)'}"
Freesia leichtlinii,Iridaceae,Freesia,Exotic,{'resprouting_capacity': 'resprouts (f)'}
Fumaria capreolata,Papaveraceae,Fumaria,Exotic,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_fruiting': '2.7906976744186 (1)', 'fire_time_from_fire_to_flowering': '2.7906976744186 (1)'}"
Fumaria muralis,Papaveraceae,Fumaria,Exotic,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Gahnia aspera,Cyperaceae,Gahnia,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Gahnia clarkei,Cyperaceae,Gahnia,native,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '36.9767441860465 (1)', 'fire_time_from_fire_to_flowering': '36 (1); 36.2790697674419 (1)'}"
Gahnia erythrocarpa,Cyperaceae,Gahnia,native,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '46.7441860465116 (1)', 'fire_time_from_fire_to_flowering': '21.1627906976744 (1); 24 (1); 36.2790697674419 (1); 48.3720930232558 (1)'}"
Gahnia filum,Cyperaceae,Gahnia,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Gahnia melanocarpa,Cyperaceae,Gahnia,native,"{'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '29.0697674418605 (1)', 'fire_time_from_fire_to_flowering': '24 (1); 24.1860465116279 (1); 36.2790697674419 (1)'}"
Gahnia sieberiana,Cyperaceae,Gahnia,native,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24 (1)'}"
Galinsoga parviflora,Asteraceae,Galinsoga,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)', 'fire_time_from_fire_to_flowering': '2.7906976744186 (1); 3.48837209302326 (1)'}"
Galium aparine,Rubiaceae,Galium,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)', 'fire_time_from_fire_to_flowering': '10.2325581395349 (1); 12.093023255814 (1)'}"
Galium gaudichaudii,Rubiaceae,Galium,native,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Galium leiocarpum,Rubiaceae,Galium,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Galium liratum,Rubiaceae,Galium,native,{'resprouting_capacity': 'fire_killed (2)'}
Gamochaeta americana,Asteraceae,Gamochaeta,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1); partial_resprouting (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 2.32558139534884 (1)'}"
Gamochaeta calviceps,Asteraceae,Gamochaeta,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Gamochaeta coarctata,Asteraceae,Gamochaeta,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '6.27906976744186 (1)', 'fire_time_from_fire_to_flowering': '6.27906976744186 (1)'}"
Gamochaeta purpurea,Asteraceae,Gamochaeta,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Gazania rigens,Asteraceae,Gazania,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Geitonoplesium cymosum,Hemerocallidaceae,Geitonoplesium,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_flowering': '8.13953488372093 (1)'}"
Genista linifolia,Fabaceae,Genista,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Genista monspessulana,Fabaceae,Genista,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '24.1860465116279 (1)', 'fire_time_from_fire_to_flowering': '20 (1); 24.1860465116279 (1)'}"
Geranium brevicaule,Geraniaceae,Geranium,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Geranium homeanum,Geraniaceae,Geranium,native,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_fruiting': '4.41860465116279 (1)', 'fire_time_from_fire_to_flowering': '4.41860465116279 (1)'}"
Geranium molle,Geraniaceae,Geranium,Exotic,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Geranium solanderi,Geraniaceae,Geranium,native,"{'resprouting_capacity': 'fire_killed (2); resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '6 (1)'}"
Gladiolus carneus,Iridaceae,Gladiolus,Exotic,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Gladiolus dalenii,Iridaceae,Gladiolus,Exotic,{'resprouting_capacity': 'resprouts (f)'}
Gladiolus undulatus,Iridaceae,Gladiolus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Gleditsia triacanthos,Fabaceae,Gleditsia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Glochidion ferdinandi,Phyllanthaceae,Glochidion,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_fruiting': '17.6744186046512 (1)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1); 36.2790697674419 (1)'}"
Glossocardia bidens,Asteraceae,Glossocardia,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Glossodia major,Orchidaceae,Glossodia,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Glossodia minor,Orchidaceae,Glossodia,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_fruiting': '8.37209302325581 (1)', 'fire_time_from_fire_to_flowering': '7.2093023255814 (1); 9 (1)'}"
Glycine clandestina,Fabaceae,Glycine,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (3)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '3.6 (1); 8.13953488372093 (1)'}"
Glycine microphylla,Fabaceae,Glycine,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Glycine tabacina,Fabaceae,Glycine,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (3)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '6.97674418604651 (1)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1); 6 (1); 6.97674418604651 (1)'}"
Gnaphalium polycaulon,Asteraceae,Gnaphalium,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Gomphocarpus fruticosus,Apocynaceae,Gomphocarpus,Exotic,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '8.83720930232558 (1)'}"
Gompholobium glabratum,Fabaceae,Gompholobium,native,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '20.6976744186047 (1)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1)'}"
Gompholobium grandiflorum,Fabaceae,Gompholobium,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '29.0697674418605 (1)', 'fire_time_from_fire_to_flowering': '20.9302325581395 (1); 24.1860465116279 (1); 30 (1); 36.2790697674419 (1)'}"
Gompholobium inconspicuum,Fabaceae,Gompholobium,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Gonocarpus longifolius,Haloragaceae,Gonocarpus,native,{'resprouting_capacity': 'fire_killed (2)'}
Gonocarpus micranthus,,,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Gonocarpus tetragynus,Haloragaceae,Gonocarpus,native,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (2); 24 (2)'}"
Gonocarpus teucrioides,Haloragaceae,Gonocarpus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V); resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '23.2558139534884 (1)', 'fire_time_from_fire_to_flowering': '21.8604651162791 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 36 (1)'}"
Goodenia bellidifolia,Goodeniaceae,Goodenia,native,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '12.093023255814 (1); 7.2093023255814 (1)'}"
Goodenia hederacea,Goodeniaceae,Goodenia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 9.06976744186047 (1)'}"
Goodenia heterophylla,Goodeniaceae,Goodenia,native,"{'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_fruiting': '10.6976744186047 (1)', 'fire_time_from_fire_to_flowering': '10.6976744186047 (1); 4.65116279069767 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 36 (1)'}"
Goodenia ovata,Goodeniaceae,Goodenia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_fruiting': '33.953488372093 (1)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1); 33.2558139534884 (1); 36.2790697674419 (1)'}"
Goodenia paniculata,Goodeniaceae,Goodenia,native,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1); 4.65116279069767 (1); 6 (1)'}"
Grastidium baileyi,Orchidaceae,Grastidium,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
