Species Name,Family,Genus,Local Status,Fire Traits
Corunastylis fimbriata,Orchidaceae,Corunastylis,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (3)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_fruiting': '4.88372093023256 (1)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1)'}"
Corunastylis rufa,Orchidaceae,Corunastylis,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (9)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (5)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_fruiting': '5.58139534883721 (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Corybas aconitiflorus,Orchidaceae,Corybas,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Corybas fimbriatus,Orchidaceae,Corybas,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Corymbia calophylla,Myrtaceae,Corymbia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '48 (1)', 'fire_time_from_fire_to_50_percent_flowering': '48 (1)'}"
Corymbia citriodora,Myrtaceae,Corymbia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Corymbia eximia,Myrtaceae,Corymbia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Corymbia ficifolia,Myrtaceae,Corymbia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '42 (1)'}"
Corymbia gummifera,Myrtaceae,Corymbia,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '37.906976744186 (1)', 'fire_time_from_fire_to_flowering': '36 (1); 36.2790697674419 (1)'}"
Corymbia maculata,Myrtaceae,Corymbia,native,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Corymbia torelliana,Myrtaceae,Corymbia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cosmos sulphureus,Asteraceae,Cosmos,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cotoneaster coriaceus,Rosaceae,Cotoneaster,exotic,{'resprouting_capacity': 'resprouts (f)'}
Cotoneaster glaucophyllus,Rosaceae,Cotoneaster,Exotic,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_fruiting': '28.3720930232558 (1)', 'fire_time_from_fire_to_flowering': '24 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1)'}"
Cotoneaster pannosus,Rosaceae,Cotoneaster,Exotic,{'resprouting_capacity': 'resprouts (f)'}
Cotula australis,Asteraceae,Cotula,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cotula coronopifolia,Asteraceae,Cotula,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Crassocephalum crepidioides,Asteraceae,Crassocephalum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1); 9.06976744186047 (1)'}"
Crassula helmsii,Crassulaceae,Crassula,Native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)'}"
Crassula multicava,Crassulaceae,Crassula,Exotic,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '8.83720930232558 (1)'}"
Crassula sieberiana,Crassulaceae,Crassula,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '6.04651162790698 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 6.04651162790698 (1)'}"
Crepis capillaris,Asteraceae,Crepis,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Crinum pedunculatum,Amaryllidaceae,Crinum,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Crowea saligna,Rutaceae,Crowea,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (3)'}"
Cryptandra amara,Rhamnaceae,Cryptandra,native,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '17.4418604651163 (1); 36 (1)', 'fire_time_from_fire_to_flowering': '16.5116279069767 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1); 60 (1)'}"
Cryptandra ericoides,Rhamnaceae,Cryptandra,native,"{'resprouting_capacity': 'fire_killed (4)', 'fire_time_from_fire_to_flowering': '14.8837209302326 (1)'}"
Cryptandra propinqua,Rhamnaceae,Cryptandra,native,{'resprouting_capacity': 'fire_killed (1)'}
Cryptandra spinescens,Rhamnaceae,Cryptandra,native,{'resprouting_capacity': 'fire_killed (f)'}
Cryptostylis erecta,Orchidaceae,Cryptostylis,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_suppressed_flowering (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_fruiting': '25.1162790697674 (1)', 'fire_time_from_fire_to_flowering': '10.6976744186047 (1)'}"
Cryptostylis subulata,,,native,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_fruiting': '23.4883720930233 (1)', 'fire_time_from_fire_to_flowering': '23.4883720930233 (1); 24 (1)'}"
Cupaniopsis anacardioides,Sapindaceae,Cupaniopsis,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)'}"
Cyanicula caerulea,Orchidaceae,Cyanicula,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (4)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (2)'}"
Cyanthillium cinereum,Asteraceae,Cyanthillium,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cyathochaeta diandra,Cyperaceae,Cyathochaeta,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '13.0232558139535 (1)', 'fire_time_from_fire_to_flowering': '10.4651162790698 (1); 3.6 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1)'}"
Cyclospermum leptophyllum,Apiaceae,Cyclospermum,Exotic,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_fruiting': '10 (1)', 'fire_time_from_fire_to_flowering': '6.51162790697674 (1)'}"
Cycnogeton multifructum,Juncaginaceae,Cycnogeton,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Cycnogeton procerum,Juncaginaceae,Cycnogeton,native,"{'resprouting_capacity': 'resprouts (9)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (7)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)', 'fire_time_from_fire_to_flowering': '4.65116279069767 (V)'}"
Cymbidium canaliculatum,Orchidaceae,Cymbidium,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cymbidium suave,Orchidaceae,Cymbidium,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'fire_killed (3); resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '21.3953488372093 (1)'}"
Cymbonotus lawsonianus,Asteraceae,Cymbonotus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cymbopogon refractus,Poaceae,Cymbopogon,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (3)', 'fire_time_from_fire_to_fruiting': '4.41860465116279 (1)', 'fire_time_from_fire_to_flowering': '2.09302325581395 (1); 3.6 (1); 4.41860465116279 (1)'}"
Cynodon dactylon,Poaceae,Cynodon,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cyperus aggregatus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus albostriatus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1); 6.04651162790698 (1)'}"
Cyperus alterniflorus,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus brevifolius,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1); 2.4 (1)'}"
Cyperus congestus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus difformis,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus enervis,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus eragrostis,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1); 4.8 (1)'}"
Cyperus gracilis,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus imbecillis,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus involucratus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus laevis,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus mirus,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus odoratus,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus platystylis,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus polystachyos,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '2.32558139534884 (1)'}"
Cyperus reflexus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus rotundus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus sesquiflorus,Cyperaceae,Cyperus,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cyperus tetraphyllus,Cyperaceae,Cyperus,native,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cytisus scoparius,Fabaceae,Cytisus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Dactylis glomerata,Poaceae,Dactylis,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Dactyloctenium aegyptium,Poaceae,Dactyloctenium,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Dampiera stricta,Goodeniaceae,Dampiera,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '14.8837209302326 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 7.2093023255814 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 36 (1)'}"
Darwinia fascicularis,,,native,{'resprouting_capacity': 'fire_killed (1)'}
Datura stramonium,Solanaceae,Datura,Exotic,"{'fire_time_from_fire_to_fruiting': '2.7906976744186 (1)', 'fire_time_from_fire_to_flowering': '1.86046511627907 (1)'}"
Daviesia acicularis,Fabaceae,Daviesia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Daviesia corymbosa,Fabaceae,Daviesia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Daviesia genistifolia,Fabaceae,Daviesia,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Daviesia squarrosa,Fabaceae,Daviesia,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Daviesia ulicifolia,Fabaceae,Daviesia,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (3); resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '48.3720930232558 (1)', 'fire_time_from_fire_to_flowering': '8.6046511627907 (1)'}"
Delairea odorata,Asteraceae,Delairea,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '29.0697674418605 (1)'}"
Dendrobium kingianum,Orchidaceae,Dendrobium,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Dendrobium speciosum,Orchidaceae,Dendrobium,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Dendrophthoe vitellina,Loranthaceae,Dendrophthoe,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (2)'}"
Denhamia silvestris,Celastraceae,Denhamia,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_fruiting': '28.8372093023256 (1)', 'fire_time_from_fire_to_flowering': '24 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1)'}"
Desmodium rhytidophyllum,Fabaceae,Desmodium,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '3.02325581395349 (1)', 'fire_time_from_fire_to_flowering': '3.02325581395349 (1); 3.6 (1)'}"
Desmodium varians,Fabaceae,Desmodium,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Deyeuxia appressa,Poaceae,Deyeuxia,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Deyeuxia quadriseta,Poaceae,Deyeuxia,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (V)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Dianella caerulea,Hemerocallidaceae,Dianella,native,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 9.53488372093023 (1)'}"
Dianella longifolia,Hemerocallidaceae,Dianella,native,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Dianella prunina,Hemerocallidaceae,Dianella,native,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '10 (1); 12 (1); 12.093023255814 (1)'}"
Dianella revoluta,Hemerocallidaceae,Dianella,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (9)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '24 (V)'}"
Dichanthium sericeum,Poaceae,Dichanthium,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (V)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
